100
1022287430589653563/3787218548729341865 6055837483249169242/8634160335849483021
2217903149525452721/3230442976202133635 902990956809921865/7257292410461643450
1940398071488249511/2163974256136969961 4297881416363795806/7274770052848339867
1276986078217064876/5696710824999529968 4244731429795498014/6942841468421883845
5128187834623400971/5681823274894911898 787665393884132722/2965846874642869300
876608961852983365/7618730469120987338 2870213904563603539/4778561567009628780
479897994760975222/8398601841653941858 511917075870069114/7861216177275941856
2189313903326580413/3806651747751098133 1645492670285566744/8221515414419168357
1103945734498544559/4225341251158564370 1933273744531771814/3034468369890193090
4047952795786529930/6367899333294427420 3188788388361459252/6144776411115970815
266656825311241745/6218052184808388088 1420496339081502675/6660444738812715290
1872774050498664277/7976527653649575194 4859687987637353259/7217047721019929087
8623032393528291552/9159271226941314908 1007340224257188100/1311015784625325849
1855431757672832242/5307013578043101196 6164559069545417752/8299769618797207404
115250015011099172/3488291142344362193 4897867785033428888/8423105410715987921
4188795635235746996/5616303534199037179 4361387787390380822/4635752099239197121
1999105273802000696/4298973204970039248 386051529857776789/7012017487724305088
2053716142408040465/8187965763903152672 3868851738659419350/8709463816040690127
1802601585311323114/4435738247284689616 2323451545117823979/9146321863690122518
1253450798067052404/2235878475474736776 404572590712818687/4576022727818745991
8592661793278956016/9220319189635729330 5120835347260886903/6934636772538327376
6778474833238474859/7810757038229380840 4232349814245364163/7697614065156435604
4030253423131963231/6518919147891215628 689176745419365653/5248809866480179905
3401729640659828073/6036939360208359369 3396140570481600007/3753920245229739572
4884731309704320948/7249538142335521806 2571129255536219893/6017361259731209418
2023689742641284822/4013836587761383040 4124173691898416270/7968009472048466668
1293793733580727764/4340176940863453481 592578161955165952/6749334385281430686
1503392348581107347/1985010658741023715 1442628050580870124/8446487988448128512
5905035506251824805/8352908898644573981 5060042058086044062/7844933110376310969
1061804604184337503/6234241739333313402 4076346977785795412/5353192687607166819
4765966235820957197/7467284407773652348 1471870343846560391/1682263054600392998
5089242042841850919/6523422681966186039 3850958655022456531/5769020013067889558
3529793079180658234/6139080340352616025 1106658291070975039/3225441622620797393
2468015433136502758/3056147833959483777 8000137039631387494/9060202755370188791
5436089527721999332/6828742610266252363 306396591400106340/8058536394482984049
623682855059370809/5757451881715017114 342034990389937585/5985127677006113709
8192569355735384970/9058314952546699044 5197754541535591876/8489440182686294161
5381769536140700899/8947812988269053441 830318769747482772/2088272660942544623
2831847609673998507/6312789897955867021 5112409209858197009/8982199558258639483
388831970255397549/7244167400746406782 4691672525981496300/5997997363487866743
1227921398623091143/5386109586450516137 2720177142568455323/5412335064161590415
4345004897132027464/5998361628184199818 5442442141576863465/8220032132652267732
5026320861059556245/7178901000286973946 2018039358491270770/6298420722903290651
2342623611678588550/8061520777262737364 7601649818268854788/7836692088571050147
5597497249111722079/9042917458143030650 1177130655850781488/8708232685433442423
3157434828985739788/3248399458846545033 2873936831536437276/7327832012084759313
2838552308380978146/8648564895279481068 2073986575128324657/8273954565331399781
5271922332351463929/7857352908512193827 3102767289370737786/7352202582188769390
2508093799181272257/2666797921663572474 6482427288738360182/9054214715588836290
5607888854524874159/8273542564130141281 106604385986679307/8708859719402924206
5202182545024620140/5360072671325906126 4018595003643341299/7668330380621135850
1500133175520026067/4501742359974738141 3993755619988258914/8704142892414887411
3505593590165572780/9009811419171898438 6162140686517456416/9094074271099855785
4602131306772377989/8369705024352789304 6050714388919416175/6632901975376614291
8129524824023485860/8158472614189361191 1085504148592642331/1778208439458318059
2506403536551620876/7394548665924272233 8585551933764571762/8640251125152928862
7249799132464457492/8683891944615477882 1564888716491046705/6907527250348506555
2198682948826871361/8366611929030141685 4961578355133253499/8886265641724453983
812438477810607182/6159560037338194650 316327212244654259/8727504640741272277
3449591740590718867/6573121940146798144 1848772013362307042/7902904704450965869
6585700722526424117/6727774271004169743 4936123322948136561/6160193705738082940
3612302814805430389/8955032883139902148 6305441739807394322/7290787987648374860
2655282226709792292/7456016782993983693 359292116539220566/3498662927858302062
5257552453820410783/6804129573323658963 6192733415095412561/6667864614407962710
2563413787590551505/4164420323200577779 7861969523093232771/9074864548868374066
1037802379163058893/7245040358888876900 1405908228603659682/2903698968589613407
3178119874514726294/7305640085383882303 1795799346234719828/8880304234225873242
2824505607746607080/7610078988676779328 1367244597192572961/5236111140942630980
5467248694464488873/7813811762757478487 4473484894462882073/7033078706451771266
526902810874973318/5731100279188568221 141320138362219932/342746028924437805
6422298247067800838/8586649060547794704 5341612323120397519/8034234443684490211
6131543229638888674/8288797977258976835 1633383730820321148/4886242121237674533
111251261611093095/3929527378679152407 6417791961311198420/7559090742267023065
5246623638336591576/7951129052522447232 868199874255904628/3509888355559046051
3897009586461018681/8580687567135326345 4268576771639306325/4610830267032451112
5541228289960323406/5988655610429539765 4725028473191202411/7598749625508158692
1269794022502632511/7654177267930293478 1673386579407402012/1938279362893610804
5643801121333846312/6356861892721249619 6225679420594362204/6357175404969217084
4067833351529807929/4612317363992854547 3164557446944995039/8125173113071835506
3782963182565664138/5851866530005683540 2891245299940478708/5832064952059683367
945120141249783352/2042059881718653277 7693712438729258364/8664519820497356000
2885964815749456131/6204498134401372062 172276907087187443/1839030138086813573
5108052585408126793/6306201826796380182 2202951522013890154/7444949089439498779
2550580788363208115/4120093109906548585 2467786197740639190/6315005571770747185
917836613906020950/7471983167446043113 6069434718832592739/8277276410624492961
4880835257700584170/8234191444869608463 874740119584799118/3150029044652103247
750587910530258536/3185291783222597211 332761408909379160/6058586982860047752
962321542463444815/2473304902609024304 2404152266916638423/8642957398404451454
2255942753890726818/6029961080348779591 3819409125880443479/8662812909605293139
2678405874535874978/4127993489678268994 1956571882588560171/2680268578403379637
4805662192381320534/5931816529519807815 7445456488629117162/7516894660729087415
1683788086629460637/5167458262378527967 4747617112922644167/8537613869212692563
1549460139476324111/8469797997859408305 841044772479965108/5752523485729104726
1228720534539038681/2035374609412393959 5437638748819696724/6623962536096063982
1114390194507231600/1799065281877163159 4408690974591964848/4776829754211160153
4060955914242707395/5780980516640977405 1386127359863313850/6876580700936695930
6978719113218917714/7254818184958878093 1041091400768681895/7684041949233609627
1584801384815752258/2468913951309457141 4316440072180518435/9142931950967431963
3563299346870946804/3799944697110745616 5951217878780536139/7973436747147388703
3966344200414652190/4240149391696898741 3177618302049587139/5585892111519291281
