1500
175263697008581/195312500000000 -4309759032455967/9765625000000000
-2225472423752559/2441406250000000 -8030888244396273/19531250000000000
-938914668749847/976562500000000 5370793655042613/19531250000000000
6441221678599731/9765625000000000 -7340169952239653/9765625000000000
-2281545553993183/2441406250000000 -6951324996427099/19531250000000000
-237318390364143/244140625000000 458493279888837/1953125000000000
-4864225226159779/4882812500000000 3405133624134903/39062500000000000
561187749648779/1220703125000000 542029618431711/610351562500000
-683518424177351/2441406250000000 2343771968718197/2441406250000000
-8620372040297533/39062500000000000 4762431253009159/4882812500000000
579193595416271/610351562500000 -6160628238090953/19531250000000000
646808549488839/976562500000000 914563605560729/1220703125000000
-8582248154988429/39062500000000000 952701396968181/976562500000000
2704601384636983/4882812500000000 508167499150993/610351562500000
-166942388760111/19531250000000000 -4882634130270611/4882812500000000
1610920020923837/2441406250000000 36690059491507/48828125000000
-7697462950155729/19531250000000000 -1795045377402699/1953125000000000
-4050614170271451/4882812500000000 -272660645377223/488281250000000
1641785438670439/3906250000000000 -8861196884404821/9765625000000000
7957284943062447/9765625000000000 -5661187859057203/9765625000000000
-597002299946291/610351562500000 -4062523663186587/19531250000000000
7226735020953121/9765625000000000 -3284118320704763/4882812500000000
-8621099110760751/78125000000000000 2426496050104813/2441406250000000
-5140467805547399/19531250000000000 -471066155984639/488281250000000
8876526364553677/9765625000000000 -1017801286475179/2441406250000000
3381883221388631/19531250000000000 -192362312431357/195312500000000
4710853955990753/9765625000000000 -1710851093999139/1953125000000000
-2313861361373229/2441406250000000 6230300553305413/19531250000000000
1486794955997047/2441406250000000 3872934410165399/4882812500000000
3975244406009631/4882812500000000 1134145657146057/1953125000000000
-2826731208622721/4882812500000000 7962775542323061/9765625000000000
2669429423470799/4882812500000000 -4088521060636059/4882812500000000
-1174577022109479/1220703125000000 -5318283958233311/19531250000000000
4465123954279341/4882812500000000 -197598734385549/488281250000000
-8202245937312249/9765625000000000 -5300055964277141/9765625000000000
-1737444052275101/3906250000000000 -273326732337981/305175781250000
-4738147814193717/4882812500000000 4719005320628579/19531250000000000
