1500
-5602892411505691/19531250000000000 2338794171107437/2441406250000000
-970083130906657/976562500000000 -561538857439709/4882812500000000
2368459365416477/2441406250000000 -1184676684855479/4882812500000000
607094325033791/610351562500000 -64483633498007/625000000000000
1736724923165317/7812500000000000 -952127082438779/976562500000000
315011369633123/390625000000000 -5774714691375667/9765625000000000
-1181888034376171/1220703125000000 4886076049070291/19531250000000000
-976527686599551/976562500000000 -5277331137534809/625000000000000000
-2304751050600129/2441406250000000 -805349037558663/2441406250000000
7767671095729227/9765625000000000 -5918675306958283/9765625000000000
4249386612569977/4882812500000000 -4810227157657861/9765625000000000
1785928961648929/2441406250000000 -665843491698479/976562500000000
-2882608727577321/4882812500000000 -985279935914513/1220703125000000
-7383874023766073/9765625000000000 3195537358636949/4882812500000000
1411005417756223/4882812500000000 4674496937769757/4882812500000000
-2575762294213851/9765625000000000 4709906587299031/4882812500000000
2347420520204261/2441406250000000 5367048373848817/19531250000000000
-94827272693261/244140625000000 8998882875463913/9765625000000000
-7973375839980731/19531250000000000 2228701290399129/2441406250000000
-1000167756074403/1220703125000000 5598746025853197/9765625000000000
-8845705641626033/19531250000000000 4353326445548603/4882812500000000
7138008106193941/9765625000000000 -6664553392128731/9765625000000000
2465365643694589/4882812500000000 -8429431808383437/9765625000000000
2003909130806473/2441406250000000 55782616260043/97656250000000
-3294764159228947/4882812500000000 900915750959011/1220703125000000
-4682137730606149/4882812500000000 5541760271668999/19531250000000000
-5245644374368943/19531250000000000 2351704639923957/2441406250000000
1186249882301941/1220703125000000 -4607537091287437/19531250000000000
136702343779577/1953125000000000 -304427362299699/305175781250000
-1194632066844253/1220703125000000 4015022805484627/19531250000000000
-4632040371558831/19531250000000000 -4743508251802859/4882812500000000
-297323165390239/305175781250000 8804309318227731/39062500000000000
1685231429935453/4882812500000000 -2291388931287853/2441406250000000
2181135596606567/39062500000000000 -975038958759859/976562500000000
-4727847172701967/4882812500000000 -976301272101687/3906250000000000
1179269753787841/1220703125000000 -2522715580460777/9765625000000000
7801024410218113/39062500000000000 956890447099739/976562500000000
-4865515434909273/4882812500000000 -1314017815417507/15625000000000000
1053755108218817/1220703125000000 2464844956706251/4882812500000000
-1229867404839943/1953125000000000 7586375010730197/9765625000000000
-4711571516490699/4882812500000000 -1025421436920383/3906250000000000
-125445724269817/1562500000000000 -4867050429713587/4882812500000000
1089748492803963/1220703125000000 -550058489450219/1220703125000000
-4116635366284411/4882812500000000 5251731589185671/9765625000000000
-3080821960552653/4882812500000000 7576382766870417/9765625000000000
-1544164790422131/1953125000000000 -373728621572627/610351562500000
258239145296159/1220703125000000 954460237234503/976562500000000
5763398598513959/9765625000000000 7883569511031937/9765625000000000
-7862199305495839/19531250000000000 111743209497819/122070312500000
-47416512666651/48828125000000 -233118096722627/976562500000000
7544758891458151/78125000000000000 -4859989807678743/4882812500000000
3758479019203119/4882812500000000 -1246800280549613/1953125000000000
7953724429417651/9765625000000000 708273642182943/1220703125000000
-6108159641710119/9765625000000000 -14881968868602/19073486328125
-7277327066967489/78125000000000000 -1215395637881807/1220703125000000
-1255481655686439/15625000000000000 1216756158558929/1220703125000000
-3834271978249133/9765625000000000 2245353396982289/2441406250000000
-8879002244143509/19531250000000000 -8698175752866151/9765625000000000
-4594175191837663/4882812500000000 6615632658314237/19531250000000000
-96636520188951/97656250000000 -703786419720081/4882812500000000
55173321607497/78125000000000 1382800647191169/1953125000000000
-178458158132853/244140625000000 -833026568772273/1220703125000000
-1452179970584173/1953125000000000 3265224531578141/4882812500000000
2327610363606889/2441406250000000 -5893423984171479/19531250000000000
-1747795022494563/1953125000000000 8717280682461877/19531250000000000
445109610052487/610351562500000 -6681920009292933/9765625000000000
-651098899017343/1220703125000000 -4130251988599571/4882812500000000
2869733137890851/4882812500000000 -7901009967705997/9765625000000000
4601147369595401/4882812500000000 -6537645806767531/19531250000000000
-3731577025988719/4882812500000000 -393644644819201/610351562500000
2352094571915933/2441406250000000 -13086108700491/48828125000000
3335615648348007/4882812500000000 -1782941821586739/2441406250000000
3294548159182019/4882812500000000 -360386047690343/488281250000000
8308918496732429/9765625000000000 160350278977149/305175781250000
284716801003689/1220703125000000 237407031286859/244140625000000
4674673762053009/4882812500000000 -5641677946894053/19531250000000000
3590863980444097/39062500000000000 -4862137843396329/4882812500000000
2245928642433623/9765625000000000 -4751926876902707/4882812500000000
-7501875984999451/9765625000000000 6252142700411877/9765625000000000
-1297656005717039/3906250000000000 -4605512653556893/4882812500000000
-520454744121527/610351562500000 1275340827654081/2441406250000000
572316404719857/610351562500000 6786939946718389/19531250000000000
1309011517663043/4882812500000000 -4704077673336373/4882812500000000
-4897997515630969/9765625000000000 8448494065660333/9765625000000000
939772612326059/976562500000000 5310433260219167/19531250000000000
-2587197492779889/9765625000000000 4708339430573651/4882812500000000
2916679494567/12207031250000 -4741385327761479/4882812500000000
2082056531039193/2441406250000000 -5099811885308877/9765625000000000
-6838229393791369/9765625000000000 -6971803955828987/9765625000000000
87522887999093/97656250000000 135370124867519/305175781250000
-8587563621487247/9765625000000000 581232293917601/1220703125000000
890474572931963/976562500000000 -8018213051993271/19531250000000000
-4562599831427053/4882812500000000 -6956482661136247/19531250000000000
1128634235619899/3906250000000000 -93491222264067/97656250000000
-4862345760181057/4882812500000000 7145601049808227/78125000000000000
5259704837173659/19531250000000000 4702427774487291/4882812500000000
-1215995904398291/1220703125000000 -6854301361411073/78125000000000000
7878868716709833/39062500000000000 -1195614681572557/1220703125000000
5628203360170551/78125000000000000 -2435062674039531/2441406250000000
8909203725372139/9765625000000000 -7998379991083247/19531250000000000
52422722200067/122070312500000 -1763851740961087/1953125000000000
-5516482305630883/39062500000000000 -2416938379390777/2441406250000000
-38138481272247/38146972656250 3296628857807291/156250000000000000
-4575661068632503/4882812500000000 -1704459942373863/4882812500000000
-3976037999731869/4882812500000000 1417125588545741/2441406250000000
487171240580743/488281250000000 -10282918997237/152587890625000
2874853478138451/4882812500000000 789356076543191/976562500000000
-186562926269229/305175781250000 -3864141844300359/4882812500000000
4805362367965057/9765625000000000 1062690601677311/1220703125000000
222622801333667/305175781250000 1335920028846159/1953125000000000
-8159801905550239/9765625000000000 1341292858187663/2441406250000000
-2420589010590359/2441406250000000 5090246531667411/39062500000000000
-5336010633383929/19531250000000000 -939410343091497/976562500000000
1410304131149417/1953125000000000 -3377998226842237/4882812500000000
4808238214639521/9765625000000000 1699979728254489/1953125000000000
7138389189984293/9765625000000000 -3332072606237009/4882812500000000
-5059412075169831/9765625000000000 4176415361714239/4882812500000000
-4834266909621507/78125000000000000 609181934983357/610351562500000
-484220205609263/7812500000000000 -4873424707120101/4882812500000000
-4879602440322817/4882812500000000 5664807585532383/156250000000000000
-3751531674137513/19531250000000000 4791892480145781/4882812500000000
1217184143773561/1220703125000000 -592782342508029/7812500000000000
-5261540795778683/39062500000000000 4838315652658017/4882812500000000
-489496852643369/976562500000000 -845024939074869/976562500000000
-4855659658771719/4882812500000000 -8227597475161863/78125000000000000
485775820936051/488281250000000 3952057404820493/39062500000000000
7477191755210187/9765625000000000 -392602669177727/610351562500000
-6510106987221721/9765625000000000 -145582881762317/195312500000000
-19529681263679/156250000000000 4844521516150831/4882812500000000
4650010149203523/9765625000000000 -8587481426642461/9765625000000000
3317734209567999/78125000000000000 4878407568975931/4882812500000000
2405476997563173/2441406250000000 166922684729679/976562500000000
436318722364293/488281250000000 2191906741080777/4882812500000000
6769939141536197/9765625000000000 -3519067904307941/4882812500000000
-4812799913720947/9765625000000000 2124329138679913/2441406250000000
803585812619507/1220703125000000 -7351151033209043/9765625000000000
-4747287381080271/9765625000000000 -2133522529791709/2441406250000000
7433182073170247/625000000000000000 976493432312917/976562500000000
3737475340407781/19531250000000000 -1198144732235699/1220703125000000
-229475540788099/390625000000000 -3951440931898481/4882812500000000
768771143443633/1220703125000000 -7585700435501037/9765625000000000
-8731315847695599/9765625000000000 -2186981664783949/4882812500000000
725923809807549/976562500000000 408268513607669/610351562500000
818199908579361/1220703125000000 7247245121773611/9765625000000000
-4187544656264043/4882812500000000 -5022480527369203/9765625000000000
214996951142193/305175781250000 -6930683523591013/9765625000000000
1430500478574089/3906250000000000 -2271809012392721/2441406250000000
967863695276899/976562500000000 325136353811713/2441406250000000
91012964815093/97656250000000 -7080631044276051/19531250000000000
2420008947257417/2441406250000000 -40315391898813/305175781250000
-5125610425026017/10000000000000000000 4882811858596583/4882812500000000
150849081485721/305175781250000 2122290265937621/2441406250000000
1358654761414779/9765625000000000 4835325451298753/4882812500000000
1217135575089731/1220703125000000 -5968531445980331/78125000000000000
-878567437937257/976562500000000 8527451516194369/19531250000000000
6164493731388653/9765625000000000 -7574064211260359/9765625000000000
839561177557627/976562500000000 2494049646379863/4882812500000000
-8998473564615679/9765625000000000 3794061827057883/9765625000000000
-4354090481811399/4882812500000000 1767937371986803/3906250000000000
944485172021691/976562500000000 -2482379427835457/9765625000000000
4740916577956873/4882812500000000 4674300651023533/19531250000000000
6350611093745293/9765625000000000 7418704090110631/9765625000000000
4880963735366363/4882812500000000 8598638584185567/312500000000000000
-2421194738901563/2441406250000000 -39187153876951/305175781250000
3850089287040609/4882812500000000 -48049761917669/78125000000000
8157820733332091/9765625000000000 2684091677059581/4882812500000000
-4799219253004723/4882812500000000 143942430425059/781250000000000
-4613044447199647/78125000000000000 -76160828062183/76293945312500
-4043936409330789/4882812500000000 -2736500726739361/4882812500000000
35532565023781/78125000000000 -8697119178058667/9765625000000000
3885503149249941/4882812500000000 -5914295625795193/9765625000000000
7472786900062179/39062500000000000 -4792631652789159/4882812500000000
582949313300849/2441406250000000 4741575508482863/4882812500000000
-4211207232974419/39062500000000000 4854354745823177/4882812500000000
8431246388989619/19531250000000000 -8808856493476459/9765625000000000
-4694721050162879/19531250000000000 947931063980469/976562500000000
1643193792094097/7812500000000000 2386793711212827/2441406250000000
-1777795237974039/2441406250000000 -3346585465441391/4882812500000000
-1004053563517721/1953125000000000 -1675283172246521/1953125000000000
-2254453000536493/2441406250000000 7495731674647129/19531250000000000
8307911077893343/9765625000000000 80200623016513/152587890625000
4919085807178471/19531250000000000 2362706080245023/2441406250000000
3342698983788163/4882812500000000 -7118489000887149/9765625000000000
2380934016542217/2441406250000000 864026201693383/3906250000000000
-1374699294966079/9765625000000000 2417095797246211/2441406250000000
-606082398255543/610351562500000 -922413540568851/7812500000000000
2785289161160319/4882812500000000 -8020978044821989/9765625000000000
917876663045087/976562500000000 266745419116839/781250000000000
-4923277878966811/9765625000000000 8433787201910009/9765625000000000
-2441337079893491/2441406250000000 2352345665801959/312500000000000000
-8410190630029269/9765625000000000 198539165736911/390625000000000
-3824375727033627/4882812500000000 -6071575811478357/9765625000000000
-2138813145016067/2441406250000000 4709042889157911/9765625000000000
4608441868161937/4882812500000000 -3227458106887443/9765625000000000
-610333450113081/610351562500000 2407462941665753/312500000000000000
-1198334298305241/1220703125000000 7443768775520419/39062500000000000
-4583254102796723/4882812500000000 -420983947092497/1220703125000000
-1351924604622917/15625000000000000 2432250581698609/2441406250000000
-2425456519780433/2441406250000000 4457806404227893/39062500000000000
7272943161501893/312500000000000000 2440744964163293/2441406250000000
-421489560741399/488281250000000 4930116805414859/9765625000000000
-8037761950564913/9765625000000000 -277316671274357/488281250000000
-6416407582574069/39062500000000000 -963297922498631/976562500000000
-5870149142315301/19531250000000000 931411664637977/976562500000000
4511741740611263/9765625000000000 -8660924783569653/9765625000000000
-1851120073299579/2441406250000000 -795898698291187/1220703125000000
2404336376871673/4882812500000000 -8499652815734969/9765625000000000
-121352889635039/976562500000000 2422482962509071/2441406250000000
590599695360707/610351562500000 154016329283721/610351562500000
328594857915819/1562500000000000 -4773616935407429/4882812500000000
-4231603592032649/4882812500000000 -1218132684691269/2441406250000000
2398966262153293/2441406250000000 -1450363950887717/7812500000000000
-4891201910998757/9765625000000000 -67619441231157/78125000000000
1354256591084473/2441406250000000 -8125469648499907/9765625000000000
5357028819975771/39062500000000000 -4836678141542417/4882812500000000
4878238706697049/4882812500000000 6761398625601431/156250000000000000
-7544589598519011/9765625000000000 -6200532189299863/9765625000000000
1220665581050681/1220703125000000 -306363231998213/39062500000000000
-1259938339535083/1953125000000000 -7461991433582891/9765625000000000
-8495076725975191/1250000000000000000 -4882699738809569/4882812500000000
-4056776553506481/5000000000000000000 -4882810892828251/4882812500000000
935508805918557/976562500000000 -1400871072360743/4882812500000000
-588427479161639/610351562500000 5187764718296153/19531250000000000
-7239096406151809/39062500000000000 4798232730444291/4882812500000000
76293343205377/76293945312500 2483053082455943/625000000000000000
-651074468873569/976562500000000 7278573709094729/9765625000000000
-2345010739395083/2441406250000000 5434050332697563/19531250000000000
-4816835991830383/4882812500000000 -1279948936945137/7812500000000000
957094720688499/976562500000000 -3880412969592493/19531250000000000
8906404704206489/9765625000000000 1602167875624201/3906250000000000
-8628966875293337/9765625000000000 4572566271331159/9765625000000000
5644829484051443/19531250000000000 -4674435973051211/4882812500000000
-3771171234318489/9765625000000000 -4504045380601581/4882812500000000
-4880392420448511/4882812500000000 -491882081062293/15625000000000000
501425345230657/610351562500000 695993255733151/1220703125000000
8357577793867153/78125000000000000 2427396230406977/2441406250000000
-3200982821911583/9765625000000000 -2306527972603681/2441406250000000
-1120889895481781/7812500000000000 -4832295411320411/4882812500000000
-4754486334750347/4882812500000000 -8896624448689609/39062500000000000
-2590550265613093/4882812500000000 827790003116447/976562500000000
-593572021735223/1220703125000000 1706674614113273/1953125000000000
8987464568760099/39062500000000000 2375908039304461/2441406250000000
1738564014345569/1953125000000000 -8899957492300849/19531250000000000
-4537033110128261/9765625000000000 -4323851356089409/4882812500000000
-1875455069456887/2441406250000000 6252209542217887/9765625000000000
-3000010566550301/19531250000000000 -4824868282937153/4882812500000000
-3670085905070471/19531250000000000 -4795832800540897/4882812500000000
4670749464042399/4882812500000000 177920160917751/610351562500000
-1454710603844017/39062500000000000 4879425432538561/4882812500000000
-1539009160283843/4882812500000000 -4633930158593099/4882812500000000
6528924666817889/9765625000000000 -363113530234147/488281250000000
8845867094152033/5000000000000000000 610350607306813/610351562500000
907584264532419/976562500000000 7210135066124571/19531250000000000
5259498284431751/9765625000000000 -8228311457199737/9765625000000000
944332067240037/976562500000000 -4976394807022771/19531250000000000
6706798767366709/78125000000000000 -2432393383794929/2441406250000000
426325123844373/488281250000000 -297556370396441/610351562500000
-4094281169057461/9765625000000000 8865906233957501/9765625000000000
1897901949214313/2441406250000000 6142875767856711/9765625000000000
-604804854159251/610351562500000 -525428627661529/3906250000000000
4028613241206423/19531250000000000 4777813319888583/4882812500000000
-1566277730512499/4882812500000000 -2312392266736813/2441406250000000
8838034747180437/9765625000000000 8308206412519187/19531250000000000
-1208188193229689/1220703125000000 -1394788221920911/9765625000000000
148486364990331/152587890625000 -4498000458873171/19531250000000000
-243959758495571/244140625000000 -1202662076677883/31250000000000000
-1951935432967007/2441406250000000 5865713996528593/9765625000000000
-388762219589191/1953125000000000 -478510788948711/488281250000000
8193208571104831/9765625000000000 1062803179351649/1953125000000000
3959820829702051/4882812500000000 -5713729747481589/9765625000000000
5990812775630871/19531250000000000 -2323722393763661/2441406250000000
-2070197644139771/2441406250000000 -1294119852153271/2441406250000000
-5491550841905967/9765625000000000 8075289529879833/9765625000000000
-4858256824366403/4882812500000000 -3912634211605451/39062500000000000
2234452089830709/2441406250000000 1967423020898393/4882812500000000
-2252776281540459/2441406250000000 -75279256228751/195312500000000
4773559665493781/4882812500000000 -8217001030067933/39062500000000000
1191985379723963/1220703125000000 -4211587031123279/19531250000000000
-1285370230316703/1953125000000000 1470551133636837/1953125000000000
-2197595688776083/2441406250000000 -4254010185623603/9765625000000000
-6062760402585771/9765625000000000 7655740848635293/9765625000000000
7101313227538007/39062500000000000 -1200362191716783/1220703125000000
-2523906856821403/4882812500000000 -1671968999150219/1953125000000000
2282513395149137/2441406250000000 -277238418764051/781250000000000
-3062387918185357/9765625000000000 -4636518410380179/4882812500000000
-1066469872847537/1220703125000000 -4751475591894873/9765625000000000
391809479452103/976562500000000 -8945164326146961/9765625000000000
4876694859974799/4882812500000000 7819084122840749/156250000000000000
-1617221285817631/1953125000000000 -5475610875334753/9765625000000000
8845013214268729/9765625000000000 -4139223705000319/9765625000000000
2414944860115751/2441406250000000 -286781645314567/1953125000000000
8692475840962401/9765625000000000 8901302240663443/19531250000000000
-2322711812014921/2441406250000000 6015842103595077/19531250000000000
-4492607227098343/9765625000000000 8670865697475007/9765625000000000
4552902495741831/9765625000000000 -8639358222975409/9765625000000000
-7804189480949659/19531250000000000 -4476077755049159/4882812500000000
744621967181473/1220703125000000 -7738337786891689/9765625000000000
-1542163228936919/78125000000000000 -610232637542701/610351562500000
28551731409557/305175781250000 -2430697757863803/2441406250000000
-231003820853243/244140625000000 -3160222657116029/9765625000000000
943259682387717/15625000000000000 -974781398113311/976562500000000
5239420276437391/9765625000000000 -8241110775100753/9765625000000000
-60273640947677/61035156250000 3075639600170451/19531250000000000
-608705662978031/610351562500000 -5733550943810221/78125000000000000
4644117230893547/4882812500000000 3015979479952673/9765625000000000
-4614554056778939/19531250000000000 -2372286665262169/2441406250000000
-1460477892075877/3906250000000000 -2264346051883137/2441406250000000
4478327428477971/19531250000000000 -1188181235527779/1220703125000000
-5646727445019619/9765625000000000 -7967552999653483/9765625000000000
-744560241610337/2441406250000000 -4650201941486937/4882812500000000
2337184400064251/2441406250000000 44107182912913/152587890625000
-3191580226749081/4882812500000000 -923839595329613/1220703125000000
-557632324274067/4882812500000000 -1212716581200059/1220703125000000
8906262087832799/9765625000000000 500717099260169/1220703125000000
4690632309277893/4882812500000000 -2712804046970287/9765625000000000
4703406205499303/4882812500000000 655711059885927/2441406250000000
171056666722037/195312500000000 -2356717715674169/4882812500000000
8359585254064259/19531250000000000 882591441356831/976562500000000
4505575724631201/4882812500000000 -188192595491169/488281250000000
2195891328646337/2441406250000000 8536137769515719/19531250000000000
2268823821147417/2441406250000000 3606445221839583/9765625000000000
4839063092102181/4882812500000000 -5217363630406331/39062500000000000
54285331837673/78125000000000 -3511486938135217/4882812500000000
146634751989789/152587890625000 1350579656022833/4882812500000000
-2082440351584041/4882812500000000 -8832961019329993/9765625000000000
-2338547174553151/2441406250000000 1402371690998557/4882812500000000
-1182545255783917/1220703125000000 605649527062363/2441406250000000
-1713791538976237/2441406250000000 869393903600739/1220703125000000
909361804097797/1220703125000000 1628713883569199/2441406250000000
-2440883026560977/2441406250000000 -6469419586998739/312500000000000000
37116974826943/152587890625000 4736150759231069/4882812500000000
6265484920185639/9765625000000000 1872684075657707/2441406250000000
5191827402165191/9765625000000000 -1654235289996579/1953125000000000
2118940484757451/2441406250000000 4850658841180107/9765625000000000
2329902199980467/9765625000000000 296363024620907/305175781250000
5645001660500717/39062500000000000 603944727611317/610351562500000
1167075240959771/9765625000000000 -4847818246968519/4882812500000000
-968872130999813/976562500000000 489262468262277/3906250000000000
-1239507283712057/1953125000000000 -235845333780549/305175781250000
7071102733823753/19531250000000000 2275787064025221/2441406250000000
4547524711347479/9765625000000000 -8642190152982577/9765625000000000
-4789036612570767/4882812500000000 1904716497133327/9765625000000000
-488189694627247/976562500000000 -4228903931475641/4882812500000000
-7411715889187359/19531250000000000 -9035156254051/9765625000000
-989760056863539/2441406250000000 -4463558897282099/4882812500000000
1200730241860287/1220703125000000 -7037308988733413/39062500000000000
6730709450238319/78125000000000000 -486465776966909/488281250000000
-4733425106756157/4882812500000000 -4794237655997817/19531250000000000
1218295939906669/1220703125000000 -4903887896064539/78125000000000000
-938311815204951/3906250000000000 94797019995181/97656250000000
149132290717987/152587890625000 -4133080617896523/19531250000000000
-4817092485125127/4882812500000000 -6387377051189769/39062500000000000
2378759569906731/2441406250000000 8792249475859337/39062500000000000
2018164836098237/39062500000000000 -4876291362526983/4882812500000000
8065671208163929/19531250000000000 -444701216073989/488281250000000
4702410960393957/4882812500000000 1314986338226763/4882812500000000
1941789847729327/2441406250000000 739918351035163/1220703125000000
-3459560497954533/4882812500000000 1378306152994977/1953125000000000
-8526699356149719/78125000000000000 4853643534391939/4882812500000000
-1219147154890399/15625000000000000 973585322272789/976562500000000
1355305306901773/19531250000000000 -4871042458291037/4882812500000000
-6529405680468579/19531250000000000 2300939305555331/2441406250000000
4835393949138533/4882812500000000 2715358589330607/19531250000000000
-8852056873401763/19531250000000000 -8705038995785151/9765625000000000
-4594618114204397/4882812500000000 -1652677311147303/4882812500000000
-8474980476749833/9765625000000000 2426012034148541/4882812500000000
5698919704253273/78125000000000000 152181378053259/152587890625000
4504342719875153/156250000000000000 -4880783167963687/4882812500000000
4590239618057377/4882812500000000 -3329599470790871/9765625000000000
-4803292475900523/4882812500000000 7021062260888647/39062500000000000
-630163907610781/976562500000000 1865086737176989/2441406250000000
-1808404777333321/4882812500000000 -70868513522269/76293945312500
-3121326835296533/9765625000000000 -4626682138095363/4882812500000000
1739101822340059/9765625000000000 -2402381064852099/2441406250000000
-195236694431451/195312500000000 4352897240614211/156250000000000000
-4718328677595131/9765625000000000 -2137533715096799/2441406250000000
1601271319721349/1953125000000000 -2795786367758239/4882812500000000
1723729962732991/19531250000000000 12159398396567/12207031250000
8299210347365161/9765625000000000 -5146896079270693/9765625000000000
-58257085027433/152587890625000 -2256463862070543/2441406250000000
8796407944278769/9765625000000000 -8483074659215103/19531250000000000
359983060796547/488281250000000 -6597901940499329/9765625000000000
-6782114375246693/9765625000000000 878300527311989/1220703125000000
-4161883045400763/9765625000000000 8834373840687899/9765625000000000
8160953422134127/9765625000000000 5363419700376083/9765625000000000
-1463034723390763/1953125000000000 -3234797775535893/4882812500000000
-4815224106385643/4882812500000000 3238455719478241/19531250000000000
-1187096921577397/4882812500000000 2368156393111407/2441406250000000
-6250619436071087/9765625000000000 -3751572613785963/4882812500000000
6158294951725867/39062500000000000 -4821751350549319/4882812500000000
2489666628240493/625000000000000000 4882773759596817/4882812500000000
-4567837906627203/4882812500000000 3450631692276567/9765625000000000
1649191939040551/1953125000000000 5231785579103629/9765625000000000
-639926065035033/4882812500000000 605087190791607/610351562500000
4852980217853971/4882812500000000 -26946285239077/244140625000000
471646075943463/488281250000000 5054670418327287/19531250000000000
403145238054697/488281250000000 -2754859272910037/4882812500000000
471349303165219/488281250000000 -1274692649513009/4882812500000000
-6656243911887623/9765625000000000 -7145757386455543/9765625000000000
-6971675544022503/39062500000000000 1201104084513429/1220703125000000
-1036538455135723/1953125000000000 -8276903552431079/9765625000000000
-919415594646793/1220703125000000 -1605977688145199/2441406250000000
6030912138062533/9765625000000000 1920213699428969/2441406250000000
1204663961903659/1220703125000000 -6311456161136967/39062500000000000
4875077435108027/4882812500000000 -175828759583129/3125000000000000
1306321646517959/4882812500000000 4704825359776371/4882812500000000
