1500
-4842817242713007/4882812500000000 -4989454888624741/39062500000000000
-485620221287269/610351562500000 -924330942233/1525878906250
-1882915322942091/2441406250000000 3108114775338223/4882812500000000
-313440478779183/1562500000000000 1195889698329441/1220703125000000
835189107084053/1000000000000000000 -39062486376153/39062500000000
-7874375843199661/9765625000000000 -5775953317042877/9765625000000000
-10336760080477/38146972656250 4700133008855559/4882812500000000
2725591765932207/78125000000000000 4879840055062273/4882812500000000
-7499361959268771/9765625000000000 3127579009573437/4882812500000000
-1641553302235607/1953125000000000 -5291502673022981/9765625000000000
-6456771438513141/9765625000000000 3663247679021511/4882812500000000
-42643510070873/7812500000000000 -976547952140031/976562500000000
-23220112446277/24414062500000 -6033125928665941/19531250000000000
-8551178953690829/9765625000000000 -4716436169670911/9765625000000000
1964463050280357/2441406250000000 -2899206375284283/4882812500000000
581951692320807/1220703125000000 -858444489877719/976562500000000
46499493946173/48828125000000 -2979817804936711/9765625000000000
7955063851740763/78125000000000000 -607179165945097/610351562500000
-1646419676447553/2441406250000000 -450677734538869/610351562500000
-2731358081275807/9765625000000000 -4687939703976427/4882812500000000
-1561367400093231/3906250000000000 358063135556093/390625000000000
3282309706836493/9765625000000000 2299373211184843/2441406250000000
4512920391179923/4882812500000000 -1864244472441503/4882812500000000
3637613605823067/312500000000000000 -2441240841487361/2441406250000000
-1740597749141673/1953125000000000 443005852474869/976562500000000
-2405549539170457/2441406250000000 6670213518829881/39062500000000000
155527222162337/390625000000000 -8958207611998447/9765625000000000
-1220302785702263/1220703125000000 8002736037218891/312500000000000000
-1590385029686293/1953125000000000 2834356985030653/4882812500000000
-8901858561606277/39062500000000000 4754333254383503/4882812500000000
1927764532922191/2441406250000000 2996123083684213/4882812500000000
-1534636560930841/4882812500000000 2317690042693943/2441406250000000
-1395243879242009/2441406250000000 8013747183411039/9765625000000000
3585821310189353/4882812500000000 6628346231617101/9765625000000000
8010023435265207/9765625000000000 1117263732645559/1953125000000000
5919746681334299/9765625000000000 3883427315833803/4882812500000000
-8648858418142351/19531250000000000 218898868853229/244140625000000
4689768694641813/4882812500000000 1359384971563931/4882812500000000
-2601309945774041/4882812500000000 516524510493169/610351562500000
1198818412363171/1220703125000000 -230109829350707/1220703125000000
-195299503662023/195312500000000 -3604983436953331/312500000000000000
5067959400504879/9765625000000000 -8347647522233987/9765625000000000
-396190204082933/4882812500000000 -2433356284658341/2441406250000000
4761677311998719/4882812500000000 8646986384827133/39062500000000000
-1798753272014709/1953125000000000 -3805206735649779/9765625000000000
-4567836491549263/4882812500000000 862659796302571/2441406250000000
954754478516901/976562500000000 -8209087857555947/39062500000000000
7004629438353211/9765625000000000 -1701150310671807/2441406250000000
588876510370609/610351562500000 -2567662800536881/9765625000000000
-1077451291461129/1220703125000000 4590179666468917/9765625000000000
2776278967437531/78125000000000000 487972843606547/488281250000000
-357013560290077/390625000000000 -7926097462497471/19531250000000000
-2305199977198387/2441406250000000 1608126291885831/4882812500000000
-4593444627074673/9765625000000000 861787085646007/976562500000000
1184968192714233/1220703125000000 -1172801784721219/4882812500000000
811348721807341/976562500000000 1086991385481677/1953125000000000
-5312987136943089/19531250000000000 469868262285543/488281250000000
4404674122957831/9765625000000000 4357931777551441/4882812500000000
5489891301713867/9765625000000000 8076417840601823/9765625000000000
593799172492409/610351562500000 4517735089153213/19531250000000000
-307089298566269/1953125000000000 -4822080352614339/4882812500000000
-1469178066557139/4882812500000000 36379226255659/38146972656250
56539175259841/488281250000000 4849968048992689/4882812500000000
4536977280063103/4882812500000000 288785376708889/781250000000000
-5374222859596279/156250000000000000 -2439961709076921/2441406250000000
-8248462078527647/9765625000000000 1045567883587027/1953125000000000
132572840031661/488281250000000 4699393803327213/4882812500000000
-7954635620180183/9765625000000000 -5664909866077803/9765625000000000
7141914179892131/9765625000000000 -832545921102861/1220703125000000
-4812904724849633/4882812500000000 -1317263607016983/7812500000000000
-1149372590000239/1220703125000000 6578681083444653/19531250000000000
-138956089135229/152587890625000 -2017337881816617/4882812500000000
