1500
4851565588964207/4882812500000000 8824246540666589/78125000000000000
1535712622366273/1953125000000000 1508457411112583/2441406250000000
8172804061800733/9765625000000000 -2672672137021227/4882812500000000
-2434384846974899/2441406250000000 -5920855666426451/78125000000000000
827559680337891/1220703125000000 -7178907303433027/9765625000000000
2205221839227253/2441406250000000 -838078227311693/1953125000000000
-4724218691646957/4882812500000000 -4937393099439853/19531250000000000
-7482574586003817/39062500000000000 -2396196517249141/2441406250000000
-1333357441510683/1953125000000000 -3567960901195077/4882812500000000
4573282401585401/4882812500000000 6843327828482889/19531250000000000
67064827346607/3125000000000000 244084397386819/244140625000000
-160945162276563/610351562500000 1177498508849947/1220703125000000
4429420806563047/4882812500000000 -8219089223063697/19531250000000000
-718617921387509/2441406250000000 4666498799142569/4882812500000000
73497857993899/76293945312500 -654891521349243/2441406250000000
660291263451233/1220703125000000 8213672764047967/9765625000000000
1740128701482319/1953125000000000 -8869325610791717/19531250000000000
7740928268861501/625000000000000000 488243797332093/488281250000000
-4412679532634023/9765625000000000 -544488331281713/610351562500000
8860103164048711/9765625000000000 -8213648047740793/19531250000000000
-5096970829657869/19531250000000000 942722937723641/976562500000000
-303208894341633/610351562500000 8475370755135663/9765625000000000
-1149847163962223/1220703125000000 3278708222824823/9765625000000000
-7529011010297139/9765625000000000 -6219439271144099/9765625000000000
6403408249796147/9765625000000000 1474636150744551/1953125000000000
3804571014872101/4882812500000000 6121142802762021/9765625000000000
6233429863127281/19531250000000000 925491867473687/976562500000000
4441905476908533/4882812500000000 -4055284771438981/9765625000000000
502599929254101/976562500000000 -8372978129196461/9765625000000000
2294526069458311/2441406250000000 3336140510506729/9765625000000000
3564260988197201/4882812500000000 -1334939789993347/1953125000000000
-8783616086184783/9765625000000000 4267964396658073/9765625000000000
2317864923840859/4882812500000000 -1074399835518197/1220703125000000
-336653055531551/488281250000000 -7073423479555933/9765625000000000
-114712372181673/1562500000000000 -4869635792404653/4882812500000000
-448146277682623/488281250000000 1938646251918381/4882812500000000
1138909646429539/1220703125000000 -702909950018877/1953125000000000
1442083950673907/2441406250000000 -3939978861236593/4882812500000000
7422557672065591/19531250000000000 -2258232730502993/2441406250000000
3158201268217793/4882812500000000 7447851410865761/9765625000000000
1762253723735969/9765625000000000 -192106109693371/195312500000000
4814574131991283/4882812500000000 162694048780727/976562500000000
2748019581383473/4882812500000000 8072235450106557/9765625000000000
-7587726831616769/9765625000000000 384229307598889/610351562500000
-3979635870134371/19531250000000000 -4780378024432533/4882812500000000
8992061763654363/9765625000000000 1904616554535991/4882812500000000
-181435393384771/195312500000000 -3615304511228409/9765625000000000
5844463257435273/9765625000000000 977957700333919/1220703125000000
486154290611807/488281250000000 7284104023495653/78125000000000000
1340008554258509/4882812500000000 -4695341838958083/4882812500000000
-116100290073569/122070312500000 -6033260003532773/19531250000000000
7450133721171253/9765625000000000 -6313710412846949/9765625000000000
-51526336242773/61035156250000 2617268159722101/4882812500000000
-606830022038369/610351562500000 -4190096275687481/39062500000000000
1728682848724549/1953125000000000 4545197669382977/9765625000000000
4301444181399547/4882812500000000 -288840241971563/610351562500000
775322933703323/976562500000000 -5937580861596097/9765625000000000
-4996307144265671/9765625000000000 -8390729799057101/9765625000000000
-4776920420337629/4882812500000000 202275970685361/976562500000000
4571635997498589/4882812500000000 857613289386791/2441406250000000
4189109775113517/4882812500000000 -2508628550065679/4882812500000000
8058152902557739/9765625000000000 -5516665971365793/9765625000000000
-1615906134528069/2441406250000000 1464090017327321/1953125000000000
-1355575818391637/4882812500000000 -4690871146252911/4882812500000000
559725756811167/610351562500000 -7788310059092303/19531250000000000
288737084090377/305175781250000 -6323755030712441/19531250000000000
7373383520584611/9765625000000000 -1280634953435151/1953125000000000
2519853800447367/4882812500000000 8364734241929557/9765625000000000
-298996591489667/305175781250000 -391044490402187/1953125000000000
4740309982455971/9765625000000000 -1707593545441693/1953125000000000
5870766573015483/9765625000000000 7803943329227157/9765625000000000
-418931456617393/976562500000000 -352855948185699/390625000000000
-1521523619425333/2441406250000000 7637204046581337/9765625000000000
-6086448136822817/19531250000000000 -4639671834032729/4882812500000000
8607095676506231/19531250000000000 8766236800617009/9765625000000000
8645632682664907/9765625000000000 4540976454140827/9765625000000000
2088705629254127/39062500000000000 4875827197519159/4882812500000000
-4408554620035999/9765625000000000 1089237676390467/1220703125000000
334261536671631/610351562500000 -817094567762609/976562500000000
-1309210414449181/4882812500000000 4704022321466391/4882812500000000
-1087186898748939/1953125000000000 -405641614668483/488281250000000
29881969223377/76293945312500 -4492706098929779/4882812500000000
-855429327920029/976562500000000 -4710785299082707/9765625000000000
267580331497933/976562500000000 469594261730727/488281250000000
5662549182361201/9765625000000000 7956316258040871/9765625000000000
6295658654990267/39062500000000000 4818978737031981/4882812500000000
-892829544659149/1220703125000000 -665959289359223/976562500000000
189456845293739/195312500000000 593332277742919/2441406250000000
-839594163794289/1220703125000000 3544455409808021/4882812500000000
-3105013106610169/4882812500000000 -7536776902080973/9765625000000000
427511320111791/488281250000000 -4718162789808603/9765625000000000
-1313529549133283/1953125000000000 -3613635106422197/4882812500000000
-937426756259203/976562500000000 5473769927777333/19531250000000000
5396903815403351/9765625000000000 1627769773007347/1953125000000000
130115471657401/305175781250000 -220837998899711/244140625000000
1110574107144099/1220703125000000 -8107142876070359/19531250000000000
-720411012186003/976562500000000 -6593043985348411/9765625000000000
1353413417215783/2441406250000000 4063858560353379/4882812500000000
-57120023607679/61035156250000 860319197991171/2441406250000000
-8891926495368449/19531250000000000 2173718623132749/2441406250000000
-6469813285347/61035156250000 -971060525670647/976562500000000
-1613170095889763/19531250000000000 -486612916497951/488281250000000
-224575486848897/244140625000000 3830508160956509/9765625000000000
-1208487300995893/1220703125000000 2756209000675633/19531250000000000
3779787229093827/4882812500000000 -6182254091489757/9765625000000000
-976562484543633/976562500000000 889587536600219/5000000000000000000
5435449184496997/9765625000000000 4056578724842399/4882812500000000
-1187976076765339/1220703125000000 449223929315967/1953125000000000
-1206432982271753/1220703125000000 5955403643731373/39062500000000000
6090658541993633/19531250000000000 4639326494003063/4882812500000000
7636753908281747/39062500000000000 4788591416054581/4882812500000000
6838143157223683/39062500000000000 -961482808092309/976562500000000
-3374462021616709/19531250000000000 300586476151713/305175781250000
-6519782163045601/39062500000000000 -4814320024021487/4882812500000000
-4541705627125093/4882812500000000 -7171909543987863/19531250000000000
1288425163795737/9765625000000000 -4840128930047291/4882812500000000
-1180139375980817/1220703125000000 -124827671704233/488281250000000
-2880089921801343/9765625000000000 4665632692437419/4882812500000000
-1059771593788733/1953125000000000 -4101509961757597/4882812500000000
-315548052438921/610351562500000 -104490852508379/122070312500000
4882136444402449/4882812500000000 -5200033828777883/312500000000000000
7078162980927493/39062500000000000 2400991425322949/2441406250000000
-4671097523540373/4882812500000000 -1137774905184677/3906250000000000
-4603220679521509/4882812500000000 6514251804505911/19531250000000000
291057081626597/488281250000000 -7841029379783523/9765625000000000
624600167697597/1220703125000000 8390435506778033/9765625000000000
571033860343787/610351562500000 -3448338180615167/9765625000000000
8659075915833821/9765625000000000 451528912966287/976562500000000
-6766951947633157/19531250000000000 2290189975406393/2441406250000000
-911750172744799/976562500000000 -34983701763261/97656250000000
193206177371697/195312500000000 -572134837836801/3906250000000000
6334218872044011/9765625000000000 7432704953223053/9765625000000000
1406649578110669/9765625000000000 -603986653299047/610351562500000
9005019141370761/9765625000000000 -7556999908474581/19531250000000000
1982391559128313/2441406250000000 5699948327956497/9765625000000000
2240241519038119/156250000000000000 -195292424239973/195312500000000
157028348495021/195312500000000 -5807122873070673/9765625000000000
4536271516515251/4882812500000000 7226726659957381/19531250000000000
-4795312283316899/4882812500000000 920238021180563/4882812500000000
-146487496219393/152587890625000 -1093476008878119/3906250000000000
-5457404148341851/9765625000000000 -8098405497521481/9765625000000000
-7777711734692843/19531250000000000 2239478617943671/2441406250000000
96325052527651/97656250000000 -6427782443210441/39062500000000000
211603684006453/390625000000000 4104337864151651/4882812500000000
-967034098177107/976562500000000 5443435587059263/39062500000000000
1956663464571061/2441406250000000 -365028471830609/610351562500000
2420246231417661/4882812500000000 8481572045196541/9765625000000000
1566157600306677/4882812500000000 -1156206304070501/1220703125000000
-5392524676555773/9765625000000000 -8141750994310871/9765625000000000
