1500
-7537682726147227/9765625000000000 1552231674891161/2441406250000000
-4703328081309887/4882812500000000 -2623404558750409/9765625000000000
-3755072531509861/4882812500000000 6242207363827759/9765625000000000
4965917024471711/78125000000000000 -38069831120539/38146972656250
-466868605184739/610351562500000 -6290314797114387/9765625000000000
-5295136514712859/39062500000000000 -4837742945353873/4882812500000000
117885405698219/195312500000000 311448254319181/390625000000000
2422861521991403/2441406250000000 2402752059352789/19531250000000000
-240198803726819/244140625000000 436941582319159/2441406250000000
323796115864617/976562500000000 575824948903893/610351562500000
-2343570305116223/2441406250000000 -5473676366123323/19531250000000000
6843228738833813/39062500000000000 -2403650484385351/2441406250000000
-4782695294116259/4882812500000000 7869672964160837/39062500000000000
2437280050217039/2441406250000000 4540216380037929/78125000000000000
-6564159731228113/19531250000000000 2299393716237443/2441406250000000
3874362309507407/4882812500000000 -5943458456092607/9765625000000000
-6541612310073169/9765625000000000 -453177755658773/610351562500000
-4304460762729827/19531250000000000 -2381377437878061/2441406250000000
-1994321265868183/2441406250000000 -563297032272671/976562500000000
8824286437416531/9765625000000000 1673291391769009/3906250000000000
1789837906954661/1953125000000000 -3908892210246909/9765625000000000
4872415704352037/4882812500000000 -1273879831945797/19531250000000000
3757904918779371/4882812500000000 -6235385643749729/9765625000000000
579022223484771/2441406250000000 -4743499864973041/4882812500000000
-2386805927781609/2441406250000000 -1026882545660671/4882812500000000
-605173612247769/610351562500000 -2538697141925873/19531250000000000
-4869144987240883/4882812500000000 -5841314994597319/78125000000000000
2277186110084337/2441406250000000 -1408443473413027/3906250000000000
4870075333983263/4882812500000000 -5639271475990391/78125000000000000
2744326456901161/4882812500000000 8077259487749189/9765625000000000
-936786852981213/15625000000000000 -4874028903600487/4882812500000000
-4972860012619501/9765625000000000 4202323611274927/4882812500000000
-7445704630440807/39062500000000000 -4793290213944633/4882812500000000
-4799784879056693/4882812500000000 3586470186542707/19531250000000000
-3693552293178287/9765625000000000 -565012109584631/610351562500000
2033964131864257/9765625000000000 4775730874717363/4882812500000000
-7066448115315213/9765625000000000 1685095373305749/2441406250000000
-6113027756573771/39062500000000000 -4822651303188551/4882812500000000
-6416260349620349/9765625000000000 7361999372895569/9765625000000000
-7064341495005393/19531250000000000 -1138057565623819/1220703125000000
-5658012351634433/9765625000000000 -994942899345997/1220703125000000
6990109204012487/9765625000000000 -3409758237639617/4882812500000000
-4847042484258759/4882812500000000 2359786654583593/19531250000000000
4367979132132033/4882812500000000 4364683819666823/9765625000000000
1816149064134219/4882812500000000 2266244717975127/2441406250000000
1502695643645649/4882812500000000 -2322916470340929/2441406250000000
20407635067447/24414062500000 536022206566577/976562500000000
-4554654640958081/4882812500000000 -1759823574042371/4882812500000000
-681886518472711/976562500000000 873843067585843/1220703125000000
2369886072848247/2441406250000000 -4692833544094067/19531250000000000
-7648151162961723/9765625000000000 3036165979863101/4882812500000000
3503049433696431/9765625000000000 -4557852463214011/4882812500000000
8324300610689331/9765625000000000 -5106216895462063/9765625000000000
1228750835704183/4882812500000000 2362838827232643/2441406250000000
-7485824385999461/9765625000000000 1567838179281443/2441406250000000
-2369046118130051/2441406250000000 -4719898085082769/19531250000000000
-164020579876969/488281250000000 2299542500576937/2441406250000000
1212903058936751/1220703125000000 -4408839296549301/39062500000000000
-3844562445598193/4882812500000000 3010182305451331/4882812500000000
-4438641933489547/39062500000000000 97023752376553/97656250000000
1565810195799217/2441406250000000 7492612797437519/9765625000000000
-6289211215022747/19531250000000000 -115568491065521/122070312500000
3280583730381851/19531250000000000 1203360361638487/1220703125000000
4758146863032511/4882812500000000 8770482641114341/39062500000000000
4548673360581449/4882812500000000 7100905372013251/19531250000000000
-877533376428451/976562500000000 -8569935581095869/19531250000000000
-3773896022128461/4882812500000000 6196633513229333/9765625000000000
6527552646314931/19531250000000000 -1150510727303733/1220703125000000
-2410364571543329/4882812500000000 -8492820625070329/9765625000000000
4259380971587133/4882812500000000 -4774738379864471/9765625000000000
8418676044686709/9765625000000000 -4949073175377703/9765625000000000
6336984731445227/19531250000000000 4618660189085751/4882812500000000
-3601663960287057/19531250000000000 -599884220013789/610351562500000
2324596628523579/2441406250000000 -2984533443460461/9765625000000000
4513144174407649/9765625000000000 -1732038813671741/1953125000000000
7327606574804237/39062500000000000 23980665129489/24414062500000
-3293633101624933/9765625000000000 2298361000698453/2441406250000000
-8834080718949207/19531250000000000 8709603096777571/9765625000000000
-7721687884084671/9765625000000000 -373658892853647/610351562500000
4507887883702201/4882812500000000 -3752761510209327/9765625000000000
-8173025372161237/9765625000000000 -5345005884621051/9765625000000000
-2245840488813729/9765625000000000 -4751937292816213/4882812500000000
822675639410037/4882812500000000 -4813009734301141/4882812500000000
-92647930739817/97656250000000 192952399984727/610351562500000
4858211649116227/4882812500000000 3916222527263881/39062500000000000
8320235385567561/39062500000000000 -4770764792886247/4882812500000000
-1918288563068187/2441406250000000 -6040706536610899/9765625000000000
95054340032183/152587890625000 -7639288576768779/9765625000000000
8840179025841607/9765625000000000 8299076197190897/19531250000000000
8284183931192297/9765625000000000 1292761778006691/2441406250000000
189154645821811/305175781250000 306540030883503/390625000000000
-3437064406006397/4882812500000000 3468205037064583/4882812500000000
5487452308403161/9765625000000000 -4039037595876827/4882812500000000
8546319163457687/9765625000000000 -1181309136004969/2441406250000000
-4768857703349753/4882812500000000 4194957192359369/19531250000000000
-180851841423117/244140625000000 -6560153196901227/9765625000000000
6435107242331621/9765625000000000 -1836382762734871/2441406250000000
-1352282672193087/9765625000000000 -604471499583751/610351562500000
-1570693443108389/156250000000000000 2441282892988957/2441406250000000
6799943937618027/19531250000000000 -1144331288432913/1220703125000000
7046982846881741/9765625000000000 -6760729575746949/9765625000000000
-3544466110262671/9765625000000000 -4549840426702469/4882812500000000
-228033972198033/244140625000000 -6976601946037551/19531250000000000
4808495390830183/9765625000000000 -8499753156238709/9765625000000000
8328685682216121/9765625000000000 -5099061330036459/9765625000000000
-287538884631193/6250000000000000 4877642349665527/4882812500000000
1221551823325107/2441406250000000 8455318440338171/9765625000000000
23958085414511/39062500000000 -964146850807929/1220703125000000
956230000367587/3906250000000000 -236712619548481/244140625000000
-1327524295888079/1953125000000000 -895382361901681/1220703125000000
1678935822112223/1953125000000000 4989668753668309/9765625000000000
7771241973500763/9765625000000000 -2956992975554937/4882812500000000
291135878742159/2441406250000000 -121199261318377/122070312500000
-7735377259414667/9765625000000000 372551224954973/610351562500000
1779149296311997/19531250000000000 -2431255958681427/2441406250000000
8599063502715057/156250000000000000 -4875412503268581/4882812500000000
7029910489084399/19531250000000000 911112074716883/976562500000000
-1144162534609071/1220703125000000 -6807209613940079/19531250000000000
52179911758163/76293945312500 1781116349333539/2441406250000000
-2753185913731213/4882812500000000 -252037209202551/305175781250000
4565303483220839/19531250000000000 -1186887556984311/1220703125000000
-104383456437903/305175781250000 -4588300990541903/4882812500000000
-4880404749647523/4882812500000000 -61328479223473/1953125000000000
358692654241283/390625000000000 7734253425241411/19531250000000000
6085744709580783/19531250000000000 4639729503782451/4882812500000000
8078581227682703/9765625000000000 2743353649657551/4882812500000000
8845873049357081/9765625000000000 129293307674667/305175781250000
-2421481770760871/2441406250000000 2490179256671903/19531250000000000
2316429122345979/2441406250000000 6168931699730191/19531250000000000
2846695585233573/4882812500000000 1983568889348687/2441406250000000
-8489467773187733/19531250000000000 1099358235180777/1220703125000000
1219950932537761/1220703125000000 -5484380414308573/156250000000000000
-3066201065680411/78125000000000000 4879050415113781/4882812500000000
-975624213702149/976562500000000 855969635983249/19531250000000000
-303451444147389/305175781250000 -331731514080193/3125000000000000
-4117589889360043/9765625000000000 4427552516449267/4882812500000000
-832753353098153/4882812500000000 2405638156657191/2441406250000000
