1500
112726981129331/122070312500000 3747032036641361/9765625000000000
624787736987459/976562500000000 3752714351360691/4882812500000000
-4766074987122969/4882812500000000 -4245255473635549/19531250000000000
-1702749802536369/2441406250000000 6998408490508589/9765625000000000
4548438542080593/19531250000000000 4748561844070633/4882812500000000
4882510075446887/4882812500000000 -3478017754676731/312500000000000000
229401561942887/488281250000000 538797130304693/610351562500000
3254338397591627/4882812500000000 -7280422928406567/9765625000000000
6352079540508801/9765625000000000 -7417446808145947/9765625000000000
-974870961867971/976562500000000 -114907338544879/1953125000000000
-2742831236992979/9765625000000000 4686264729131309/4882812500000000
7765955415942431/9765625000000000 -1480231572217237/2441406250000000
3191908681781103/4882812500000000 -7390149356359903/9765625000000000
-4880117327124667/4882812500000000 5190789001832469/156250000000000000
1899539354639191/2441406250000000 -3067386325662933/4882812500000000
-4882649132400281/4882812500000000 -5112570653093899/625000000000000000
-230964540248329/488281250000000 -4302022318043463/4882812500000000
-2431854015626281/2441406250000000 1726045639654189/19531250000000000
4882717839433273/4882812500000000 -7783455239265151/1250000000000000000
-1399554309518787/3906250000000000 -4558651938417381/4882812500000000
8766543493821639/19531250000000000 -218166164358383/244140625000000
-3899404986508409/9765625000000000 8953327448039547/9765625000000000
8122348395788281/1250000000000000000 -4882709416812723/4882812500000000
-790894735770811/1220703125000000 -3719358302319979/4882812500000000
1818436372214789/2441406250000000 -6516138289195993/9765625000000000
-6516056197016541/78125000000000000 -4865799264957869/4882812500000000
2439187064228289/2441406250000000 53284770665013/1250000000000000
-241786222031103/244140625000000 5411850963368237/39062500000000000
126675349673403/610351562500000 -955298334142879/976562500000000
686486600563/76293945312500 -2441307416806381/2441406250000000
2778854349515891/4882812500000000 -802990072524757/976562500000000
-1140947366944327/1220703125000000 1735996429708647/4882812500000000
-6790367707847291/39062500000000000 -961694407232043/976562500000000
4866779005609733/4882812500000000 6325972281193041/78125000000000000
-2386989288102477/2441406250000000 -4100705235136741/19531250000000000
2349194968820579/2441406250000000 -1329281724853149/4882812500000000
-602237114203/610351562500 6348428415782089/39062500000000000
-18533202405792/19073486328125 -576970408089701/2441406250000000
-6543302387322207/78125000000000000 -4865656438108159/4882812500000000
961817716975081/976562500000000 6762365943258967/39062500000000000
98064121698251/152587890625000 1870460385744649/2441406250000000
8654758532648699/39062500000000000 -1190364169671221/1220703125000000
-2319187961851597/2441406250000000 -6102231330347007/19531250000000000
5171278663496659/9765625000000000 -1656807878120927/1953125000000000
-458536571541761/488281250000000 -671270933799937/1953125000000000
4880569378995043/4882812500000000 1183903968326879/39062500000000000
-7945863762113321/9765625000000000 -45417656981969/78125000000000
4605972471284403/4882812500000000 6483055457330593/19531250000000000
-1321354059753647/1953125000000000 3595762014508847/4882812500000000
