1500
3055705913009217/4882812500000000 1523391967071207/1953125000000000
1695541396163737/1953125000000000 -4847258605439071/9765625000000000
-7008663054693117/9765625000000000 -6800446590217789/9765625000000000
-5780115656415099/9765625000000000 -1967830255622453/2441406250000000
-464148603864141/610351562500000 6341635945444439/9765625000000000
-2081463651022099/4882812500000000 8833881814837689/9765625000000000
-1229434217871823/2441406250000000 -4218509680664469/4882812500000000
8202765388474311/156250000000000000 4876079321623401/4882812500000000
6570376738659911/9765625000000000 3612394675028663/4882812500000000
3229858584699541/9765625000000000 -460802140737941/488281250000000
-1592377339366039/1953125000000000 5654714127828511/9765625000000000
1442184897718513/7812500000000000 -4798895501619709/4882812500000000
-7644316902963443/9765625000000000 607715811277709/976562500000000
-6774684438487859/78125000000000000 -4864419317445119/4882812500000000
1712383238565817/19531250000000000 2432004928445031/2441406250000000
-208760664894887/244140625000000 2531689520303413/4882812500000000
-773239113479257/1220703125000000 -302263231339353/390625000000000
-4293722577343937/4882812500000000 -145314910449943/305175781250000
4885282180029843/9765625000000000 8455852982526829/9765625000000000
5741235442091049/19531250000000000 -186683674208801/195312500000000
-4685264466442581/19531250000000000 -2370120063684771/2441406250000000
431877715760319/1220703125000000 4567008225110903/4882812500000000
-4869095235336713/4882812500000000 -5851922063788841/78125000000000000
-961254208236143/4882812500000000 -1196814737577013/1220703125000000
-480432384076393/488281250000000 6975753863655763/39062500000000000
-754586442825639/2441406250000000 4643732885445851/4882812500000000
-2437092603154303/2441406250000000 37136875558999/625000000000000
-893739209773961/976562500000000 -7871582847658171/19531250000000000
-148933757517777/152587890625000 -8497504359136093/39062500000000000
3232096967964981/4882812500000000 7319947294845183/9765625000000000
-29686492669999/48828125000000 -1550689108219811/1953125000000000
6833980328355367/9765625000000000 -6975969073345787/9765625000000000
-2467973239601887/4882812500000000 8426379055980147/9765625000000000
2783816060157337/4882812500000000 -250719480736863/305175781250000
-59613682930973/78125000000000 1577962377885137/2441406250000000
-1611249249833783/4882812500000000 -57616368340877/61035156250000
-908096304672541/976562500000000 -1796075011283811/4882812500000000
302467536376061/305175781250000 -2596260715527239/19531250000000000
-163962260141751/3125000000000000 -243804348123397/244140625000000
4864351817478613/4882812500000000 -6787080544894273/78125000000000000
-1419321467973573/1953125000000000 1677155253404529/2441406250000000
1392532255053589/2441406250000000 -4010645033494951/4882812500000000
239435892305559/1953125000000000 -484598269130011/488281250000000
-486799657591459/610351562500000 -1472712453753439/2441406250000000
-960602615054567/976562500000000 1758321141219021/9765625000000000
-4295941693022789/4882812500000000 -4641871553718281/9765625000000000
-1674263069418783/4882812500000000 -4586796385772607/4882812500000000
-6797184394569029/9765625000000000 -3505913431149301/4882812500000000
-4501186448712379/4882812500000000 3784800372058897/9765625000000000
8226211752040519/9765625000000000 5262781759793527/9765625000000000
-170970249624827/1562500000000000 -2426746825613069/2441406250000000
1572325597769509/3906250000000000 4469791185890769/4882812500000000
-4793792818867141/19531250000000000 -2366726632438111/2441406250000000
-4873691073584897/4882812500000000 4773077280987177/78125000000000000
-5846779925394553/9765625000000000 391096523075277/488281250000000
3695333623668077/4882812500000000 638321778414129/976562500000000
-972442485043427/976562500000000 7168789996115867/78125000000000000
485585310673359/488281250000000 -2049579531443453/19531250000000000
544182296510033/610351562500000 -8844666743497359/19531250000000000
1510118368431339/3906250000000000 4503181440629341/4882812500000000
8341898867111861/78125000000000000 -970979559218653/976562500000000
5107360448549787/9765625000000000 1664719806925049/1953125000000000
4548980641889923/4882812500000000 -7097755171733667/19531250000000000
3177157187832543/4882812500000000 57933846706641/76293945312500
-392593144418361/976562500000000 8941727681840651/9765625000000000
7963441236448081/39062500000000000 -29876684522041/30517578125000
6478321800827657/19531250000000000 -4606388723877287/4882812500000000
7627491636146781/19531250000000000 -4495074373015221/4882812500000000
4606791126021833/4882812500000000 -6473741955144943/19531250000000000
304997206257741/305175781250000 2672248081864953/78125000000000000
3919390702093707/4882812500000000 1164833683201007/1953125000000000
4875656788888853/4882812500000000 -8456043874598011/156250000000000000
48136224036127/48828125000000 6552665488030433/39062500000000000
-1098968726826229/1220703125000000 -8502368337806351/19531250000000000
655065068813693/1220703125000000 8240411154809701/9765625000000000
5337296207488607/9765625000000000 -8178062168640731/9765625000000000
-7269002892574387/9765625000000000 6521428416257453/9765625000000000
786491230579727/1220703125000000 7468537371586283/9765625000000000
3546725398169611/9765625000000000 -4549400251423357/4882812500000000
1661657502015679/3906250000000000 -4419007844049777/4882812500000000
-3840633024706383/4882812500000000 3015194169484107/4882812500000000
-4537801190244971/4882812500000000 3605672346715701/9765625000000000
-4215527847068757/4882812500000000 4927954090997237/9765625000000000
-162778195317777/2441406250000000 4871947346459381/4882812500000000
8700088274830803/9765625000000000 8871503965118107/19531250000000000
-3195775461947757/4882812500000000 738346181867797/976562500000000
-482821860222243/488281250000000 1456245912350699/9765625000000000
-8873198244133103/9765625000000000 -254903356080623/610351562500000
-4538828670743673/4882812500000000 -288039650950111/781250000000000
-1198145342361539/1220703125000000 -934356317147723/4882812500000000
-993927568272063/1953125000000000 8406552882504493/9765625000000000
4509314901299793/4882812500000000 -3745897505843903/9765625000000000
-7207945316562831/9765625000000000 6588850882670281/9765625000000000
2940642502199027/4882812500000000 -7796019390539481/9765625000000000
-3689397659254541/4882812500000000 -6396937649232907/9765625000000000
7528952673029729/9765625000000000 6219509891293967/9765625000000000
1044477267307/1220703125000 505447671650337/976562500000000
-5481615077972241/9765625000000000 -8082037353141371/9765625000000000
-967660117322781/976562500000000 -526242738653743/3906250000000000
-6183468052573919/9765625000000000 3779290756326599/4882812500000000
6822149450506931/9765625000000000 6987539517997231/9765625000000000
943248992353547/976562500000000 5057891055776843/19531250000000000
-3011079806105761/39062500000000000 2434142162044771/2441406250000000
-7651581986488977/9765625000000000 48544066410411/78125000000000
2149353083616401/2441406250000000 4631623127134127/9765625000000000
-4831416291452813/4882812500000000 44162100587309/305175781250000
-434898910570189/2441406250000000 2402358719076717/2441406250000000
4671669289692673/19531250000000000 -4741078678754461/4882812500000000
2231993970666013/2441406250000000 1978552392482573/4882812500000000
1585458023619573/19531250000000000 973339675316177/976562500000000
-1158736013302039/7812500000000000 -2414403537833641/2441406250000000
-1169109436279703/1220703125000000 -702279845607207/2441406250000000
604694204966609/610351562500000 5306193771741053/39062500000000000
4841055427974447/4882812500000000 5097703033706989/39062500000000000
299399878634641/305175781250000 -3781945223481031/19531250000000000
-5112670142744339/39062500000000000 -2420404400499831/2441406250000000
4457507061543499/2500000000000000000 -2441402369260743/2441406250000000
-29871079641833/39062500000000 62928407102897/97656250000000
-8096606259436531/9765625000000000 -5460073142392709/9765625000000000
8037128710996717/39062500000000000 -4778342201297551/4882812500000000
-4489351592441577/4882812500000000 -240038414555831/610351562500000
5913492208916201/9765625000000000 971452211380213/1220703125000000
-2318797653835663/2441406250000000 -6111716842159691/19531250000000000
-2296376868114141/9765625000000000 949179039592717/976562500000000
-45074311811123/48828125000000 -7509910313917547/19531250000000000
-743537957599509/976562500000000 3165539535430733/4882812500000000
6064043416551853/9765625000000000 59802536131903/76293945312500
-6963814040429159/9765625000000000 3423182935914567/4882812500000000
