10000
504283661144889889/3217074993479854502 3987402281285164227/7520931329883563217
757482655478339750/6339722730310965720 264736145815907673/5878917592379352563
801910744045808756/3436450518867519970 1225567241637398947/2849498615304682026
1424711181021682894/4540183667245577701 1343801629094684418/2413472653122768581
7864651108997273749/8931447142891786791 4681653349346398300/6135202905483605134
3142110737410670116/9026770894515082871 974304105662197336/2888760157219809340
2651797560935105027/8864627632235370693 874112105402199581/3217452437182495999
835031106965273695/2989760453381971524 4648940789195802384/4898855710629377959
402041208000140832/8943217707041528913 4401763839553096427/5418550766293488337
213457726522872030/553294284648311045 1205323670199036202/4073857021564956811
5706127344804583294/6041180037555052917 4313141013247819239/5218313718181119650
193922422408457145/1782544818297213576 2477251635660131332/2904028759440043884
6553837951197504619/6767858919880018921 4336662581078411647/8699037746957964454
7337391022415962089/8536694794307276807 737401284132696858/6698985592574498852
375563477384486709/7695252908856053809 3915024949216419953/5454548685910396391
2459033599005512489/2824715632138581671 1682896325439210827/6809414501158633919
4216477087796733900/5060876182233899570 154045782177144438/2636260532490319665
2542577400472939871/6964637957970398619 1102818513745610677/3373787987001537805
1620515996525797255/1816671972598965819 6739471492692892517/7552141639520591885
5095594393023488883/7696127739658451299 6355664768082094776/6671434557625991479
359889827702434649/1645969874886435611 1647796481991658446/5312206454436146342
5467307065404293466/8296519057250124932 926304274851856462/1862775378365585859
5907065432672477939/7619844569323228340 1613823653704191236/8039208273188805373
1156287789394288785/2649075713431484401 3288690623973735226/7734053618330566888
6374828035373924653/8353167921280917616 7453225647172712901/8780187894256934867
656922876952686623/3279259738198853295 996372802543565466/8773982932180534473
4890821235659034890/6385464944768011281 8235442031056466539/8860428152621218099
303864453747030989/5377938753204770410 1695441599650486704/8622650842989155486
5007550037146479273/8494596551806229441 5339539474965516341/7314960363322900885
2566135336201934822/2712527824266600380 2178774977262707480/3797716980594000283
7446672430124425134/8934407937754149803 5393039824807283518/6120459733474284335
3345532269016145832/9182524994518573960 1862566573658514737/5799685316312132424
3074409084411914568/5076579994667369001 2796085465614209774/3782654805922461369
3943213670452488575/5235507011985647976 4078582956040953046/6745760780793086714
8044379286493612300/8642997337784010258 2536347715775166911/8854549610638488706
6365532551374696925/8608947747295224074 5836241210261641696/7480901568400324363
580162779704742584/7771122742084931569 8807549753061314131/9156554809459068752
6077822909059724082/6562047530181994672 234900365693808045/8501946579470308482
1765501372134508066/3754610803119161507 824641062048940095/3830202507668305310
6302382025811947894/7154461174579231132 5072805859117270174/7035134416355955232
296332823186016208/7083891995472790012 169264815757135372/4191866457975456214
4232920219525105235/6123104704804748725 5336528709779755950/8592374954709443677
1926729194052301077/3816730534310705331 3902116088927990246/7492582095717534837
2494979419133559044/2715177258962589026 2603251299211948577/8612541492125140992
4264262709597007601/5926001167244842999 2459393133931906873/3660848070581696509
758131085305457670/7493322738721385399 7390526380845442470/7422214241124574704
5812675081091971300/7724650886439068039 5187091119736987703/9129407924843497299
3940518213937209208/7843833126552398628 692363804629196257/5722727216454971420
2284346859761979264/7635782873216959183 2185432559840338335/5263557429590610800
2112524759407081761/3879576731344983559 1352783925264896092/7249428490326885758
7834833516779069144/8857883937451748209 6163201164723804913/9016673376496269215
2793995849438881119/7622333241041071386 6099449924706107650/6641854937276103093
2536602750996182481/8652710430652580864 3744153635031359569/8837579852474718390
4154074794521720553/4765659887008504956 2722348846514306707/4015113407881518192
6655654168118442193/7387290776163454605 1643839708881284774/8489605542706393152
