7500
3057452674223833455/8148704246425010864 2614559131686197992/3305784897704953927
3395538993202372051/6336552035817243923 3093411514696330708/6786582888456870270
3120916946475973893/5423119202594590573 2054914684314552306/2429730506516649293
5405062523756918555/8450098335966409695 5163886741449397647/8394715886684902771
2153087393064972492/3156570075544018658 1262161394422516141/3549255825256755810
996264109630895531/4860603092122453134 3128400774662633838/4119723982356964921
1716697085699660082/9195433446606662295 2691086695419527045/6052891598995044647
4394015230965576080/6720558499840644678 4345988167212785658/6663876759746019738
5693436193466412198/5744302387702859547 5063636495191215823/6490302001080279520
3353131305685191887/4370298454964448555 492360994688938920/3485408950577902730
1084906707961754406/9022816262890554599 1896615289087580531/8984787974785760161
2476223225760057029/4814528333748898776 1052373306211537955/2955723558418186805
7840476008833187729/8697482926082669570 435011564387810995/8284271880571676908
7093887040056825817/8613847460519380147 6499420486090839321/8590019006419675730
2187153872602062951/3990815013478951185 2818436799648955697/9102553040617796327
3752753569256531657/7948555993884986822 4662907910609885298/6083572305617072812
854119798254976161/7191471729781926597 1300613953581682033/6965897641049797430
7816694891046543008/9108916435429192391 3522742881751676792/7974650249581801866
7705772346210519888/8871050624499328839 3079800352689699642/8982058042870839181
8752877529141463190/8789146829651684357 5219603583051561336/5487069052348506815
3348904741074863771/8459431968910598598 5994662738134788110/9035891280717463693
5096265117412961559/8043478849827227041 1142591092001219667/5118533359248986226
1294054301897301398/4601974738024807297 60809496983063220/9099322013039617030
1064826477720673053/1455484599944205384 4972633688622110956/6718068503317386450
7325688355140740637/8897999596527464730 3201869759048677615/6211520422643626498
5322719752839317805/7876485387830842170 3212924100618770978/6815566668768694158
3378048253389466641/7768851208755878248 2257044007191216906/6265884767322654397
3067368510562273764/6116943146172530283 4263393679145795746/5771251341963308213
3574163675334900314/8079597914385012535 1654287976837338251/7290074930411740508
4509545062176025479/6869698643209825473 4748921389111700815/8932668764220416762
1137071066101392690/1973788914554482296 3791462579672562093/3921739107702148439
1340515286606258872/4025962256961941402 2972941239464853085/7773526921260911427
4837266796426283539/6206477852349834314 491385546863920730/8781296509363635295
111546465028989667/7237624350825751848 1337871816925286966/7484359673489564443
1733863982166134288/5528751699373606263 3925941900842088229/4038348408712738942
2497852952498110467/6581293160324368970 446873763976208109/5102810506478155528
2372500864532116270/2871852655949618521 2619554531192424561/3800064772806702374
7151352179979418826/8275993226768722942 1276495127461005673/2793842143409765922
6096669399434587549/7947256711757224345 5808275470082824321/5992965162216471596
4301978830422767947/6555183816764064844 8258450929698173037/8668845678427458615
4470347385543682050/4499607863198633567 2936430731072690538/6829330673867791911
3217340013556434058/4161358281687909486 612863226573645467/6202138765031184113
920745274589162862/6386650616607820894 4508426891813294848/8882832057120062954
371953288548165530/9212093149847731126 897529101372487404/9004670091862988245
5199063081485817035/5548136131282546524 14354340629243603/1412083796771729652
1201675119049157337/6379192087707074029 5975488449310461265/9084769941960443805
973043917668468383/4520814080792440248 1999300347324236752/2234670866361281599
3205711348063546761/5675457392211497770 5957776040470632007/7007712061923311260
1707080804507480864/6746377596525732600 1204409945557427041/3425252712344901001
6058873855314468279/7420473913929951981 737093431244229169/8266322822897944851
841398801101707511/1168594010573604914 4698940506267373130/6050601580344396266
747445448081262357/4983399847439828392 2580110426123420820/4860267145799583161
2044695732479992917/4076844426377433316 4234691099907543474/5872921159177635003
2160929340140113925/3036313703385219372 5646281253545620644/7727710120549280078
2631397075039097145/4520990886152651346 4249009381272301566/6200029979610443471
6091436997519345368/6385592449771461162 2262221889221259961/7911014518789433005
4982444432474959002/5432841334501951265 1508463383398456492/2705610838028351595
6233050009878902729/6733377396261567001 761898447043291038/8376294825619096437
5909813114475114112/6584955056683700288 5483748048616573477/7468630443154861822
6730192430293124474/7332084316430476406 4772813700470476615/5091523320869559374
1668346980435170795/8594075461522521361 1220775618627519828/5339508423585232855
3922715925985618327/6268211506342468762 2092964359116260374/2778068585491715322
2016346068186750237/8328721871289711293 4461972474436494911/6855096002751422035
4225579390843124280/9121125327072335583 1360017201997477114/7859312410389555159
5899434388974772348/7877878275403608984 1165584446725308155/3237996554042280991
2761182288175549452/2825440818025634349 2984864578583660005/4856116848251473670
7098682227373066916/7134813511496152063 1525833614909120911/2798251324067719148
4518195108682901683/7221087057109552589 4903396936327926016/6427290943968759923
376780416545140784/6164650316356780514 3628205661729883899/7947184160648242285
7274177004171523290/7408592419013991836 83600351050553119/9143536971359974812
3042098182932040734/5707531476772206606 6370748530808193014/7983010145274461112
2792290126444953488/8083118649431236751 2007127901805074481/2754483381798307316
4133717556303958547/6233437378952032335 3122387074143582680/7040393851718640247
5286309200432706505/5960129747177810974 2896357326863137871/5620497971766463280
341886276389540664/9077539752363891679 590498309951793304/2896536500564705103
63957731203956815/4346525513428073352 735109016637161251/6123800620579966877
2367676070019352530/3907908058117980338 4713085141547298506/7949506710727721305
3570039868807221850/8961600879579221493 6076067983736303660/8126193833072873624
2228756836782648250/8612051360607367753 2910013518023871803/7307101263211854451
6927653727850085885/8660429889835601734 495263150109854520/3022718897365251963
5954359536613048486/7284996631185630205 2851488250106119878/6418316239393399017
613141979576598001/1288987934253978464 1967252979911745264/7652937505594215557
2568424238168898375/3565602188665841317 2774293144821787242/3973095406319465246
594453537936321965/4288318636673554649 1335708302760837825/8430085635075686913
1287907641978785126/6409883835790843133 2409203506024968968/6363370261476651704
1535913901901897712/2672055066461230461 586098830838435903/7765628583835951079
1215080717597067439/3062136230477526995 5509354582794005893/8289546459143519721
771425904114719108/6921971991458568645 1509271817921525770/5295415662364095340
5566694680571118682/6426987625581964433 4823393301091482463/5192370587950176276
4714741587905529479/9064790182501187398 1312326512250851271/2024327380849738885
5180916906943953922/7585760552248399071 2835205798137282832/7999342980046302158
7352715313579639784/8903239666850281182 4915061127166742827/9052689477082904892
909222371560786653/7378063389983444464 208185770718121900/4254176030981599131
7775103082397668558/9205260803398244091 860402355502322628/4322685243211576871
8339972752098742998/8974318729254428413 2392259846566035129/8799657382855789649
1616913400716356912/4884736343682150761 3530783453734002522/6450889630115368285
1003135876420938074/6441998997003419505 4555605031633715541/8869723231874326439
3870002222770809976/7954992200432436457 2998360713205641107/3349720126890241921
1873921578939421505/2120749305092208044 6595680941731307904/8099761959518746426
2846674154892379293/6563839074375133381 1927823014288050951/5293937241820273839
4835621430688512449/5359660857231556002 1529615714052449268/5171963677460931667
4725683665843968018/6148036952835129697 4406158315589347827/5856307393961569183
4620217765385806176/8329123440853759938 5270452192471078894/6209368251072444080
8714561514652375024/8828565033044263557 6288625542510238965/7022858220108662386
5409343507123435938/8673292841960916090 2172275427399348990/6256688991516031971
379475716577142492/6758208088691746490 6743045116841090453/9177448515599963426
4157244295246534921/6896324408500071138 5846695775419755517/6766853463092271321
3732268202018640945/8725681503552324979 1920094344314043950/7165523975096375922
4326382853136527601/5919365557683472932 7620272482281503308/8961683302605322953
2294972818848031232/7152704264889356889 2749170469519219239/3230435722584814447
716569120184932231/6347577592973944712 2428542956585493227/6614689287806851673
18217459306097427/5259584111813163598 4104809175459046714/5269118799377117843
4536128607881179925/8580493526002247400 1870860688858290871/9072539292399393403
5359053121645269212/8730039944165280468 4548826139069466124/8486223949716443106
417940994604053178/783217094128851906 8714057275700660083/8754162664542202657
7321243172980879254/7597707819290714149 4269591050261003208/7556434443509504531
4611534464584684119/6649691299577818169 7492615659937295369/7897791207023368879
2090855944272873692/8391310903726111021 475315714613451030/2663008774928874091
2543275519789747524/6131182348505329829 2657164701392045156/3694843054946243595
854546267458650925/5129823295792786804 3605710224262405724/6954102313604492062
5296502236246661685/8766240658754104524 487700585177489897/6389541510224523656
4432860428947738261/8983276712331899880 5850499772995825411/8353345897523083603
968799414002159003/2561741065944438650 741801745812437795/7871070316955556585
2105295298536046860/3996971123022973626 1055810825950063758/1937493754000804583
1551634285375868399/2937781260435517094 3733858203638770975/5983097157537511330
583568796433702260/4530947513027693266 3575869650986834516/3683198400308046758
2426310931827167508/8101285602610772123 1641590667498616745/8693515785129945987
2248766688502775214/7414076392709974489 1744008997904149349/2576885908480634203
253163581486556206/6019152227317600896 6606150466647166222/7691898514060056151
337838628195899058/1267935147344519352 819748044901898523/4086540307449823700
4488518123361384457/4720658800462639788 1868239488232957768/7423282991044394440
62733730418183412/6303630973858364992 1832202090194517223/6066683396621724299
