7500
2529197998601430225/6016307335364876711 1929319987516545899/2316526850028758919
259072215175162258/4707878242612047788 3316610057103825141/7372297383242686058
1152822876572241638/3430080895686256602 3283280686807731896/5035653763848675554
2164823786000538096/2615038254473468354 2058587997155198955/7347720846635622219
1419359163203932310/7958165650635519385 2245463038800878150/6047985378281348293
4331494217787699339/7927717676201315470 2544528880902591683/2557722160129256513
1425896430286607106/4593591288036276126 3971090927450643253/6407512848907268376
7485546001750477626/7621791561698078255 4535269583670818592/8673156306491417551
587113648080321551/6319573869305513179 2635849758994275046/5081089175164747610
3166139511679121658/9074720118278776158 6668708560030927842/8012157026352780312
1011372638816048854/3630019092634985316 1409642917803456183/5171722183572756648
2018694795385623885/9124018570516382351 3123611313970698125/5938060435491145536
2469252091403371841/5155665738304726316 1164437666736696915/7659818284607883433
1459101525703286446/2085745265873160097 1092495453831295269/2568945904264777659
513850736180193995/4215283807995168340 4031297434316951030/4947091245284298191
5959145265451645792/7925704281023478881 906169309993071193/7126118781113616827
4346311991744831168/6402238022288846701 7024658598199150624/8072344193087076451
2884016150483534990/5674178759778130435 3965846071711918857/6093471591735047085
7828415951906337614/8229415219429585431 1420724340427023366/2566777306642996377
3069857425936307656/3885019618233293198 6312466468273983256/7674064416350654189
1304387744310344743/7489861252575153398 719652886225375120/4383870759184077460
1802348514191233319/2883962025149865498 1965703261419119403/7931078649291764272
596658329624714130/7858926981340703147 416238415969426770/5382227399767950391
8969768287650768496/9079944866785067822 1735967037466063301/8002844978141063282
148795230529510727/5015177596858514253 1015409297473147685/5560432664811816430
1299510345087161416/8658801838136624064 4914572040608987746/6876378748615806529
4699046532743605950/6907213706018851249 25886566772868316/3005528209410733937
6729118999505969196/8699321417900875129 7193561631370911193/9104476007634385490
800555121511934306/3877496280019826554 6974688002218944189/7978706192546762951
5282616001098593952/7260006964053850901 1170167377383424472/9204384593041095623
896783033608889100/4371017151072670449 4996843963988517938/6103432614602784738
4944190037381971669/4995678797471263675 1344759168881033887/3406598606721306527
435542133824724702/7280409877035754360 639075193076805695/6499277515404760195
2800742316155587934/3429829017506539689 935261618776133773/2181806515892910025
416551879322388843/8742005902803913866 506875186503255616/669155233179780034
4086607002034894716/8749077662457910439 3507811644876201974/4511448191236637667
3235397548757182846/4541578156187031013 1991074167002023348/4795315560632519040
457074455063850567/2646396302216864579 4062165792670151719/5989924978799843103
6591882986829270328/8799466267720006436 4535529710558796418/8647075084031095232
7217381418583690797/7919950919560690477 5076856673330877134/8823078677108447316
1337654275298680083/6242304648440395563 738228422325191017/5416503050908134132
2066566095609694740/4242518748436000268 2886980832357627460/5177251352775415793
4055071978824347444/4144202766298576723 7215835569152491349/8012517388576422061
4660327828798019940/8644821536609079059 6591049915645050821/8738208057360610604
1276319651006034243/3072175076179466805 8291390820276633998/8804914631527391756
1094654319348076710/7347897156238331845 3878232639767772425/8520008985330278838
5796788424392207504/6722387503392167554 445729410415713691/1912415867829231725
4626607482668776851/8362422978715863388 4992095969270875747/8154074495491107532
2554006181284948408/4876579226879038103 7233704594353734152/8938082054065647552
1697577129808206090/2286520834343921491 149787594714629384/4739112346689890234
1075712185206668054/4259330140365912132 1536559059687996424/2395436427028781051
645108935519214302/1287614009819798164 6362089394525010800/7589418600170820889
4230413006019760468/9079554316550722886 6382258194439512845/7553512745728252522
27404848737135613/6320301795930764055 1292358300351205643/9111718274379454204
3657707550051523478/6790696140332521946 2695713551130774682/6872000983071168533
6047124396948852517/9082789380485450061 2894161617153039598/8733202053126826215
2793593042296950260/6877984897603935289 514571315429870807/2969212279953000533
1856622628349529710/6366535913867869181 6685309817093214823/8056715565697815554
2847163795014587950/5650132608788848694 1965938423829819206/3407121982653847263
1612442464872217917/3958431771421041641 2048025992610842899/2436542107080579367
3875459368620759159/6022049352163127206 2866584418075151579/5134376330267300718
7872255669382699015/8099374071883407447 5691491093436033189/8196692364812818763
1162748383567616828/3747506062773210608 2761481986977034302/6686304340203066647
3414232773624305207/7315164345520825641 3987799922944346892/4001974142763522794
833186605840989364/6165584210613745418 3728021455797690296/6154402470205443126
3570225218718753382/6261064436663043455 3192570499682154945/3959880253050771794
193453778441600721/8604982918055483012 1042549742178908674/1433439455259037402
3358211123266201078/7159579410319594579 1192970435463029476/4039681292461244952
3930020720650871182/5320212699627852469 5288171559909515378/6379922509952083293
1544972366962314910/6521297851398438831 8192225450285240979/8680434028723991556
2802531683009304938/5516551982414116827 620767773732725018/1639461736296622432
3881828182979370279/7309382832382152285 3400872572481175152/4201273547920611640
6860597694116360362/8877256618730129661 8248059925405532572/8579502334571696491
1990451395303531477/4413124791557092455 4260675663717997478/6985666723393309587
1212214665438231209/8021870111930322453 2217724449205705552/2425695932657366791
4495451463277201969/8644098323580805334 2915862353571254643/8198185512299486840
1278754528233829842/5059759640575670429 361978112321695170/8095229046395947289
7504872689477368544/7598189492745030640 2033520175775144031/4741984452246791312
1231416299296746096/6008367396162385344 5021301370459341576/6213683606537659368
3460186482224640056/8699875084702912912 2880810921714861105/9141625995881901027
1367944052263413275/5490779942423844646 1311526800792582034/1459172148439118830
6218620015497680824/7396421797090384091 1200404947886613559/6596722569000293778
5342386212230787687/8700233786932841535 3698887836940881790/6986623646082562329
8265147582707283918/8701423626394271434 3674564173186969351/5743578633912652842
1238186580334914132/2294523917069897735 865765565799535524/8359814015504345222
3195968009433296327/3779169700537952046 2054870041144672730/5187047250843401115
4757655248617764621/7549049345840238325 444865631696966070/8891461907682223205
1456264785677770830/8006053061093352057 2378245655050219178/5935746219341668598
1083913064094064548/4734428836325913443 706199344136101333/5913202514165398774
3030421247958821177/6687882679175014551 2377459316653553677/8194427881123636604
6254599473616049217/9094229121741532552 3848455601137633580/8500742135017207881
5831128685359488714/6693335116273838824 242642432188117966/2795240128314610289
530646819128941701/7842333163949531960 4980883075464659537/6489153721678430087
3618393338159239181/4331688104585447981 3636768985537864033/5846757431909010129
3023549790432630304/4077752245906006410 2192454229510680890/5440115965593366623
5221086094119782770/6772281800680280710 170989024862203841/3285280510379561491
2338246562987498508/4321079698184216035 2463026714052437560/5823787470698324651
