10000
1553187175955079/1953125000000000 148023797816099/244140625000000
5159031691897243/9765625000000000 1036458993118403/1220703125000000
150890694600411/195312500000000 31002994753789/48828125000000
4860843195754889/4882812500000000 -1480536418039763/15625000000000000
-1028084493737051/1953125000000000 -4151610786311163/4882812500000000
-3867239266282743/39062500000000000 -4858824714352421/4882812500000000
-2335632191720079/4882812500000000 8575938473463323/9765625000000000
-1790686449275287/3906250000000000 -21697702123873/24414062500000
-5844880217461363/9765625000000000 1564670021239671/1953125000000000
-67858363333641/1250000000000000 -4875612257673043/4882812500000000
2735418951223093/4882812500000000 -4044668227610987/4882812500000000
-4650359739719123/4882812500000000 -5954510493877049/19531250000000000
7153778259760063/9765625000000000 -6647622751842141/9765625000000000
-4006515379517961/9765625000000000 2226477966350541/2441406250000000
8652088512691471/9765625000000000 2264331910805993/4882812500000000
4895292698833657/9765625000000000 -422503079969161/488281250000000
-3692689620593681/9765625000000000 4520273083746841/4882812500000000
48547229185463/97656250000000 4236717391588867/4882812500000000
1206128143895567/1220703125000000 -752287390699063/4882812500000000
7339832614574107/9765625000000000 6441606075402253/9765625000000000
-4806395709523741/19531250000000000 473265442726101/488281250000000
1462383833045147/2441406250000000 7819870078089273/9765625000000000
-2358375826024277/2441406250000000 5050325554739591/19531250000000000
1692772754945899/2441406250000000 703702764257971/976562500000000
-534774905842629/2441406250000000 4764233528121841/4882812500000000
-8390559889993929/78125000000000000 -2427285112490253/2441406250000000
-824145825418863/31250000000000000 -4881114163789093/4882812500000000
4657984442998689/19531250000000000 -4741920150973141/4882812500000000
-2339348583411871/4882812500000000 4285942850230871/4882812500000000
2385169011966101/2441406250000000 -4167940589946773/19531250000000000
2269194830610303/2441406250000000 7205417065605191/19531250000000000
2394030601070577/2441406250000000 -7658001137453489/39062500000000000
-1008887358356779/1220703125000000 2748854066792621/4882812500000000
4697160431347047/4882812500000000 1066895846416171/3906250000000000
-4882267296230103/4882812500000000 1167447356189107/78125000000000000
8159170363470127/19531250000000000 -1774535616837179/1953125000000000
6123144780508599/9765625000000000 7607531113150659/9765625000000000
-4867770764312939/4882812500000000 -6127513218399303/78125000000000000
-29773245391369/30517578125000 428735199788131/1953125000000000
-1854574498927473/2441406250000000 -3175542728710779/4882812500000000
-7474870982358857/78125000000000000 4860411637337277/4882812500000000
1123855423269719/1953125000000000 3993468302437933/4882812500000000
-195993067610957/610351562500000 -46242196992419/48828125000000
1859490206407799/4882812500000000 4514881402919653/4882812500000000
-609943179015179/610351562500000 -285743542724857/7812500000000000
4507849448109937/4882812500000000 -3752946183110643/9765625000000000
-1768437807250941/2441406250000000 6732716776368417/9765625000000000
8249328091430871/19531250000000000 70814497114919/78125000000000
-5798624528982461/39062500000000000 -4828714340765761/4882812500000000
128975315402747/152587890625000 -163075839806501/305175781250000
1730402142396677/1953125000000000 2264406229033881/4882812500000000
8867961643476579/9765625000000000 -4089827371717927/9765625000000000
1138407167047883/7812500000000000 4830695528176349/4882812500000000
363019879720041/488281250000000 -3265503728823617/4882812500000000
-5939405304428569/9765625000000000 7751831800958453/9765625000000000
-4505553299339397/4882812500000000 -7527918572320639/19531250000000000
-4503237549793397/19531250000000000 -950250727614337/976562500000000
7717611638536847/156250000000000000 -2438426354952019/2441406250000000
-4249543555037983/4882812500000000 4809672539369553/9765625000000000
-780263925716567/976562500000000 -1468124915137549/2441406250000000
7987637621448743/9765625000000000 5618280597214923/9765625000000000
-1198038563953807/1220703125000000 1873088891247021/9765625000000000
2380442495814547/2441406250000000 -8674863020519329/39062500000000000
-4682988488559501/4882812500000000 -221209864585853/781250000000000
3976878318723067/4882812500000000 -2833071963121771/4882812500000000
4678434664933891/9765625000000000 8572028973736027/9765625000000000
-4768270491476309/4882812500000000 -4205623721204789/19531250000000000
17861704956829/61035156250000 4669046871127069/4882812500000000
-546735933311043/1953125000000000 -4687601388804501/4882812500000000
1153166716169281/1220703125000000 6406449632257749/19531250000000000
231943907107759/305175781250000 6346519059385733/9765625000000000
1547283252719969/2441406250000000 3776971810004081/4882812500000000
5846769936403123/78125000000000000 -973823882491623/976562500000000
-4368154714459919/4882812500000000 -2181990444685273/4882812500000000
95710091424803/152587890625000 475354903453709/610351562500000
