10000
-3647111098164103/78125000000000000 38105383049279/38146972656250
-8475061890060083/9765625000000000 -970376372347889/1953125000000000
2291317625422737/2441406250000000 1348495355362191/3906250000000000
-39039903121067/39062500000000 -664242152325357/19531250000000000
-4846836049212469/4882812500000000 -2366561124368331/19531250000000000
4833998506695371/4882812500000000 5509650282466501/39062500000000000
-1151714153820417/4882812500000000 1186260205910943/1220703125000000
5213371426941617/19531250000000000 -1176412855568599/1220703125000000
-2179310099940467/2441406250000000 275121787332053/610351562500000
8167485229604177/9765625000000000 -5353467723338081/9765625000000000
2812702632972919/9765625000000000 -2337949629738259/2441406250000000
446512981679017/1220703125000000 181777342593537/195312500000000
8817929535027823/9765625000000000 -8393223541860181/19531250000000000
-632930420350137/9765625000000000 2436273162070763/2441406250000000
2415183116571511/2441406250000000 2854946483191427/19531250000000000
748574156518717/1220703125000000 -3856947708387153/4882812500000000
6034962024935827/9765625000000000 959709143749809/1220703125000000
1147527590555649/1220703125000000 666062432241663/1953125000000000
551604878136757/1220703125000000 -2177933128266797/2441406250000000
924182998332729/1953125000000000 -8603172454417217/9765625000000000
4877328148683073/4882812500000000 1480712168995423/31250000000000000
-5803982280900991/39062500000000000 301788360198631/305175781250000
-1851265944956071/2441406250000000 3183255489956763/4882812500000000
-29644555536847/48828125000000 -3879930563861187/4882812500000000
-3547783275711217/9765625000000000 2274597017457279/2441406250000000
956771245278421/976562500000000 1956095616646319/9765625000000000
-2325569639944027/2441406250000000 -1188952159640057/3906250000000000
-902870943305357/1953125000000000 -4329781551475703/4882812500000000
-8415316561738763/9765625000000000 990956685357141/1953125000000000
-2820182463580397/4882812500000000 3986029199876721/4882812500000000
-153985332192993/390625000000000 -8974840113283829/9765625000000000
103618433667721/195312500000000 1034751496067151/1220703125000000
-5326924531112319/19531250000000000 -4697696254564131/4882812500000000
905294700013069/1953125000000000 -4326617307257229/4882812500000000
-773671052164349/19531250000000000 4878980167934323/4882812500000000
1206803793547263/1220703125000000 7347459235921/48828125000000
7141719586895003/39062500000000000 960102451431669/976562500000000
-1418254356689353/1953125000000000 104910322723479/152587890625000
485048522773347/488281250000000 -8975001237776187/78125000000000000
-685978947642347/3906250000000000 -4806932159959767/4882812500000000
-2440953384097507/2441406250000000 6018796561227151/312500000000000000
4823399733072073/4882812500000000 6075118699253227/39062500000000000
4869283890996441/4882812500000000 -290579888128611/3906250000000000
3832900843280191/4882812500000000 6050034391881833/9765625000000000
