10000
-982349043496583/1953125000000000 4220254452019413/4882812500000000
6398089516966457/78125000000000000 -2433205366386607/2441406250000000
-793897055729423/976562500000000 1421710636237213/2441406250000000
4690498973107321/4882812500000000 -5427452136589193/19531250000000000
-2847229022575723/4882812500000000 -3966754946194527/4882812500000000
8652431211951399/19531250000000000 8755072253913003/9765625000000000
2503994823112557/4882812500000000 1676752472417167/1953125000000000
-1206966318106977/156250000000000000 2441333410528763/2441406250000000
3329390043874427/78125000000000000 -152449267180703/152587890625000
-1239440646922153/1953125000000000 754732427483773/976562500000000
1386253671780241/1953125000000000 6879313234438449/9765625000000000
133758764732559/244140625000000 2042381884775973/2441406250000000
-1502153324417731/1953125000000000 6241459475887349/9765625000000000
7939066020101619/39062500000000000 -956180597801243/976562500000000
4740029088595463/4882812500000000 1172169846662637/4882812500000000
38903585469019/39062500000000 -1407974085257741/15625000000000000
4746738451520821/4882812500000000 457878932996043/1953125000000000
-3578376979501897/4882812500000000 830552380299067/1220703125000000
953394559648409/976562500000000 8458191772625261/39062500000000000
889847342604797/1953125000000000 -434659994455737/488281250000000
1722977146192631/1953125000000000 -2299520356676171/4882812500000000
16866850689162/19073486328125 2279797914182607/4882812500000000
2678854575515117/4882812500000000 8164703564342791/9765625000000000
145927856710549/152587890625000 -2853657303379297/9765625000000000
-5860260200777403/9765625000000000 3905918010526123/4882812500000000
-4208967236951673/4882812500000000 -198013376653981/390625000000000
9245331655407/9765625000000 -98282488178579/305175781250000
-193926256020201/195312500000000 4645771764680003/39062500000000000
2441057054276551/2441406250000000 -5285230368623129/312500000000000000
-1496647000358741/2441406250000000 7715451752276073/9765625000000000
-8200045891908907/19531250000000000 -8863252421276963/9765625000000000
-4855912727320217/9765625000000000 8472752989747461/9765625000000000
-138912354373027/305175781250000 1739053421036037/1953125000000000
-3883208075938187/4882812500000000 5920321933518377/9765625000000000
-4164126651938479/4882812500000000 2549883749658381/4882812500000000
-2184453863896463/2441406250000000 -2180482326501983/4882812500000000
2350281783415511/9765625000000000 -4739293385600067/4882812500000000
966827552284829/7812500000000000 -4845278014394487/4882812500000000
6723635842546973/9765625000000000 -708238326394743/976562500000000
4634725191214457/39062500000000000 -4848321598521109/4882812500000000
1738154458915153/9765625000000000 -300302989439641/305175781250000
1897977917849813/2441406250000000 3071250104366983/4882812500000000
1043498896548809/1953125000000000 8255009567720709/9765625000000000
-2308953221657507/2441406250000000 -1586441928009319/4882812500000000
5606920987398047/9765625000000000 -3997807795583109/4882812500000000
1516169520760577/9765625000000000 -2411802510894881/2441406250000000
-3317930951082641/4882812500000000 -7164688999252959/9765625000000000
-1043449350741993/1953125000000000 -2063791534281137/2441406250000000
-1445627975323917/15625000000000000 -4861869182621223/4882812500000000
-4462800593415987/9765625000000000 -868624444187653/976562500000000
-975779242080167/976562500000000 -6256771577390539/156250000000000000
-2097262680795439/4882812500000000 8818922192172687/9765625000000000
-3611265336756919/78125000000000000 975518643119163/976562500000000
10616683356239/19073486328125 1014120168792377/1220703125000000
-5496627332810583/78125000000000000 -121767808560279/122070312500000
-140110506830259/195312500000000 6803678882049391/9765625000000000
-2472223948009579/4882812500000000 -336855735635721/390625000000000
940062693255203/1220703125000000 -6229726168669901/9765625000000000
6114592993965219/9765625000000000 -7614406356294393/9765625000000000
1668085316069573/1953125000000000 2539917129477447/4882812500000000
97379316579853/97656250000000 22966489366487/305175781250000
5691311292820479/39062500000000000 -4830708866878089/4882812500000000
-1128827633454641/4882812500000000 -4750537452131647/4882812500000000
3794040369008673/4882812500000000 768404011103891/1220703125000000
595692495169517/610351562500000 -531856838555737/2441406250000000
-7713117905067593/9765625000000000 748699328660531/1220703125000000
-4794885957875653/4882812500000000 -7379654457485163/39062500000000000
-1617159828843689/1953125000000000 547606463073449/976562500000000
-1210845504269687/1220703125000000 2477122675345567/19531250000000000
8023639988929171/19531250000000000 -8903523570622991/9765625000000000
8979476275279691/9765625000000000 -7677613551700599/19531250000000000
-2291108067496837/4882812500000000 431192320585689/488281250000000
-799405423905737/976562500000000 224365874280859/390625000000000
-1403339364024511/1953125000000000 -1358431409753279/1953125000000000
-6852332101458313/39062500000000000 4807098350066097/4882812500000000
3008333555770501/4882812500000000 3846009246918351/4882812500000000
-4822363935534297/4882812500000000 -6127519476796649/39062500000000000
5950377951530233/9765625000000000 -1935853072203697/2441406250000000
-247479158766337/3906250000000000 -1218250824395479/1220703125000000
6756163494771629/9765625000000000 -3525680305719033/4882812500000000
-5874267666020253/39062500000000000 2413642771470799/2441406250000000
2424987291233921/2441406250000000 -1130671410396729/9765625000000000
686520639698337/2441406250000000 -46857886801721/48828125000000
-5102975403698261/9765625000000000 -4163144054373917/4882812500000000
-4617051313099831/4882812500000000 -6355715641668527/19531250000000000
-8122125011155447/9765625000000000 1084407984916897/1953125000000000
8921865149230473/9765625000000000 -7941726235415497/19531250000000000
-2679493555005537/4882812500000000 -8163864819762767/9765625000000000
-4763254125875263/9765625000000000 -4262594332473983/4882812500000000
-7479375683989079/9765625000000000 1255808441098847/1953125000000000
-8757166056307177/9765625000000000 -8643951481327601/19531250000000000
-6248567956386011/78125000000000000 -4867169602091661/4882812500000000
4417448020360179/4882812500000000 -1664309759163299/3906250000000000
-7155531331752567/9765625000000000 -1329147140100483/1953125000000000
-4393151882884031/4882812500000000 8524857248370781/19531250000000000
-285081925028749/976562500000000 4670124763933381/4882812500000000
-4972747171548787/9765625000000000 4202356993654827/4882812500000000
-271838779488653/305175781250000 -8876395186770663/19531250000000000
609401453335913/610351562500000 2178726309298109/39062500000000000
-1167745639343567/1953125000000000 7827942557625029/9765625000000000
-985467488406169/1953125000000000 -2107854023838373/2441406250000000
-212749387339503/1562500000000000 -4837338446295691/4882812500000000
-6383068518663169/19531250000000000 -2307346158362159/2441406250000000
933709359896803/976562500000000 1144455487276653/3906250000000000
1511252736911857/3906250000000000 9005173592051273/9765625000000000
-4798565440118407/4882812500000000 1806242095686501/9765625000000000
517951466357959/976562500000000 -8278892407223867/9765625000000000
4832162864634649/4882812500000000 -5611758853277203/39062500000000000
-2404909019783719/4882812500000000 8499004769199547/9765625000000000
-4879913251821349/4882812500000000 5383667375604579/156250000000000000
1192445978882609/1220703125000000 -8356149579526267/39062500000000000
2343992521039631/2441406250000000 -2731046799597071/9765625000000000
8500230000705869/39062500000000000 -4765804293652037/4882812500000000
3959306378128137/4882812500000000 -5715155610924379/9765625000000000
7985943051306047/9765625000000000 1124137806888847/1953125000000000
724021211662803/976562500000000 6553377766225419/9765625000000000
-4820849243289743/4882812500000000 6203330633800949/39062500000000000
4294237948364317/4882812500000000 2324086563143479/4882812500000000
906985419047391/976562500000000 -7240214528359731/19531250000000000
3913347518107143/4882812500000000 5840400367331307/9765625000000000
-4803789619372167/4882812500000000 874907539668313/4882812500000000
4786653222535043/4882812500000000 7714127662313671/39062500000000000
-7527972438834191/39062500000000000 -2395641009933909/2441406250000000
-1697633011199699/2441406250000000 -1754567364572847/2441406250000000
7286422737207093/9765625000000000 6501959345869249/9765625000000000
-4658173996209539/4882812500000000 5855968485152231/19531250000000000
-4064237938084889/4882812500000000 1082502869671041/1953125000000000
6345570196259849/78125000000000000 -1216669835752319/1220703125000000
-7289655894584263/9765625000000000 1299666858532261/1953125000000000
-963630169932299/976562500000000 316804116150649/1953125000000000
4850866144350331/4882812500000000 8922142304206577/78125000000000000
1208371561329669/1220703125000000 2769169193737137/19531250000000000
-4001479308707139/39062500000000000 2428562999099201/2441406250000000
4804191515975609/4882812500000000 -872697993571791/4882812500000000
229350425352351/390625000000000 -7905151525101199/9765625000000000
-1508045562950949/1953125000000000 1551458913052161/2441406250000000
-4518680453711241/19531250000000000 593792147780163/610351562500000
-6322913062164909/19531250000000000 -184794614902817/195312500000000
-1115079415505639/1220703125000000 -7947250356198313/19531250000000000
-4659577109278543/4882812500000000 -1459520151571627/4882812500000000
-7740630360372223/9765625000000000 2976998205605303/4882812500000000
-967432556789977/976562500000000 2664474767683723/19531250000000000
-539644622895307/610351562500000 -570307674247413/1220703125000000
-7795223958106911/9765625000000000 1176467850535339/1953125000000000
-4452289010023351/19531250000000000 -2377126840897317/2441406250000000
-6571269312370231/9765625000000000 722397752383867/976562500000000
-77731854105077/195312500000000 -4479448313801951/4882812500000000
1132503086849459/1953125000000000 -3978170138315359/4882812500000000
278387826664531/305175781250000 -4000956740179031/9765625000000000
-1575461650687107/7812500000000000 -1195624722674741/1220703125000000
-6154395679948517/9765625000000000 -3791135893609461/4882812500000000
7823118128816931/39062500000000000 -4783888535021379/4882812500000000
57063609113031/3125000000000000 2440999184128477/2441406250000000
-3114405324072321/4882812500000000 -300850393518599/390625000000000
-2499668467480103/39062500000000000 -2436402448253211/2441406250000000
8552412267547277/9765625000000000 589274925842819/1220703125000000
7444918758972431/9765625000000000 1579964720985199/2441406250000000
10300858343493/15625000000000 7342963851200373/9765625000000000
2367565767985563/2441406250000000 95344000241919/390625000000000
-1528734786958383/2441406250000000 -761412837158121/976562500000000
-1832722317823423/2441406250000000 -1612945561167829/2441406250000000
-6367765288519619/9765625000000000 296159408078689/390625000000000
3701068277679843/4882812500000000 6369914132579249/9765625000000000
-34818298995187/39062500000000 2213470695719451/4882812500000000
8927195849783641/9765625000000000 7917728436927033/19531250000000000
239689267009841/244140625000000 464079740526967/2441406250000000
4817725417373079/4882812500000000 63567524435857/390625000000000
-4868799106642537/4882812500000000 -2957330356256711/39062500000000000
-3117645033850971/9765625000000000 462730269929279/488281250000000
-6120854260474437/9765625000000000 -3804687068690963/4882812500000000
7821255796209179/9765625000000000 365480149784207/610351562500000
288015634472583/781250000000000 -2269444101810773/2441406250000000
-2412694832947461/2441406250000000 -2986563195194747/19531250000000000
1957016735801099/2441406250000000 5838561430124339/9765625000000000
-2448322521090083/4882812500000000 -337971120592319/390625000000000
-2403979391456239/2441406250000000 -6813587610513613/39062500000000000
283423644105667/305175781250000 7241705465862019/19531250000000000
-498015692832447/976562500000000 4200162753093229/4882812500000000
4879756089879973/4882812500000000 2763807851408101/78125000000000000
-5512607056856969/9765625000000000 -1007616270255229/1220703125000000
-6508052146898701/9765625000000000 1820245328483777/2441406250000000
4419207379543573/9765625000000000 -435425188112759/488281250000000
4871228869069411/4882812500000000 2689085677189213/39062500000000000
-7166787847267091/9765625000000000 1658398768256781/2441406250000000
688525748715537/2441406250000000 -4684611732425547/4882812500000000
594835328037287/610351562500000 -109398244563509/488281250000000
-814994698947053/976562500000000 -5380129711210061/9765625000000000
4882729689162433/4882812500000000 3640002974604481/625000000000000000
-466671101817639/4882812500000000 2430230235640471/2441406250000000
111761070367007/152587890625000 -6648773774520309/9765625000000000
1544820431708841/4882812500000000 -4631996086346701/4882812500000000
-6917392683202341/9765625000000000 275730622476369/390625000000000
4043962059294723/9765625000000000 555560677180923/610351562500000
192988844267477/195312500000000 6007590680309419/39062500000000000
3720071993131219/19531250000000000 -958685025084387/976562500000000
-8762074217128423/9765625000000000 -1724806635152281/3906250000000000
216990106155417/488281250000000 -1093543188825387/1220703125000000
-4738645242234039/9765625000000000 4269445892293217/4882812500000000
-8946315474937089/9765625000000000 -7830931250758411/19531250000000000
4742203625438403/4882812500000000 2326682346204667/9765625000000000
8620220477695147/9765625000000000 -4589033727981331/9765625000000000
