10000
4930524376800087/78125000000000000 121826969245209/122070312500000
-3339489009603963/9765625000000000 458844322170819/488281250000000
970026375260603/976562500000000 2255938625497223/19531250000000000
974606823842293/976562500000000 -988361757419621/15625000000000000
5603396476580563/9765625000000000 1999521498491413/2441406250000000
-4394566525606679/9765625000000000 -8720964206591049/9765625000000000
-469597430849097/610351562500000 -623809781850577/976562500000000
4643923558765659/9765625000000000 4295387224132601/4882812500000000
6704186203342293/78125000000000000 -1216200208580519/1220703125000000
-6930096168801489/9765625000000000 1376098815227859/1953125000000000
3129043827390713/9765625000000000 -4625378805214041/4882812500000000
7814942851279563/9765625000000000 -2928058224824921/4882812500000000
620065839137013/1220703125000000 -262872886881673/305175781250000
-917018779990361/976562500000000 3357839685739027/9765625000000000
-538636521477109/610351562500000 -4592856437966597/9765625000000000
-556576457551281/610351562500000 8016091128957997/19531250000000000
-4792246851518757/4882812500000000 3744282092502789/19531250000000000
8622376014252439/9765625000000000 -2292491194610637/4882812500000000
2433208944247909/2441406250000000 3198348020429577/39062500000000000
-4336384326107439/4882812500000000 89778651239109/195312500000000
-224090935500473/244140625000000 7751293012926701/19531250000000000
7625193297008847/9765625000000000 3050567931708633/4882812500000000
3540693987305753/4882812500000000 -840585510165873/1220703125000000
-4739660061450241/4882812500000000 -1173661114653523/4882812500000000
6073185522338477/19531250000000000 -4640757913408099/4882812500000000
8374982595794149/19531250000000000 -8822264350531629/9765625000000000
748883076875837/976562500000000 -3133881194203241/4882812500000000
4827079034890497/4882812500000000 -5885118322423121/39062500000000000
274773549619591/488281250000000 31533680717583/38146972656250
8545772965186631/625000000000000000 -305147252480751/305175781250000
64403785590609/97656250000000 3670454864748157/4882812500000000
2418399796789507/2441406250000000 5350006215832709/39062500000000000
-8628531116189891/9765625000000000 -4573388504989253/9765625000000000
-2377134497485269/2441406250000000 -1780810949557053/7812500000000000
8599843803221183/9765625000000000 925421378634041/1953125000000000
-1700613448647061/2441406250000000 -7006714923066087/9765625000000000
6947658362095421/9765625000000000 6862760007768781/9765625000000000
