10000
4856968967113083/4882812500000000 -4013659578244027/39062500000000000
-2437854816926307/2441406250000000 2106196215179377/39062500000000000
-2838826774283323/9765625000000000 4671950721760589/4882812500000000
-1962594985726719/2441406250000000 2904262659980603/4882812500000000
4571745509117539/4882812500000000 -1714934666399821/4882812500000000
-5438034457099253/9765625000000000 8111424836859813/9765625000000000
-4813454900241503/9765625000000000 -4248472771595873/4882812500000000
-7309572857473137/9765625000000000 -6475922813153119/9765625000000000
1686332618046257/2441406250000000 -7061724184760907/9765625000000000
-955031986044429/4882812500000000 2394252065666243/2441406250000000
-2516638606642889/9765625000000000 294868154071157/305175781250000
608040137587391/610351562500000 339635700784917/3906250000000000
-189584831521441/195312500000000 -4695278813059807/19531250000000000
-8449617133257807/78125000000000000 4854170080368623/4882812500000000
2275528639205479/2441406250000000 -5661138765469/15625000000000
-160573156118947/488281250000000 4611234548746819/4882812500000000
4215020165247373/4882812500000000 -616211353591153/1220703125000000
-6863824704351027/9765625000000000 1389321302918307/1953125000000000
-741849392587173/2441406250000000 581491829062171/610351562500000
-8075004411212489/9765625000000000 -1372992520908341/2441406250000000
-243571120482589/244140625000000 2666552733683757/39062500000000000
483291998142647/488281250000000 -1392468833812827/9765625000000000
-958199866850549/7812500000000000 -38767579646261/39062500000000
6849385259917509/39062500000000000 -120179099250219/122070312500000
4074434818532463/39062500000000000 -4856178228490761/4882812500000000
-4799563172666357/4882812500000000 -7182428610952623/39062500000000000
-2391490218769583/2441406250000000 -1964643524178271/9765625000000000
-280292514802563/781250000000000 2278867910085559/2441406250000000
-1745323965627013/2441406250000000 -1365707724526049/1953125000000000
-4169523304010499/4882812500000000 -2541049650728931/4882812500000000
-2386836044090023/9765625000000000 2367361998872079/2441406250000000
-2433327306225231/2441406250000000 -635042385021267/7812500000000000
548571038872257/610351562500000 -4281273684330617/9765625000000000
-1840995922747809/2441406250000000 3206991418738133/4882812500000000
-4115329880310269/4882812500000000 -5255822632616789/9765625000000000
-5668329270026079/625000000000000000 -976522336728207/976562500000000
-399188798746939/488281250000000 -56237667823813/97656250000000
-5083016943753751/9765625000000000 -8338487296274863/9765625000000000
4025855653939047/4882812500000000 -2763031697936753/4882812500000000
6840075940671797/9765625000000000 -348499615374493/488281250000000
-4627776970917467/4882812500000000 3114827903818893/9765625000000000
-1443426268217301/4882812500000000 4664587711510689/4882812500000000
1950587328784539/2441406250000000 -5872884879272549/9765625000000000
-5214799856723831/9765625000000000 -1651342412644187/1953125000000000
-3697964994168943/4882812500000000 6377119353456491/9765625000000000
1494500611492237/9765625000000000 2412647658212787/2441406250000000
4582883496777103/4882812500000000 -3369888286055979/9765625000000000
152539960821461/152587890625000 122375288377513/4882812500000000
-448289692619413/488281250000000 483831909039407/1220703125000000
-1144271492338111/2441406250000000 -4313285165328801/4882812500000000
-4885386862178057/9765625000000000 8455792502627003/9765625000000000
8811588356781137/9765625000000000 -8419820015003673/19531250000000000
-304604933453799/305175781250000 -2388124568296253/39062500000000000
-1868429150732153/2441406250000000 3142888471602763/4882812500000000
-3276167832221061/9765625000000000 -35936259314467/38146972656250
-422461121823129/1220703125000000 2290539429857263/2441406250000000
