10000
-7104190837094569/9765625000000000 3350294919509571/4882812500000000
-5027085506441297/19531250000000000 2359151522109657/2441406250000000
1160762653784927/1220703125000000 -3022541245645477/9765625000000000
2349646601765063/2441406250000000 -5304339804215887/19531250000000000
-5741037273089031/19531250000000000 583388386383121/610351562500000
608064111823929/610351562500000 -6757461459641711/78125000000000000
1395638698785347/15625000000000000 -4863295420385507/4882812500000000
-859743046355871/39062500000000000 -15255092824289/15258789062500
-2402373592635693/2441406250000000 6957067868729509/39062500000000000
4736092703950677/9765625000000000 -8540307812966121/9765625000000000
-5484496662366453/39062500000000000 -4834445422257751/4882812500000000
-1521366615278197/1953125000000000 6124011935696163/9765625000000000
-4330582292143407/19531250000000000 -4761274668966507/4882812500000000
610073437361239/610351562500000 -589556794017597/19531250000000000
-8709410850736521/9765625000000000 552177426672379/1220703125000000
-8219681724662929/9765625000000000 1054594974117879/1953125000000000
-4123118097050863/39062500000000000 75867752342607/76293945312500
-5725900919553951/39062500000000000 193202805680291/195312500000000
-8475505140967381/9765625000000000 -3031942204861/6103515625000
144754219021913/152587890625000 -3088807647828423/9765625000000000
-1671225984376891/1953125000000000 1010792251042959/1953125000000000
2953118579439083/9765625000000000 4654205686698771/4882812500000000
3676182564220969/4882812500000000 -1606824482066569/2441406250000000
1917438734450367/2441406250000000 30225109939707/48828125000000
-602522574001171/610351562500000 623649630134083/3906250000000000
2441030765678041/2441406250000000 -5480550684147109/312500000000000000
3017008541971951/39062500000000000 4868226970795663/4882812500000000
4553833330302577/4882812500000000 -7047791041149373/19531250000000000
1492085657850281/2441406250000000 -7729574236322781/9765625000000000
-1491480626369289/3906250000000000 1128219118462441/1220703125000000
209272865064597/610351562500000 2293412820383967/2441406250000000
-4877806114046381/4882812500000000 -707376802717379/15625000000000000
3798032014872403/19531250000000000 957920507370659/976562500000000
-794363497390079/976562500000000 2840162629236449/4882812500000000
-6277863454230743/9765625000000000 -233761409503171/305175781250000
6733284025718931/9765625000000000 -707321128410733/976562500000000
2527910263672171/4882812500000000 1044375639107439/1220703125000000
284048577074659/610351562500000 -8643635319774981/9765625000000000
-7429609871558451/9765625000000000 792231113662017/1220703125000000
-1543811661637879/2441406250000000 -1891324940598509/2441406250000000
-4839172457107099/4882812500000000 -1302716915576511/9765625000000000
-300687995570219/305175781250000 1334883956429013/7812500000000000
4881722970640881/4882812500000000 66012356501453/3125000000000000
976294341929669/976562500000000 -7322858090261749/312500000000000000
3456769756392293/4882812500000000 -68971300586397/97656250000000
-6535638476542747/9765625000000000 7256229140852637/9765625000000000
971408315340153/976562500000000 -8016064388665833/78125000000000000
-168724886198899/244140625000000 7058221594997903/9765625000000000
-1253211324872377/250000000000000000 122068778761239/122070312500000
2424419638611213/2441406250000000 -4599934426115907/39062500000000000
-7234442229528899/39062500000000000 599792801113013/610351562500000
-4810154136438827/4882812500000000 -6713687958702629/39062500000000000
2067581656885927/4882812500000000 1105864028776399/1220703125000000
2249245885063373/2441406250000000 -3797593819385209/9765625000000000
14431722387837/625000000000000 195260424404849/195312500000000
-7628273789359103/9765625000000000 -3048641936797511/4882812500000000
-5144116656563379/19531250000000000 4710412603916503/4882812500000000
7330146445266647/39062500000000000 4796072382919409/4882812500000000
985168252047161/1220703125000000 5766438815313907/9765625000000000
-1059903560179847/4882812500000000 -4766388816837579/4882812500000000
-1490466740322753/1953125000000000 631111353410923/976562500000000
2944095436215079/4882812500000000 973850603680237/1220703125000000
4851484830679539/4882812500000000 -1767121150885799/15625000000000000
-4879075761361287/4882812500000000 -6111717275390097/156250000000000000
4547096859959723/4882812500000000 7117042145499121/19531250000000000
-1652494794284321/1953125000000000 -3253541070427/6103515625000
-212112294928437/244140625000000 2417686424297607/4882812500000000
5632588667009623/19531250000000000 -467535875275079/488281250000000
4760384259162141/4882812500000000 8692432074958319/39062500000000000
1097360968338121/1220703125000000 -8555363597504991/19531250000000000
-3350143223060521/9765625000000000 -917300234523063/976562500000000
4882116787176461/4882812500000000 2637542910109313/156250000000000000
818569901683389/2441406250000000 287511081134197/305175781250000
7806055672190791/9765625000000000 -5867957607488571/9765625000000000
-1576463048176759/2441406250000000 -466049134699893/610351562500000
2714927450367077/9765625000000000 -469032516409759/488281250000000
275387226734323/305175781250000 -105205727032329/244140625000000
2429275029544149/2441406250000000 3889260976498993/39062500000000000
-3311463608707647/4882812500000000 3588323658529311/4882812500000000
-7955865360841157/9765625000000000 1132636534830001/1953125000000000
471131109315997/976562500000000 8554003707276073/9765625000000000
-2093501471866269/2441406250000000 5024286719259287/9765625000000000
7717675786463463/19531250000000000 -8970886341626667/9765625000000000
4880791347671871/4882812500000000 -8990515042686067/312500000000000000
-4698406296846397/4882812500000000 2658447802692677/9765625000000000
4037360764478463/4882812500000000 -5492385990662393/9765625000000000
972054141416671/976562500000000 1874573291279747/19531250000000000
-8182878385134279/9765625000000000 2664954641955807/4882812500000000
7802524836736659/9765625000000000 -117453033698977/195312500000000
-1637157667825091/2441406250000000 3622253027175529/4882812500000000
-2099629489285341/4882812500000000 1763333838744309/1953125000000000
5205977243672627/9765625000000000 -2065569421778589/2441406250000000
8612049534165669/9765625000000000 -2302174757794349/4882812500000000
1090275212339041/9765625000000000 -4852286358047721/4882812500000000
-7840699768841881/19531250000000000 4472088114749801/4882812500000000
-7880876472055001/9765625000000000 5767080515549867/9765625000000000
-1199854789986019/1220703125000000 -359429244735139/1953125000000000
-7704550986504711/156250000000000000 975374575365479/976562500000000
-508355439657343/610351562500000 5404680089066061/9765625000000000
-2441404888391243/2441406250000000 5280694988666169/5000000000000000000
-2135122646761657/2441406250000000 4735763103576121/9765625000000000
589266546898897/610351562500000 -318081540187679/1220703125000000
-1814222966937483/4882812500000000 -4533260739952293/4882812500000000
-1126842693263183/4882812500000000 2375504338808689/2441406250000000
3534762437394541/4882812500000000 6737154420477789/9765625000000000
-6067296841805771/9765625000000000 -478259134265059/610351562500000
-7814584027711687/39062500000000000 4784106471438517/4882812500000000
-1593330258087293/1953125000000000 141199988618121/244140625000000
-4461311585674587/4882812500000000 7938319062050307/19531250000000000
-305504516702753/610351562500000 -4227120212119139/4882812500000000
912841007105073/1220703125000000 6483640533562787/9765625000000000
-648128734309591/1220703125000000 -1655087874904639/1953125000000000
-4160978149046603/4882812500000000 1022007338784841/1953125000000000
4439729149555061/39062500000000000 2425586036894447/2441406250000000
408019054995809/488281250000000 5364290441871673/9765625000000000
-657721823231187/2441406250000000 -4702283054340521/4882812500000000
-2203520162120583/4882812500000000 4357333680736917/4882812500000000
-119044209248283/122070312500000 8643776586757903/39062500000000000
4787782312443393/4882812500000000 -7669152501017843/39062500000000000
8429418090992337/9765625000000000 -986150947631773/1953125000000000
-5210490136905201/9765625000000000 825943243654421/976562500000000
-1389580210944479/1953125000000000 -3431257152065859/4882812500000000
5539996514352039/9765625000000000 -1608426190555131/1953125000000000
2441395240177743/2441406250000000 -938500822887777/312500000000000000
5521728938216509/19531250000000000 4683616632044103/4882812500000000
7276166930220101/39062500000000000 959471306584247/976562500000000
866598779600971/1953125000000000 8751719575059389/9765625000000000
280068529633231/488281250000000 1599900985989533/1953125000000000
-3147895014856007/9765625000000000 4622179913635711/4882812500000000
-265892826833251/305175781250000 -599109500511159/1220703125000000
-4919394931606057/9765625000000000 8436052699427241/9765625000000000
933974583564801/976562500000000 5704937989538763/19531250000000000
6813632935541487/625000000000000000 2441261165708509/2441406250000000
4749954959076333/4882812500000000 -2262552361296773/9765625000000000
1693256334326969/78125000000000000 1220416379620121/1220703125000000
-6046408623342819/9765625000000000 7668661838951473/9765625000000000
8946469492165681/9765625000000000 7830227395516363/19531250000000000
1539817314851253/19531250000000000 -4867614207695749/4882812500000000
4767979013950407/4882812500000000 8421815605427611/39062500000000000
-303236181882287/305175781250000 -2198542489938663/19531250000000000
-6766453823218873/39062500000000000 4808998740818233/4882812500000000
-349673696364989/488281250000000 -1704016469785489/2441406250000000
-2594160232760883/9765625000000000 -4707381552609343/4882812500000000
-8827566884257147/19531250000000000 4355627031973027/4882812500000000
-2183078798404841/2441406250000000 -4371967863549481/9765625000000000
-8845818003437187/9765625000000000 1034375883404201/2441406250000000
-7079600127428391/9765625000000000 -672656626194531/976562500000000
-2438863641327149/2441406250000000 1425842815952913/31250000000000000
367242464000379/1220703125000000 -4656606647797851/4882812500000000
-4057922495645859/19531250000000000 -955252573382861/976562500000000
1808234756198167/4882812500000000 -4535652651673539/4882812500000000
-6100187851131039/9765625000000000 -7625951732179943/9765625000000000
-193723593555601/195312500000000 4972492156471667/39062500000000000
-6423552790978299/19531250000000000 -2305590000764497/2441406250000000
67761573719819/78125000000000 2430185139563007/4882812500000000
4026817935424383/9765625000000000 4448375235846497/4882812500000000
-294814985652481/610351562500000 8550846007543067/9765625000000000
945249644559601/976562500000000 4906217519278899/19531250000000000
4856277786335049/4882812500000000 8133666876561973/78125000000000000
-332313499866351/1562500000000000 -2385551186291839/2441406250000000
-8190829485812021/9765625000000000 -2658841099754617/4882812500000000
-885206934540093/976562500000000 -8248224037897647/19531250000000000
-7097713890685059/625000000000000000 76289025471989/76293945312500
-2249989685392657/2441406250000000 7581074934506699/19531250000000000
4878642617971843/4882812500000000 -1614020892357253/39062500000000000
6754234628552471/19531250000000000 4581552965050187/4882812500000000
99830838682007/152587890625000 7385519032744137/9765625000000000
7147689286707019/39062500000000000 -480037342966457/488281250000000
-5527531068802091/9765625000000000 4025351907723491/4882812500000000
2225865311412887/2441406250000000 -2005979155413011/4882812500000000
-605687985217309/610351562500000 -301226676364183/2441406250000000
-482739659530183/488281250000000 1467106024559299/9765625000000000
-1983719128337477/2441406250000000 -5692553588549959/9765625000000000
7444494797884941/9765625000000000 -6320358284534909/9765625000000000
973921521251877/3906250000000000 1182153504209123/1220703125000000
4732370886081637/9765625000000000 -4271185357637617/4882812500000000
1001271976464223/2441406250000000 8906553907487669/9765625000000000
885586962565357/2441406250000000 -2275126416108197/2441406250000000
2919982826331777/4882812500000000 -7827019408199711/9765625000000000
3677347510771231/4882812500000000 3212315861676881/4882812500000000
-2786809461766457/39062500000000000 -4870370557119167/4882812500000000
4724782949341171/4882812500000000 -2464373341660059/9765625000000000
6386143995884837/156250000000000000 487873251190497/488281250000000
560229065399959/3906250000000000 4832334525229027/4882812500000000
-4789116693399553/4882812500000000 7615643719221041/39062500000000000
-60510830557039/78125000000000 6177017648986891/9765625000000000
-2437302977360819/2441406250000000 -1131898909610573/19531250000000000
-4698954396294233/4882812500000000 -1327285007714377/4882812500000000
576529399799313/610351562500000 40071376823481/122070312500000
6121438953340377/9765625000000000 7608903783144591/9765625000000000
4647912610717059/4882812500000000 239400118204473/781250000000000
2222056493989577/2441406250000000 -8091197844800229/19531250000000000
2888497796053929/4882812500000000 1968402803820133/2441406250000000
2450882927058899/19531250000000000 -605527033033801/610351562500000
-960396424976369/1220703125000000 1205592118118761/1953125000000000
2369258084863763/2441406250000000 -2356541889623037/9765625000000000
956056271455483/976562500000000 -398149329859489/1953125000000000
4878210118628291/4882812500000000 339124326158023/7812500000000000
335314833002453/390625000000000 -2504740923277329/4882812500000000
2427634917534653/2441406250000000 8286281502490411/78125000000000000
-604214157732969/610351562500000 -2762821781407521/19531250000000000
606244978088919/1953125000000000 1160408786431627/1220703125000000
-8611692167560841/9765625000000000 4605017877467609/9765625000000000
2647857150921919/9765625000000000 4699901173134831/4882812500000000
-1072010259988257/1953125000000000 8163166156744743/9765625000000000
-4702183287377151/4882812500000000 5263200915134829/19531250000000000
-609826788262227/610351562500000 6477954244499571/156250000000000000
-974296633503869/976562500000000 265943944447771/3906250000000000
-151237129052153/152587890625000 5186102322626007/39062500000000000
-4796803793773763/4882812500000000 -912431517536461/4882812500000000
1523493077755523/1953125000000000 1527695418993101/2441406250000000
4213344591397871/19531250000000000 4767844467869091/4882812500000000
-7809241195681207/9765625000000000 -5863717557002601/9765625000000000
-1725807034570267/1953125000000000 4572437383531843/9765625000000000
7855700177070393/9765625000000000 1160265596638997/1953125000000000
-1270405864026737/1953125000000000 1854372453769519/2441406250000000
-8283208799621899/19531250000000000 -8843898723758181/9765625000000000
-782649161356807/976562500000000 -146016824080681/244140625000000
-3970782900108389/9765625000000000 -8921900851322649/9765625000000000
-4771750927599309/4882812500000000 -8283964249508123/39062500000000000
1555367122788403/19531250000000000 2433652603584813/2441406250000000
-4713089546347391/4882812500000000 1276183700831189/4882812500000000
-4873483317851683/4882812500000000 1206769312023483/19531250000000000
2418447590221109/2441406250000000 -1336118143834729/9765625000000000
4791688768240071/4882812500000000 75113851014713/390625000000000
-783269480857303/976562500000000 -145808786764503/244140625000000
1518185130865559/1953125000000000 614371869075181/976562500000000
121662833215067/122070312500000 1594520279902219/19531250000000000
2377840100577473/2441406250000000 -1771138379776609/7812500000000000
-606702526040673/610351562500000 -8530097805645361/78125000000000000
-144436009699689/488281250000000 1166074660462383/1220703125000000
561342749735247/610351562500000 -95852676261741/244140625000000
-1562157067574867/39062500000000000 1219726600523909/1220703125000000
-242004862378967/244140625000000 -644450575398259/4882812500000000
6697045946561689/9765625000000000 7107531725589879/9765625000000000
6253279723962293/19531250000000000 2312892599296597/2441406250000000
4882737926010457/4882812500000000 -6908472251051981/1250000000000000000
1129725687006619/2441406250000000 -8657190629442311/9765625000000000
-154736819673963/195312500000000 -1191783927288729/1953125000000000
4365479321392127/9765625000000000 -2183890192052973/2441406250000000
