10000
-7717947767743659/19531250000000000 8970827843862581/9765625000000000
-6127645855365597/9765625000000000 -7603906095675157/9765625000000000
45865636509467/48828125000000 669960212068833/1953125000000000
-25158408225541/30517578125000 -5527550269845131/9765625000000000
907501182443333/976562500000000 -360715844218413/976562500000000
8033558332100929/9765625000000000 -2776210194012547/4882812500000000
-4119551423937323/4882812500000000 5242577219533241/9765625000000000
-7961118674367169/9765625000000000 -176743604831671/305175781250000
-5432484093235287/9765625000000000 202878578553421/244140625000000
-2467881478561817/39062500000000000 -4873058054333303/4882812500000000
-563567205115993/610351562500000 7499275965576561/19531250000000000
239971788635557/244140625000000 -7187875007380137/39062500000000000
-24061252519607/24414062500000 3308420765657207/19531250000000000
5328729560569513/78125000000000000 -4871441115329057/4882812500000000
-331366566432533/390625000000000 -5171078784675503/9765625000000000
5362837418143259/39062500000000000 -4836577562370037/4882812500000000
8066312789493619/9765625000000000 -5504727933574617/9765625000000000
829110337880633/976562500000000 -103198907751141/195312500000000
-7678179621691861/9765625000000000 -30171588182287/48828125000000
-1145106482096309/15625000000000000 4869682157081923/4882812500000000
121480323843441/122070312500000 7671785279740891/78125000000000000
-2901037319092359/4882812500000000 1963787181913411/2441406250000000
5760345498374983/39062500000000000 -1207357541249267/1220703125000000
4877885853499169/4882812500000000 -1403447336215553/31250000000000000
-5676181932892039/9765625000000000 -7946596145856099/9765625000000000
-7570899318538443/9765625000000000 6168380269501803/9765625000000000
656503750922883/1220703125000000 4116540186921927/4882812500000000
-8236339112189931/9765625000000000 655864763947609/1220703125000000
-4842156863729771/4882812500000000 1006061395745179/7812500000000000
6556604962228967/9765625000000000 -7237289755833981/9765625000000000
1758346192086879/1953125000000000 8502446320904191/19531250000000000
-4525043267886347/4882812500000000 1834622940528299/4882812500000000
541128093231369/1220703125000000 -1750736717961157/1953125000000000
3015075952135459/4882812500000000 1920362915766881/2441406250000000
2267928094930587/2441406250000000 7230896525388061/19531250000000000
3440677435022767/19531250000000000 600806314781619/610351562500000
-4806725171629499/4882812500000000 -1717266472717171/9765625000000000
-8616195151350991/9765625000000000 -2298293538392163/4882812500000000
-114036807640693/488281250000000 -4747780382501723/4882812500000000
-88914733932167/152587890625000 -7936318562679481/9765625000000000
4726864680473957/9765625000000000 -854541876873877/976562500000000
1869735018669543/2441406250000000 392472565721149/610351562500000
-7997851009738143/9765625000000000 5603731869625417/9765625000000000
-5850031882318303/19531250000000000 4658640182086127/4882812500000000
-1829457572379713/2441406250000000 258663616287797/390625000000000
-7111077638301077/9765625000000000 -6693280695046291/9765625000000000
-2329891735288491/2441406250000000 2917722342851551/9765625000000000
-4426332612729521/4882812500000000 412283276965889/976562500000000
-4827963017439/9765625000000 -848871042873217/976562500000000
-8929606181972173/39062500000000000 -4753520142491911/4882812500000000
8020280976429591/9765625000000000 1392895471216043/2441406250000000
4446292714426579/9765625000000000 -4347353008965977/4882812500000000
1220274479781173/1220703125000000 -8280772526907851/312500000000000000
4882718526956717/4882812500000000 -1551027645874649/250000000000000000
6437678517522571/78125000000000000 194648271253321/195312500000000
4782639831555159/4882812500000000 3935914941719727/19531250000000000
-71267848807331/78125000000000 4000799434518153/9765625000000000
-1708769334353167/3906250000000000 4390845666069463/4882812500000000
5367085926595759/9765625000000000 8158542780249591/9765625000000000
-5669269731628009/9765625000000000 -3975764465818853/4882812500000000
-2441151727714843/2441406250000000 4512285610521143/312500000000000000
-707672623493707/2441406250000000 4673184753675633/4882812500000000
4228999513533307/4882812500000000 -4881565742542571/9765625000000000
-1208137745348343/15625000000000000 -4868194650895773/4882812500000000
