10000
-1378586294853987/2441406250000000 8059741241682459/9765625000000000
-6484405677736459/9765625000000000 3651024330484671/4882812500000000
-885252734447191/976562500000000 -8246257637498871/19531250000000000
-239817507348939/244140625000000 -1829626385613067/9765625000000000
-5362526144436607/78125000000000000 152228007644637/152587890625000
-3068950932287799/9765625000000000 -4635433415977271/4882812500000000
965342909150517/9765625000000000 2429448814911237/2441406250000000
325282660027033/1953125000000000 -4814618661373101/4882812500000000
-1704479357095679/1953125000000000 -2384123773605961/4882812500000000
-182026517866183/781250000000000 4748428643433301/4882812500000000
-146825719339993/152587890625000 5316659170293923/19531250000000000
6420540500147023/19531250000000000 -2305721098730801/2441406250000000
4196304844369641/4882812500000000 4993148731322203/9765625000000000
-4745064569644371/9765625000000000 1707065246210943/1953125000000000
-4586422135583873/4882812500000000 -6701152025593831/19531250000000000
-7615596737970287/39062500000000000 -1197279465182899/1220703125000000
-7223732268073061/19531250000000000 1134142398125293/1220703125000000
-160426092168933/305175781250000 -2076854951706783/2441406250000000
1212467138125557/1220703125000000 4529956705179061/39062500000000000
2428794250123849/2441406250000000 -7930770412696241/78125000000000000
2941192764452323/9765625000000000 -4656093232608167/4882812500000000
2346407739405081/2441406250000000 2697658830909499/9765625000000000
-482559770259179/1220703125000000 4485090300116017/4882812500000000
-1795950477184201/15625000000000000 -4850450877917637/4882812500000000
-608680838055539/7812500000000000 194718809901907/195312500000000
4842305830170297/4882812500000000 5021121195940227/39062500000000000
-97165308613787/97656250000000 391195022565531/3906250000000000
8123009136565243/9765625000000000 2710357642816837/4882812500000000
4882302790910453/4882812500000000 2257614860164809/156250000000000000
1142627841377567/2441406250000000 8630055474813963/9765625000000000
-3958367443596339/4882812500000000 -714719573138341/1220703125000000
552403417754351/610351562500000 -4153209654986473/9765625000000000
-3795882751979977/9765625000000000 8997705583861139/9765625000000000
-1505709055313479/1953125000000000 1555000756818541/2441406250000000
-777974959089357/976562500000000 -5902789844100527/9765625000000000
1918622046541149/4882812500000000 561259010961663/610351562500000
-4564933506130773/4882812500000000 866492930548319/2441406250000000
588043602037407/610351562500000 -5232146977660373/19531250000000000
7475900398939939/9765625000000000 6283179518822827/9765625000000000
-5686641593567839/9765625000000000 -7939114498917951/9765625000000000
7268731911485637/9765625000000000 6521730448245723/9765625000000000
-4753386302628829/4882812500000000 -8934164782494231/39062500000000000
-634206385077129/31250000000000000 -4881806852092861/4882812500000000
-4880089985527427/4882812500000000 -326065289849569/9765625000000000
-6818854107712267/9765625000000000 -6990755345337193/9765625000000000
4681891922565577/4882812500000000 -2772541026258373/9765625000000000
-2604028420396923/19531250000000000 -1209804934154329/1220703125000000
-4537697758738891/4882812500000000 -7212385969142021/19531250000000000
4397393845325169/4882812500000000 424489589000841/976562500000000
-2196289695108691/4882812500000000 -4360982628412503/4882812500000000
8929644317247519/9765625000000000 -3953338337161909/9765625000000000
522063850336931/31250000000000000 -122053276894803/122070312500000
925103452352579/976562500000000 6256450074973489/19531250000000000
-5394823350721997/1250000000000000000 4882767024602321/4882812500000000
-1256271922121517/4882812500000000 -2359218025524843/2441406250000000
2865206801324449/4882812500000000 247111815971981/305175781250000
-8586546058622607/19531250000000000 4385636736450397/4882812500000000
-5001323058708459/19531250000000000 4720013865345969/4882812500000000
619049274775099/19531250000000000 4880359262889237/4882812500000000
2423827188376307/2441406250000000 4679179098653791/39062500000000000
-4861741567840101/4882812500000000 -7250080720180617/78125000000000000
2326362890912787/2441406250000000 2962431912663549/9765625000000000
