1000
4682640696188138216/8638650049109111665 2359369889345573788/7545666489770832554
3305617850704236958/4691267555825185605 1037169842665144125/1783108971486281838
18032898649356842/599241933084119398 5855288063276664450/8618800456313673085
2731262826444540025/2860811481454118487 4671381871787128760/5781028968266393005
5660263943219429940/6232635005325272094 1457029221040393746/2279377596991016399
6352106935304308009/7713642212136299886 2573053615943896479/8842148160393537579
2631777193224450164/6206450190808948573 5922721219246366995/6927548461318330606
1642550024238845903/8257411734229243637 4621346349058157516/6938080414564136160
4961438068417220694/5659416400168350240 1222917949048434684/8793904222188746808
3565169042853242356/9140309005871053847 2862323383345529030/7787604400991374611
5812429726711683582/7090510490786155809 318285343334766629/8549890589544002763
2766371970116673191/3163889876974633895 5400146978873957663/8952211517225378585
3528510891821945273/3963006199920038473 4590366933010509678/6858951810461006948
1917901057164306990/2540791319711512607 1100815355745903999/6933287639613281476
458395155898562158/6446247191351686377 1262110006017123802/5697988284282402180
848127753857272242/940772979776257047 4804854372665134365/6133566348252529593
549542745851699896/1908676260931058853 5207685171537828709/7869588442481880995
731696100020250237/5145673375760517802 7916706336017699141/9159965750142600375
4542162614385627346/6498702250713524921 3426508660216914598/6887381988493503919
4726440835134200027/6910916987506830109 826548571139175100/3913942632452891150
4451149539055167622/4685173984895294014 258329558827109905/3496886060465668047
2865425971765437514/3699596211576252581 1084057527743562141/1920326307179809963
1557413922395100696/1636050090271820788 2757035267713195084/5580432487501800033
1251363218661340236/8089952136075450589 1626524625066474238/2983839571455560222
66307678220345083/4167447357094724785 1403823423554011528/4107946289234239253
262415525578655528/5484030584069917825 3399409929585285007/7965644704658112243
3823188209465825989/7142884418081489920 1053607670650964800/4941312201074191861
4738991804792967230/8888369577394644339 3192261658401561182/4742086677556018276
5685635175157216379/8455677386783051881 1844759104225472479/2008605148292757923
1380806467544657115/5775513763728167690 3993198515362775848/7460690431459772269
666170986400781485/4934977373495963427 3634164389288136717/7619447542998160306
834307332244782112/3482249678809300767 5357832760126970/2286021552091275905
4586362382561957676/7829213240535514959 898662474960307696/8602432687676793297
43220477968322637/6932796664124604239 3714156115417481329/5738370612669261484
4623982446558391239/4967611176605469157 5260592378056342544/6978017747124194664
2479553381616813408/7690122739190035613 1977465656806088648/3271779099312292886
5272018650703648545/8552968923680277142 1612233019090237633/7257595528623637426
7046615078368910127/9217406926510037237 5095865303443026202/5970129640290631553
2158763996406475616/7475817914900427117 3781209411574921306/8366683324628452890
512577820083367095/8223647964891594071 3331400960856259828/8847277713831740274
4627817627805841093/5699373828011096630 2400579476462331404/7127408423362341665
5609415149419052527/8757636012549676240 7380910477247533642/7961272710705301904
1149949300872393971/5497864990531198177 2673344045003414914/8258081860498741391
5220992304316145603/6591052369185380990 5541469291467069206/6519850747308283276
444219620133731760/8872978790998218912 1606836664879265893/3607966663934434544
6517947726946423135/6940365564521933746 3750655525232572215/7833840617727232842
1909688968960131257/5529626635974767481 1221091427543273447/8140786423653680893
3120991643800604302/5498806767465403955 912750429545679324/3126815373533286976
1065289045466647534/1647865820503905144 30872137883694875/6849069109368212573
479429663795124131/5688285638536636883 3496813076041309324/6759752097353591725
3696412128654452284/7952702667517606189 2267461037954031005/5507140329396304363
3583478437979015111/7407147953119352230 1169286699990429035/3062139971290123575
1132807914080142424/5762904492514255016 1850508380355042907/6610567608421515912
5078651700462253022/8583748316062473183 2006961127792853488/7568352891703121937
4281428526226923638/6741160043560603923 2139615015184617305/7390593796703500935
71672685752478724/127935273286395079 5885395445995604687/7378750008818515484
310827725058985947/4862915756693108711 5725861304691522512/7085436593867892060
605070828481972351/9062986560507329025 3423865563170344419/3763556754857701180
6652144931480622361/7783451619838266661 1723600231804030366/5653299075773360895
4480191289521607923/6721192813927696752 3722914651511123816/6944829973364506169
6117669120623473015/6697858255135299261 5888242976688283526/8551630049001103200
6990018350029412899/7251719100526835358 2975354215256806757/3410244866961379897
3529746618196202843/8485254994195125777 3424991222354029312/5047549591431962322
5087748023844589465/7313093024196546984 1501350083783408757/3730893916018383920
1581400853570673930/7910524157079286041 4728698373311566580/8547165495051526637
348670062883390505/4949905250110909004 957045560260039414/3303627848150480879
