1000
2156641327860836358/4456562522063736039 391454022760330374/8316543158697964637
125467955974338837/3042954878867739018 1601959725426911632/7054996137225287592
1316472255928222060/3071063214674686431 8530706401644323/4713150753396211004
3046548030981768573/5145773635334716174 1377926815401446708/7680374890416283927
1209065316217483058/7568839588830059140 7083096848324532211/8231213796047199341
1481910334935436017/1631615608150340128 4746330012744521746/6592989326268133130
4908954879715246864/8724072959323468598 4229566692845107339/7680484850132327936
2615213500627918733/4391227921892009738 6694136509564272771/7617489195987426902
1849070869601967961/4894092853135559891 90230369650124575/7052075390183795697
4061992156331971188/6365660147318841660 569578065932237641/774827717883026833
2439040631293543622/7576521719000594488 1718864122577465621/2822298936501410984
160535592568783593/2746585683352617160 3307927472891342639/7154798841791110208
441011375836852611/2268884074110326100 2156403479144112438/2507782581713913047
6645527970855202070/7121956864293353833 3051790231146072319/7794470987146729962
1136990985220314688/3949703278100653087 3138934067914850177/8828753559090008750
7274203359668580822/7963779632666091572 1702659082427598966/8130520823997469708
1250357973824900217/6614011411958262362 7137757957667209707/7457832134365184904
3501818509431785448/7765341198361081486 749840203264364519/3138843337353818218
835961601732398676/8912073747694318601 2095433479218118759/5945195632247360705
1538657432532203780/7544437272328208841 1233162763731656258/7871023082815499898
3723664974451841907/6848916118426820847 5463722369989411652/8686482262058201015
2500977370884655767/4781683028209253115 2523467245452630254/2996795984279914648
2311814910151598/6818656379489543150 106787725673355574/1758825595782142078
4311760744241694763/8439086071857694463 2061781436273277636/6115764096060084350
7456999175980390921/7991507816007603381 4737045900939672602/7379222379479911470
3632320863352477119/7957322652504304669 4558007507715476311/6283902816849714251
789810076070597014/7959979716631144988 81885641086980270/217275245588303211
403893195441932629/6665152482040114571 3443604866792144680/5973508317443229545
2822690494244219163/7747805477977930675 2220679614351334264/4840852821455823498
255468733137468946/2421961390353101638 18305693048101902/2850212190111299836
438452648847038605/2925244352864812902 4602330950829476898/4697208759946462492
2882080537992398180/3881514937596543121 544434814456712251/3696918225073125280
631668474143153691/5645053340874141687 3203952777906021281/5337123060376004451
8242787294604220349/9202235812022208433 126371657691662666/5873210929430560364
5538912902327319310/6121555389141418173 6448648240173416100/8846282935606731360
1955530907351297103/7012066984968036445 6804887491033632761/7419226657452066030
513074528426681180/4966950108366430000 893837723550269453/5892808649156926678
2458407428020060782/7703607150231630602 2844671111440040553/3378082843043764061
293694180187215944/3048588628438398230 792361865655420951/8711010964536920993
2428616742883038718/5843505594907666017 5549841839187117403/5785336035215790673
1686605420680287066/2781207371324295213 2193460123369036884/6078070147018006782
701800299346252209/8601022359573190808 1274501433839495739/8696529383522270250
876350124463194699/4435515288008985301 6144600764160340142/8602608287234971889
5919167423689859935/6224719268302649957 1465736863947934251/6982907560826400065
560200171448554291/1613329478020352493 3244375088281909662/5548626667632528298
4013869405644637187/7369452612001828642 900828388381076192/7655096838151131940
3643914552982468479/6252296711043307045 3098298338213720137/5387334155198403616
2633714578197413974/3258613340049729033 1409642761392415323/2777491698942834144
