100
4829699906024356436/7378267266986314498 2902711839271595774/8963213170459836110
597181155750512477/1792001363208241890 3500767099494608266/4077486111117879901
176528317858090301/8633336289276818435 674434880760163333/3732244613107407431
2138839209293022108/3342834181958479957 795218786317088272/5393822073478031550
2509512375895061044/6704259599326222238 1229578900974477444/5720499433594429161
1873128363608373915/6803091614753455952 8406362068724470085/8646979724220355982
1212468182257327722/7629825350675483386 6664932433599438201/8018933219227101680
4612724973896086748/7966777286312685364 3217903231029246431/5623344267884438874
539707737588068948/6230509117189161456 2779005753895487840/7070602099084462565
6558288375246447506/8547954639773173767 1606233848728857650/8086617985468036829
5743593933481037889/7933680277973338190 4756705070994641805/6159087452568861379
3944819685216842285/8894989530152627462 2297105392772546535/6095851758072892172
3560231466365256923/5250718366493530193 5678609637993916567/8446943738802602694
4134675207689246020/8186421887222635037 2111292067497209753/8124813372078671790
5907322214555526741/6895109923667887705 1215686091803225267/2979973129014631110
426621557101737091/2426312572873447804 3573001360922017459/3651050532808390364
6141387738234675454/7596997318046400481 4574779082319785948/8614367971257131910
1109424780125875657/6113416001534634433 1884935883505717607/5864480207575357392
978453691662231270/4868245270188163047 5296183351697925637/8789440836904823700
992940693152505303/2767438120306954451 4902976077334890333/6869004321403364467
5986736999192645613/6776958087001562311 4685476667566260850/5616428126740166578
3063749900764364905/8414347470433404034 578203224933100492/9173579069951879815
1690484766612440040/3143003892831387681 3253655840208066692/7534382338863117112
6509837550186368557/8757253132859820771 6820306663277071241/8298634754326817072
4169396544474847521/5821767817506494188 6731754801632942480/8974971156514608717
1594585173538119518/1837900478125374320 6446378563290060345/9220853284412301113
40515952072725237/2681251674481704593 2686360618227952541/7122554712379668647
7656893577997547272/8498787326510274445 3361552021836782704/5533399767041274553
5167946745915659384/9076531781316125964 8136995681100972235/8852572746350469629
1412280142885162083/7977364893631942674 3405093970193906949/7346849768538619567
2440826727862635501/4375220129819102933 3200743892301586335/6003527806608288002
4120153131609752036/5367876714206422089 7224416614398754678/8734520281869793741
3705228204894300984/3972680242683050412 4276889949013197032/6721967807118181426
2585536607515362152/8288460738868847199 1807613314021874263/5953791794137459867
4275422454334326402/6357452655032450465 7501860260025134681/9034790185654307756
768527368164973162/3912361832759420812 5819442139424089599/8820097915323657242
2959397051578604000/6836909217075065225 3643371754618527581/5788741264316222279
2813005418062450999/3851303458246413601 2218132266974556932/5383220718776375699
3826980540135723683/5141763417103390314 602851655817504280/4812480945179201978
1463106358570515245/8436997552373986910 4534406633521623180/8447745078950547656
5655489161547312295/6899700992746122122 367597726393866088/3613103673226928007
1474119590466912575/5479702581093772957 8035654259535274730/8866908658106662958
2940988726486337545/6922609761519330975 5577054884199351423/6741363033089505843
4522348535996667579/8593075820787405100 5379868616650443516/5956613700252742935
3633172228264288159/5928996494154055209 4090336864573776251/8547483664209217214
3869124509685020300/6543917598967641087 4589136465936821324/6296921699911419280
4458559275070233898/8715899479370039080 6641102129904480809/7173398428659885887
439326649351013581/9106147479047143747 1632583594173624410/5254440310530198696
172457352513099542/6700351682418994071 1642859961876853924/7603367674521531907
599817639427392413/6737287092621121900 64841323073417503/5405522076187147036
3669962209721847041/4857555097082666050 4923306661474062260/6981237409965165368
455737707687811003/8481242334665552546 763959873040550496/1608113069485256103
690818464686678072/6998480606425001290 2240574574555185333/2367679961312074067
2285723466765133244/4600715962905628865 3605972853644257657/6267030125778713560
4357468484196382532/6693327010551922643 1499691120220093237/6483725672676879399
3983525044263950361/6385621213018070345 261260357353298489/3426387847953223556
546195458549275269/2133467180545025269 1882831049303647574/3731963192703876857
5534972138752432375/7077660172989791755 1675036644166556274/3690039829832994336
5965486478581470650/7640013675862679775 2946220947556621955/6473450916891309306
61918916041493777/597224850999981129 190820726926929040/8696095605223339843
2092325469464399145/7816328822917046681 3584553325794664278/6263714539596950742
1956508508385693387/6254117025713756575 159611632841079594/7578691759969452426
6427974554885542902/7519644335470538615 1711505532792501770/4287887241518381276
6182711124999010797/7013134390510200042 4338972151274780405/7095599923700703679
8354555176327555191/8979036590278147040 5636514592154228859/6368621770038857289
1363010007665444067/7957025477850362210 907799692102513459/4344526573387153602
2652173175457320318/4230895413720190093 618698622897793434/5504363748672170163
5644807601964450008/7038515008031842569 34486332727451339/4265675562944451125
4654999655451244464/6997086293902529016 6565992766822816742/8503294250004333455
1377229516470532292/4298619876710568231 78220417956542768/2673605753698632866
2749854540161138718/6556680715113791190 2685501572325207119/3235473740397667197
1809791097418927630/8564019929734035727 1661062436968352923/2377353331137251544
3470955891934592393/4248834244295846454 1053880171824625084/1086285179473586097
1670148365935932776/5178143779560226285 3445246227066784033/6613008238107920258
4801040237926043748/8887088952851401692 3595022080333377200/8861610430173026103
3229097408673369692/3934387072923207368 1556001935995736103/1787638183853457826
311440942796302452/1862226033567259741 288410990574964710/4167050428903854645
2500504636895185629/8922015131301995171 1558349730856620199/5731378802484207976
1473859044848137770/2894573856897893793 4088795316777265022/7059701585343071345
7447798782742559766/8482103188773327171 4450338253753941378/6561223270488259741
3633787402810323788/4406998248374352656 3134840934971049379/4244566400289556086
5606957038645920388/6383689091374786056 2062868313927570701/5865943156747356392
7501448601938689610/8558437499315728664 3224666580938668203/9035644726859057468
6612353041697277685/7821724077381371451 4156255234224931377/4766060909647361846
4538024904442631875/9131110983933907474 4277488569099734165/9054095794417900577
3264240480516577414/6860178838589474279 1331810206265405500/3214179447071875013
663831635628018426/7537820890095827349 1662330271962976128/8194667297265669621
480845203807617389/5938697550258626977 1107332373474168216/7094878752635710447
5505113724685905286/8267743276154954106 58104760377251756/5080845793557801184
6807632333988387147/7086589121144042035 825306857523588040/2266857990552279935
2866115082292821083/2950434902760160816 2228717066048832838/7215895320493308024
606045886023759246/1863938245526693996 2663858447185493570/4952773528655026818
5652105693169468338/7903141862193095374 2428403848178166794/4564992510004080867
120527027028386661/2694974080739389235 4713125685820704463/7170954057249113478
2922993892732563844/7523316778507107824 996436453884967241/6707992864512176124
2797263416743312502/5481335759791404708 6002602980657357406/7755346039163019030
8175381041700669845/8905046252876308926 486428058336070860/6784412791770160402
4890157062077900080/5408816568061958782 1297895900494782132/4677004300550303854
8129091828162726263/8282511545427251075 4026875931345480189/4779121065212581565
2668204563821950899/3329116429906932003 4523662219279307256/5463935691980804559
