100
1425614159720693130/6866724746731052573 4713592746317474145/5320143539565340008
4798976432179448911/9160926846975551140 716939877917692410/4679149231757781883
4187531919640315520/7314499626075841271 2016898844201238689/3545605957134239826
7124718905773024422/8658025165513524492 3626923155257851173/6711226071479949943
4552742297020492981/5653986992856366712 1232241485167038494/8604224472358030557
2767991282713842465/3587040197475950194 1346241124076546173/2476849316386076444
1035644354612025353/6862416648568609422 32587674355420716/6117890163907422898
5720834561028553666/7881689412198219945 2146961683677002529/5799246151638984561
6091532605168280821/7601632871945482396 2535494740164149342/3270236836032822347
2410565785284743644/4524637977382020947 5330904974781739600/6344699321609567597
3545262812854108565/7382010953824932218 4403414001107909166/5303043385330766673
3578006718970672/6761372704141490762 2219782945456948287/7824010220656622271
1217090001378134029/2025276352180168285 2711229918433563321/8213573230706549730
1347422578175808678/4199008492501266402 5421716206847498224/7066656587218264546
1529870399318474723/4151964385894960598 7181730077584434453/8957444700968853810
2314143773931593572/4411755666937570648 2976886496885106406/6940954284257402753
6964340565757364232/7211052580289503289 2454337956207401078/3423346138373090899
4104722600786793378/5840905922352964412 2036677422654774458/7513093876232647205
1394914050165276952/4443892699143537603 4494102198889920933/4859793032240539086
1904310677190063608/2735515960918617547 6788806074239023343/8140169166335182342
1012039224223682920/5551489175325556845 1641231879698357175/7175030383573621722
5230097166089985974/6061804651448044419 3357662523872958744/7660394444943885968
4350056448248959886/7474439900760251138 543508415368330618/2961691449852786903
5636096491329657536/5946248537188941876 1156894940194373762/3935223915629040683
1750923411270877878/8673229268550271825 2275466415015151536/8760682960860675714
2994991562023725028/7636769231568659958 4910877974898702974/7139660402854312052
6428004746791427527/8979366861272963218 1316639195148412742/2118686370080115455
265154440697588987/9153894439691557750 2527209414292341914/4915429675500292890
3752669466179758027/5283938148572870251 377830905034538574/2753573632696909887
780394743813998701/8632055642378463091 1563701668253015328/6028863292170459281
6271266802584304352/8195914537851721291 38642519533169494/7965419235648134515
2106603000225533530/5069029119679070145 2996133882806013352/8808891589706631480
