100
4995391323362119622/5372063578160419329 1073994124413239640/4531658133013294015
2143036046772638164/3539340000731156791 1324132912261487425/7926980273443856553
1855903895637581811/6971126892370958025 4677586348029147268/6627647258086921569
1324863238230629515/2496780042261642548 1694978086254608103/8294707656923803085
6153663785740864743/7188105894940700065 3101106007387734364/3519407962007015619
3372013776198948742/8377542767106163911 183086390692756253/7667899140895757675
2591465084170917253/8266296594138412462 5757892208729518294/8848276022932440623
1304644697464937338/1537495819564272269 1000264821762067386/9087809445675840960
1304817117278870694/4073881513833373114 775562657185121266/2966240451109694390
488147437498280755/7077500355045574099 1609013482691358393/5258317528089627117
5081570905532339859/9148889132504626183 275508747479101281/2915473537213856494
1314022467628451629/7719907410952232946 29666617849498397/4551412407624778976
4646668728403734004/5796330101602149749 50386174888281298/7671888553188763141
1388451518404335562/3100951931482067236 1470724604535939923/6011724363893625154
3526313574152097761/4243328320407294625 5564737193062337225/7809372522906323459
3051153746864091270/7687312811765321939 7791218374428233187/7961150858309417197
1247584181702594639/6974301433062902674 4504027932202318354/6574305591564737882
8151473480381673196/8373625412350724297 184849125923416765/7990686765932200399
825369502815391928/4746962512976145657 3282647174813476870/7575125953403761584
295037996429387850/6488722782909570106 4341047048670732042/8717786516262907144
234692710403175646/422250494974970242 3071858576549162891/7686935748530926460
4945537462318881913/6345436717166260424 3719361623199336898/9048702338802122469
2617379549125057582/5274369339042679126 7079366343368656251/8901501378414948337
1430408286328510603/2754914225690712172 1037464409737500969/3537098369596818218
2780766224822821896/4658936096879454241 2374712979073522821/6567776378923013896
1156467769562704504/1580155477560010638 3985517895635845288/4092274017456087198
4686066484299274850/8192760798605463335 1041952722758661230/3214903036261504901
2438374259091167716/2750013179361291790 4959166158584856864/5099975081065967998
234343749819157993/8027013365196381885 4314411098906651851/7752745180263735291
6049074284403182100/6822303021691708894 8180854637277834947/9126113744226081693
2757496652282569651/8880980162831776954 344984256864423846/2421665414392763764
954890628841668949/1126950544683289807 6541623360576358864/8978804475967087771
666396305105903997/3550742946473255648 1037054423237066919/6407049321233985425
3622950311911516444/3829480553037469555 178453964308044675/808116680421504085
6569082697428531270/9073414787481101898 1414680187973786807/7399831545140385814
5773902164758286345/6589589517677502528 1982366790087210207/6488220470662746638
376462501710846667/8755697395894993694 2161899600768244744/2184956564171218427
3081385624973558308/5438767002605642815 452888115659020964/7296807926365570567
3079054948551865375/4875531370130522157 643341201150842666/4451926220465384346
4824029320069855558/7029588141767132794 3375851519973958128/5767516787780755509
3230734769199955836/7775488522357349426 5510085158905227319/6816310081586695811
2489961900105171247/4122345707540085116 3773064772352713637/6668893515865265609
1094557433189555647/3920125109284962961 449543455457707167/4412542289461721815
6412173343336798737/6908783669156986714 2225552596293379053/2396038170852660616
688572152164261035/6398270022355230870 388349377200106016/7679899675381648221
3290538614343970502/3805424488434711709 1894735479674268088/3512145021718168604
173943818652225983/6150905234496732996 1211182834250244740/6669309704318895463
6239252952652920721/8302233085772233642 3623379503028752653/5082843386952402939
3450388940836417122/6522972219284526205 121941462403270172/8625496403868625651
6423078811318825624/8936884920601069986 5102466130923271250/9063793462399840260
5737661255018719950/8946360717940386628 3940265402519548355/8651528534645230048
2553955555354619470/5982019063462571756 7996426001114863132/8356680161682182383
7003008445548240612/9165977794410599281 2138377536855551357/3268389042941130449
2907451252616018335/6671174357282255148 3045623729808537531/7725309898498351695
4931126893288241763/5251733299595713153 595105046641546266/7956347214561397619
1161821849496162472/2177320998783105682 5605461349889561779/6090515619297984867
311727582536679335/7878265750005037470 2696537392451288478/5588479411091814319
3179886988266326581/7785415558316540481 1169107518743578312/8219994647795528268
1541525952367517266/5867140230435196549 3629622191125333310/8999571512313541238
7952071143050296903/8918128655298228315 4080673234564513406/7840670280376806336
1012128281717147744/4750942423231019050 2110253195804655533/2615444329667846333
5895971732983863746/8826970569664031672 8078534195034536003/8551688872167641135
4077601714221809154/5095878838217880295 4926427038892722975/7787757022722072584
3268105348441534337/5773017266171966276 476303819212661466/7086421167389859568
7158379029240909371/7946192034912850847 74197835407765161/1335192988601320899
4471321515363149474/4783730734261395435 2333345707884148000/2482040962115988383
3397219052323931391/6991998168301173956 3603450942025486050/6220834867892107976
3184841706046903730/6187112253921170198 1780375670183285048/7973050116584678680
2390433416136744746/4628677837416619177 1463712004561808529/1512081931651224486
537822517903781451/8821109692380532084 1323961857480124477/5125138576324893239
4785129888807580002/7223756421733013098 1318746396870675137/7246200429964673171
1096810986260886657/7341221725474297746 3670158683320103408/8224462995940147620
2621731658327617098/8312135624052158642 1085116656182200326/2950653747777619905
6696659614983413553/8372469351798534627 1343886726432999400/5847210232198933263
3783082539803438501/8210434953382652865 1671632733423082505/3757862616522512320
1525483294624892560/3317350761588076006 613014509607788464/4769062921625962737
4219113363091405315/5191147071451275723 3321173606141807459/3655333931397235902
3983509576997981185/6315252126991067352 6342426244361553006/6955492021226609259
456529306754751906/5796517023976156341 2537827822855688066/8055455398743257497
3015680283483636672/4830869484784894516 6083286743095800614/7628390989952597563
1092149382181395548/7956671326562039180 860584244076057672/8538529878784799856
2335330446989191815/8247573708954132226 3134381175859045912/8855552948478388210
4676903898262958952/5562447632849119866 1818744349145384105/2811781879131938258
1100770271956690396/5180056488906467771 4422517028014473647/8225335380188865778
1073101921533488445/6711772923691674476 5026130575784821465/5760333566444509525
2928918840259596461/7459585217454816090 3583465353451754708/8565835614707973234
3441511691141618177/3632236657461814643 5085559976776586429/5113274928274322883
3951173341908326182/7957892333936439072 3585559065008625649/6200161899919554337
1968889266171734325/4925219417019300172 633792829413022397/9096567389829185669
1452075532314706862/4438392951772599004 362617938513561749/7261280119753633597
3717117838733248556/7154059497518980480 979920818389404533/8138892434991403832
6149564223173142322/6446354096665314476 5233192748548845173/6172712660084523451
5172002498431268766/8903808875485112020 1199908309671913501/5590374042682773343
937746022866368852/6322275078950511896 3901655625448527980/7709768972051208645
818068933454880012/7635236716747861998 4824319191168967009/7919464770489663388
3602459469994022173/6336210852705051853 698924014378018903/3730760376664844348
1334826613436613868/8748478020842757307 3173915316813167895/7122353630891554577
440669867232421133/8409847844907591373 6970130917637041705/7056778538586200982
276794583902496888/833648745848486218 684722645382799134/5693538223039231152
1174261719202943761/8539681353830611067 1280497643735650625/8220633418211682385
