100
6674327261131349770/8121841754053351554 3393643564974053376/4570030564114314423
6533080942733368181/7664120204535116646 2029516087812779538/8405003810254301013
901865922903765323/4218845344737473423 1888946117455695574/8679935312090730802
4482162474339995211/6879051300556189346 224442720375410558/5838010281948053026
7038837825771119386/9061564364251703041 2288042450098299692/4300457497907063616
1752720728586271019/8189515685236155866 4585683317707553373/7800981990616131815
240163940118968724/3068804751289660444 4814504779140326548/5668712366621771975
474823234449842868/4681815565162881892 6664741152336807794/7439411517324840560
5380072633844353135/6916080899490957442 275981764588098861/3770135098047521856
3562572623081430554/6815047202075076522 5844465624315819401/7092429360810693760
17689007267930532/1834703886716840452 2649178274467065553/8666293406187802092
6421029158602035573/8286356881903692634 5886163292291421074/7477809670941146030
1050538238009316185/4300953810666679877 1990189474815743330/3484316907288571630
7127055742913015237/9112957803965250130 529797980634662281/7065951954676058537
1644068868297788924/1960335464272642977 523770893828360897/1697565372237774464
2801269622217015758/4279456467827311045 1706736812606867136/8596920698258595035
3284857928159491604/8116030669244050523 5696531407492473824/6182470669754423072
3107712365975601802/3129821211689884349 7414284660593960209/7691130257422314030
7938225970583486810/8230434816431862847 830975714021851868/7046731833105533148
1146840255435508012/3412737273301549354 2972859351573042512/7909029242676030024
1061588001291538748/8059699868902636777 1696610579451422726/5672284762881332628
1683920453803178224/2715742171005685781 1705332690786470204/7237318093670159090
1863843040417904168/5683519007822431314 3408018761455759233/6561602620077017837
1716135852530356442/3408335298854937829 185885899637368259/2157341949713513238
3945137116754170322/8710234343222698565 3351428986590485968/6155701581583732861
6246994548292969215/8571566710777584814 1416814805100455130/8928208474473680280
1157352920520440876/6914326090296192615 8125742267688778515/9009523275642975328
6732746496788735773/6988367753307848618 1939839642793261376/8631924818411494091
323947434128307609/9065044398065892803 7622836464366570931/8409947381139342734
1383871131585110051/8404668721668442533 1755651028272709186/7483083290932352184
2823717468116242842/4751878775624089929 1334452786564908085/7541312898912951037
1386500987175355616/2332594046165248583 5806243011769632219/6884555665818552757
2373284567862747927/7900986086992147192 1463641710994884920/3878558070710096662
5549694447806604499/8810205021208449288 8761825743439721848/8935372637722482852
5220395335691174054/8832375812539076894 7249598906328807405/8177595233933568991
983409829356070492/5442960061563001710 347355083033452613/5479865541105927285
1571356028591399572/3626572077674379839 3636586921102803353/7335984458380018055
6873592486809530556/6984791430154776658 4937700176870251691/7767895575773780414
1685047150091081672/7859472450426306860 2899750644568911285/8388455679025907901
734284998202794935/1952088387005745226 2585005800792033050/8104739071242796036
2113991547944860657/6152153465105851567 3455930524732781525/8977371110847288242
3935436610358478557/6660686075386001641 3259308602769350607/4260569191853886980
1003484788538026559/1368327846745861106 3479089477067996820/7125174609106722804
462079461441286737/3556781712693135926 767153233681602468/1789527824399145909
2522629523335314356/4187943849229054984 7186444632518484949/8463470470384764254
6374729564888922265/8321050127298811925 2773543248548805969/5195956584547837475
920879090061813842/1359500768432466898 4679934944337686626/5019350020579971337
3696400505355596877/5236424771122620551 2572897695385699147/5843733339187018595
3991842640239072806/5211819487621681752 1940479423111793226/3968448026622167620
2055000282458527443/6191526658536840940 978237548162114339/5825806191865139072
1626305460571592228/7207503837037576441 549465020068997854/5115505023791014027
3176686703345612284/8122900270064226429 4743737725012001787/6796162607460854239
3285487566491505746/8714788662307618493 4457669368692438832/7021282726244238858
6428390388639567612/8840412030602014767 1635058438627227914/6405880923908236208
2616054490510496572/3461480326130534371 911056862438543368/6917436720066528300
3124994919911425469/6810317834206573643 1255194526830413467/3914558146488646541
442510019778506677/8572301156416660953 1114558778115423536/7563538562752057396
528297118782112164/6137624739838264459 1914610808741830871/3079970899117850661
7295489350701246681/7915046588288095897 291651817657454906/7278740107170917138
3035522453869367032/3670788538058617190 1950336065628148476/8626574512887434483
216679359313124096/1680937029555444429 170126040164379178/4176359591124904207
2222487612562355040/3239073107387722296 779980956672554608/2578462357794453345
1510166004935493766/6445830381966629613 1203592197425062983/5094608815001695128
1319300705131330591/4223882826284726482 1306749212002164022/1536145169183692031
6280997092661487503/8042172967534530275 6467524220515954338/9097260954202031802
3992419796083131111/7098173866982518239 656408946199347166/6015806684624506353
4677887827752895744/9005063000986411717 1228703016679967284/4318626800618309168
5192205435457405239/6329415046820149666 6102351529932173899/8606263502213016013
3646693516647440329/7839818441470666552 142278095821726355/4653945202077251392
5188517367514611622/5352507878193781560 1721659247876649400/5443324575120573909
1665520889143851716/3175517684968444397 1606454930742731076/8862266499032219656
637366975816347299/5700427117779521625 2099319930406163870/2254224837522116125
3059520153593714332/7154209066832217748 2070979785108179342/7656591039341696089
846531436769539765/5522880165310963836 5853964771292572112/6679718530853123960
1385987455205971414/5070368383784884212 7373762226618031276/8336943372254141332
803501867219637513/4290575488927587235 2746652052984769718/9186196493807763100
4143108915829664/4921518151810792553 3716488740385650954/5400640084793382771
2663651432944238773/5423145692255775699 885513394445272375/9200431981124965262
2556998539915039255/5558536821027648485 2089329474022667285/7560505546732729137
816032463860741160/2949284993738802085 1442364608597701361/2768706929806417518
3472420698577133315/3708766088464902366 1471973561002971406/7594036555798946741
5069648564694714383/7543467943831154544 7004846314760704413/7785938191550859420
3496951642955508685/6920496886696201757 6741511151344265764/8265592556466933094
1065629591329271716/6715457072031225465 5256843272374012541/8223401146968759511
5544672793770466409/7372232974032437122 1504081712077290451/7878911324922825439
1761838071782333848/4156672676504657446 5842486977703207610/6752862736069675824
851251329907658864/3003128096559242922 2260704965750283520/5457656612036002372
1810848544271076874/7023773458311472376 5280936305081146113/6109888475819549234
4387080606257964424/8016638399309659761 1684876209196453140/4711947510636528298
4646975823882708001/7108990479809918779 1903783323743531348/6412836668205299998
4844910199943354356/5376283985471453366 1617766780431022764/7175768262624114750
877505994267849782/8777359733596406022 5380792362726468272/7295496197247230208
3588378983824271540/5631649706671860300 5232194342445315195/9165266813892930874
8235295456756366878/8480953742800849463 372886396987156191/7354825655437212720
2495661995394878489/7790218046355106047 2826792462430402276/5799120271963305685
1218059277358726420/6125672238402040389 321798940061520697/7494235414397277184
168717779147252359/4623035670211633567 2313905974945210637/9143984032286444552
3093492557493942481/4802164014380441768 1097993267328992461/3545779503831732783
2036970409082927742/8557634909748501417 5280097516616769868/6311015105562479489
339184419759462653/4934170780843209569 8331141854590378/9153635140764224705
