7500
-91999761664211/97656250000000 1310137102926787/3906250000000000
2562414729547297/4882812500000000 2078213695939093/2441406250000000
-4848587676957701/4882812500000000 230843825651949/1953125000000000
4089923957384429/4882812500000000 -213382360027727/390625000000000
-4631183158157931/4882812500000000 -386813946373979/1220703125000000
284550831056569/390625000000000 1672604574108521/2441406250000000
82016686804331/244140625000000 45990393719137/48828125000000
601139840013657/2441406250000000 -1183120383803717/1220703125000000
5813438933284487/19531250000000000 -2330751134061561/2441406250000000
8960184074172083/9765625000000000 194181184706307/488281250000000
-4121867981269849/156250000000000000 -2440556612375387/2441406250000000
96057531000171/97656250000000 -1407849769743777/7812500000000000
-4880478244649049/4882812500000000 -4830835744621661/156250000000000000
-3815554034018787/4882812500000000 6093736234409629/9765625000000000
-2088774921408547/9765625000000000 596226581590421/610351562500000
-6001938303781317/9765625000000000 -481469788440123/610351562500000
3184121666093463/9765625000000000 1153993073366203/1220703125000000
4611690925306209/4882812500000000 3208840737465547/9765625000000000
-45293756259629/48828125000000 -1459120688434387/3906250000000000
-181186124618069/195312500000000 -227901450872779/610351562500000
945991117873573/976562500000000 -4848716172784621/19531250000000000
6316386792531643/9765625000000000 7447864762987901/9765625000000000
4489038885482989/19531250000000000 -4752093331148401/4882812500000000
5146868763473973/19531250000000000 4710224705985877/4882812500000000
-4878603535165483/4882812500000000 -3243127649004687/78125000000000000
7166135407921167/312500000000000000 -1220382123439717/1220703125000000
-4658562188580047/4882812500000000 -731378193086267/2441406250000000
5499238687697613/19531250000000000 4685270139078361/4882812500000000
4811307774020687/4882812500000000 6660572534210429/39062500000000000
-7976843105403687/9765625000000000 2816798080817947/4882812500000000
199656559746759/305175781250000 738566070073057/976562500000000
3744152807991701/9765625000000000 4509677133427427/4882812500000000
348729497955729/976562500000000 -1140217943573313/1220703125000000
167318969183893/305175781250000 -8167000605674901/9765625000000000
-627145857322643/4882812500000000 -4842369872675909/4882812500000000
593684280298701/610351562500000 4533170777341463/19531250000000000
7799229354165991/9765625000000000 734628446922113/1220703125000000
-2786157927730781/9765625000000000 4679870608317283/4882812500000000
-2712132009168209/78125000000000000 -609983668622877/610351562500000
-354361585443527/610351562500000 -7951161269379723/9765625000000000
-41918972206841/48828125000000 -5007935942632321/9765625000000000
5665964509551497/19531250000000000 -4672837552942289/4882812500000000
1206385003797319/1220703125000000 5965347785808763/39062500000000000
2775963929559717/19531250000000000 2416621320486399/2441406250000000
8894727172815263/9765625000000000 -100782129373859/244140625000000
-3438662368636577/9765625000000000 1142523473193957/1220703125000000
-4437516542938731/312500000000000000 -610290023294289/610351562500000
-7728059352002877/9765625000000000 -2985152018429961/4882812500000000
2988562322421483/4882812500000000 -3861392644520751/4882812500000000
4879749051161681/4882812500000000 -553397492144267/15625000000000000
-8082127126648121/9765625000000000 -5481482714496469/9765625000000000
2716399875523329/9765625000000000 -4690112028429647/4882812500000000
-981119182090831/500000000000000000 -7812484959441/7812500000000
4585534472810993/4882812500000000 -1342172926877787/3906250000000000
879250876201893/976562500000000 -265600890894453/610351562500000
-8382625642178389/9765625000000000 500989211298191/976562500000000
4846850919732639/4882812500000000 -4732147568573923/39062500000000000
-2260583115460373/2441406250000000 7203736991163/19073486328125
1980570118824281/2441406250000000 -2855035188546323/4882812500000000
8272098003195133/9765625000000000 2595179486382401/4882812500000000
-5630698860834799/9765625000000000 -3989444258891791/4882812500000000
194629260015893/195312500000000 -3264498748144443/39062500000000000
-1187028906446589/19531250000000000 243689315823499/244140625000000
5157276707341579/9765625000000000 414638181444187/488281250000000
-1953920601308443/4882812500000000 -8949648528057111/9765625000000000
-9002601060956989/9765625000000000 -946064406432019/2441406250000000
-1028536670366359/2441406250000000 8856705297344603/9765625000000000
-4846004184251053/19531250000000000 -295633080793/305175781250
5182228548346163/9765625000000000 -1655438780666093/1953125000000000
-7106769658810077/9765625000000000 -6697854630942769/9765625000000000
-467758293790821/488281250000000 -5602964599775723/19531250000000000
828965414656219/3906250000000000 -4771596529825579/4882812500000000
6143503328359117/39062500000000000 -4822046170170593/4882812500000000
-5745639685043899/9765625000000000 -7896521781789349/9765625000000000
4798348033389541/9765625000000000 2126371436730477/2441406250000000
1656138954245037/3906250000000000 -8844487275533611/9765625000000000
-1207462083900037/1953125000000000 119934791180673/152587890625000
-4904968696732339/9765625000000000 2111112173190663/2441406250000000
6375240873770929/19531250000000000 4615368554919941/4882812500000000
-8461980263787769/9765625000000000 4874661183702029/9765625000000000
-7131790288167657/19531250000000000 -1136413103406561/1220703125000000
-1262054068776981/2441406250000000 20899004773009/24414062500000
-6232991753291689/9765625000000000 751779525153637/976562500000000
8202042571833501/39062500000000000 4773961608133737/4882812500000000
-7917141938589849/9765625000000000 -2858596472259017/4882812500000000
4882799756452899/4882812500000000 5711693094627361/2500000000000000000
-784613083765447/976562500000000 -5814263712546289/9765625000000000
7668265749955733/39062500000000000 -4787804505064887/4882812500000000
7217614590450409/9765625000000000 -822282183015873/1220703125000000
7931764674757703/9765625000000000 1139377738678281/1953125000000000
8715360630977461/9765625000000000 -440566915605713/976562500000000
-4280634221776317/19531250000000000 595512103366271/610351562500000
269297258510753/305175781250000 -2297058656011199/4882812500000000
6116913000991401/9765625000000000 3806271370348131/4882812500000000
-371406658122673/488281250000000 -3169789794350887/4882812500000000
-5046850191655851/9765625000000000 1672085342123521/1953125000000000
-6485833005735583/39062500000000000 -1203759117173949/1220703125000000
-150566505056287/152587890625000 6337186386980723/39062500000000000
986874157697377/2441406250000000 -8932228276893201/9765625000000000
-4635958465896209/19531250000000000 -2371634509102403/2441406250000000
2346897270010827/2441406250000000 -5381673681997697/19531250000000000
6399270331273699/78125000000000000 973280933574943/976562500000000
3787441900556267/9765625000000000 450063094161629/488281250000000
5588802860197373/9765625000000000 -1601658068758431/1953125000000000
-6615256866806993/19531250000000000 -1148552253023111/1220703125000000
6679450198481013/9765625000000000 -7124070233134773/9765625000000000
-5489060503040057/19531250000000000 -2343008020407693/2441406250000000
-4752207453829361/4882812500000000 1121776370728547/4882812500000000
1037165999296357/3906250000000000 -4707553065354719/4882812500000000
8795876788734567/9765625000000000 -8485277404546179/19531250000000000
2313920724832777/9765625000000000 592970549304959/610351562500000
-1702423453737759/19531250000000000 2432114181076131/2441406250000000
925343820356977/976562500000000 -3121107664490361/9765625000000000
-2182602194103449/2441406250000000 -8751547117474023/19531250000000000
8352931112881143/9765625000000000 1011849266720833/1953125000000000
667994371639139/156250000000000000 -610345984768507/610351562500000
-8966906773453829/9765625000000000 60438692781689/152587890625000
8045524227246443/9765625000000000 -1107013487712151/1953125000000000
8394422026374691/9765625000000000 -4990101249848587/9765625000000000
606084221397629/610351562500000 4611086263811513/39062500000000000
4171559968118881/4882812500000000 -5075409478079283/9765625000000000
-451370448160579/610351562500000 -6573522616042211/9765625000000000
-3793554378028863/4882812500000000 -6148431699578127/9765625000000000
-5116256984507329/9765625000000000 -1663626714249383/1953125000000000
4882810572653999/4882812500000000 -1110630990642147/1250000000000000000
5519534645109763/9765625000000000 8056188238991069/9765625000000000
-8321499570982819/19531250000000000 1766981526368153/1953125000000000
-5618123937433181/39062500000000000 -4832047297849083/4882812500000000
-1176487043064829/1220703125000000 -208363357095809/781250000000000
-4876086254332739/4882812500000000 1024818036246991/19531250000000000
-7901022853624639/19531250000000000 893089531386693/976562500000000
-3695318013838067/19531250000000000 1198655417506789/1220703125000000
-4699445789957229/39062500000000000 -2423674021756901/2441406250000000
4951017571752567/9765625000000000 8417532693421649/9765625000000000
4699889490799423/4882812500000000 -529588018660451/1953125000000000
2937794232457463/39062500000000000 -2434491951056071/2441406250000000
-8253185338007809/19531250000000000 8850913206260031/9765625000000000
8876407079263537/9765625000000000 8142930431687393/19531250000000000
1669123787980523/1953125000000000 -2535649628328199/4882812500000000
1991560904048683/2441406250000000 -2824287267969641/4882812500000000
755667624380437/1220703125000000 1917375874311547/2441406250000000
18126772201763/78125000000000 29684764868211/30517578125000
-2218454187909193/2441406250000000 -509638473255117/1220703125000000
-1610909177991103/3906250000000000 -8896544512746237/9765625000000000
