7500
-1747836488896497/1953125000000000 -2179112310246659/4882812500000000
-134330606846661/152587890625000 -926418729336149/1953125000000000
8355801468639589/19531250000000000 8826810131343889/9765625000000000
2873120464212511/9765625000000000 -466670682705557/488281250000000
-361256877550331/1220703125000000 2332045958215533/2441406250000000
2450433847546073/4882812500000000 -4223414716666693/4882812500000000
302402950082489/976562500000000 -4642808342446567/4882812500000000
-975378819104121/976562500000000 384539258795789/7812500000000000
-607896481801951/610351562500000 -7000204332123687/78125000000000000
487346618475697/488281250000000 -75492241400437/1220703125000000
-4879575664653911/4882812500000000 -5688376297974327/156250000000000000
-2439964735477001/2441406250000000 -1342147978031589/39062500000000000
-1457299491836687/19531250000000000 -38040638362931/38146972656250
-2309787178125789/2441406250000000 -3163157079387027/9765625000000000
-779032223831947/976562500000000 -5888829345784281/9765625000000000
8006309225752843/9765625000000000 698955070782561/1220703125000000
-1670663219314031/3906250000000000 -8827398211722437/9765625000000000
-6849552054341537/9765625000000000 -6960680160407503/9765625000000000
-3236386304455277/4882812500000000 -457022660790923/610351562500000
-194909984577983/195312500000000 62663898709789/976562500000000
8165943714473607/19531250000000000 4435560067613707/4882812500000000
-2447708107234009/4882812500000000 4224995021528091/4882812500000000
-5256901787529499/39062500000000000 -4838394442255401/4882812500000000
-2441057985801173/2441406250000000 -105563532954023/6250000000000000
1167816995244551/1220703125000000 -113732693207723/390625000000000
8740318956442093/9765625000000000 8711889847853677/19531250000000000
179045768143129/2441406250000000 4869664091269171/4882812500000000
6749333510236101/19531250000000000 2291002181531671/2441406250000000
7925200864730853/39062500000000000 -2390631207102783/2441406250000000
-7741276255171399/9765625000000000 5953156606519309/9765625000000000
1494278849505079/2441406250000000 3861396222850403/4882812500000000
-3345609237607389/9765625000000000 -4587328483710893/4882812500000000
-2327404899777119/2441406250000000 -5898614942686237/19531250000000000
-749131646155201/976562500000000 25059164970447/39062500000000
-6088981585616681/39062500000000000 -602890824336663/610351562500000
-8650114988350827/9765625000000000 -283277017197647/610351562500000
469091758307023/488281250000000 5421660467419627/19531250000000000
-976401633739127/976562500000000 2835956728871801/156250000000000000
2439722648927959/2441406250000000 -5801759326043709/156250000000000000
1218438220969083/1220703125000000 -2378446377797267/39062500000000000
-6763188527039933/9765625000000000 -7044622955725907/9765625000000000
-2319206604619883/2441406250000000 11917534869259/38146972656250
5248440593869993/39062500000000000 4838537966134853/4882812500000000
1754374253629089/2441406250000000 6791330303547239/9765625000000000
-7270919530944307/39062500000000000 2398740420955773/2441406250000000
1989137701015717/2441406250000000 -5662219612748301/9765625000000000
3244724772443197/4882812500000000 1824391615117879/2441406250000000
-8717500465491911/9765625000000000 8802867095389617/19531250000000000
-4069595170196963/4882812500000000 -5396388815074689/9765625000000000
243628485653651/244140625000000 -5057678237920889/78125000000000000
-8255294041709511/9765625000000000 5217044366836499/9765625000000000
5062690050953/7629394531250 -1826435717185899/2441406250000000
1067783223089119/2441406250000000 1756415161133103/1953125000000000
4985013781015731/19531250000000000 -4721092062261543/4882812500000000
-1782020369767739/2441406250000000 6675169366267091/9765625000000000
-6245411073238149/9765625000000000 -7507481080022733/9765625000000000
-6031775638436391/19531250000000000 2322066056103329/2441406250000000
-645003299081099/1220703125000000 8291052964961259/9765625000000000
4867141166670681/4882812500000000 6254235533387679/78125000000000000
-5760613548277373/19531250000000000 4665599225380267/4882812500000000
7773835117734909/9765625000000000 -738822111570341/1220703125000000
7100890091484837/19531250000000000 90973497029513/97656250000000
183688871940569/781250000000000 4745927369306701/4882812500000000
5891305498189731/9765625000000000 -3894224928263147/4882812500000000
887722375086061/976562500000000 -8139368554815853/19531250000000000
3588620105120249/4882812500000000 1655571174193591/2441406250000000
3985263648308887/4882812500000000 -176329011142257/305175781250000
975150606213001/976562500000000 1049878394608949/19531250000000000
-6028527314427809/9765625000000000 -960340841672753/1220703125000000
-8807638970592561/19531250000000000 -8716295404674499/9765625000000000
1532646375263059/2441406250000000 -475096014370521/610351562500000
-4562572155372563/4882812500000000 -1739193271943981/4882812500000000
-5317126133522617/9765625000000000 2047797617576561/2441406250000000
47197295611527/48828125000000 5005614095773003/19531250000000000
6004640123135733/9765625000000000 7701410820898563/9765625000000000
-4944547465716077/156250000000000000 -152511469770379/152587890625000
412569886193549/488281250000000 2611602345453927/4882812500000000
785603691627263/1220703125000000 -3737256660356913/4882812500000000
-347891104891177/4882812500000000 -2435201721074347/2441406250000000
954460714487397/976562500000000 258236389121169/1220703125000000
-1877568368873709/2441406250000000 1560513216138839/2441406250000000
2440952358617657/2441406250000000 3012803312472303/156250000000000000
-2382753651529051/4882812500000000 4261964681491533/4882812500000000
2418789639056149/2441406250000000 265234881004667/1953125000000000
-4774886327742209/4882812500000000 1633503987224931/7812500000000000
7533636059296793/19531250000000000 4504955981253889/4882812500000000
-1102638429367137/1220703125000000 -8379855669860307/19531250000000000
-7353794832169473/9765625000000000 -1285132416632349/1953125000000000
3741783344731253/4882812500000000 3137023320163247/4882812500000000
8671427134509117/9765625000000000 1796609388443643/3906250000000000
-4807410037496609/4882812500000000 -1709580815911439/9765625000000000
-1203845873367863/19531250000000000 -4873528506608913/4882812500000000
4873376366003107/9765625000000000 -8462720273996261/9765625000000000
-7194718975490691/9765625000000000 3301645442212837/4882812500000000
2045745962469231/2441406250000000 -1065949472597617/1953125000000000
7926085719022861/9765625000000000 -2852393592026127/4882812500000000
-1658721893126291/7812500000000000 19085956540619/19531250000000
-122070285008577/122070312500000 -83891617562103/125000000000000000
-292183408447119/305175781250000 -2819109790115741/9765625000000000
624432837175049/976562500000000 1877095409575271/2441406250000000
4882236728176953/9765625000000000 -8457611729718089/9765625000000000
146999693061837/488281250000000 -582035315376793/610351562500000
5087955630400429/9765625000000000 -2083868685037843/2441406250000000
1046962782328703/1220703125000000 -5021458285738479/9765625000000000
6373341219676343/78125000000000000 -121663439642517/122070312500000
-2262040702256551/19531250000000000 2424977121102881/2441406250000000
-7321471491129529/39062500000000000 4796279419792781/4882812500000000
1704717052282393/15625000000000000 -1213416225115639/1220703125000000
7489397889531379/9765625000000000 6267084720418891/9765625000000000
-605986834387471/610351562500000 932643732084577/7812500000000000
-5785457445212603/9765625000000000 -7867395616737413/9765625000000000
1612401897578643/3906250000000000 1778970852992313/1953125000000000
-1339600889264413/3906250000000000 1146677372276959/1220703125000000
-2366704843121289/2441406250000000 4794481248003697/19531250000000000
4083847747813417/4882812500000000 -1070629383705531/1953125000000000
1839920426544217/4882812500000000 90457837104679/97656250000000
594807501098287/250000000000000000 -4882798679825623/4882812500000000
-1134990409464279/2441406250000000 2161541405562977/2441406250000000
-8143812667879383/9765625000000000 -1077882124744859/1953125000000000
6935505509987007/9765625000000000 6875041451625209/9765625000000000
1211304547065131/1220703125000000 -4837973911831477/39062500000000000
-1694931825047289/78125000000000000 -4881663247195299/4882812500000000
-4716577955441733/4882812500000000 2526460211756619/9765625000000000
4778356912006053/19531250000000000 295901789598993/305175781250000
6418925180773943/19531250000000000 1152895685339281/1220703125000000
8668688239960299/9765625000000000 -1798722917583429/3906250000000000
8978618864855689/9765625000000000 1920405876389321/4882812500000000
8281585562188063/78125000000000000 -971060226438749/976562500000000
4869250892485283/4882812500000000 -2909335662312219/39062500000000000
-2758822946572683/4882812500000000 -4028740976982793/4882812500000000
-1770863222148271/4882812500000000 -2275186880159457/2441406250000000
-5369988675288383/9765625000000000 8156632471056883/9765625000000000
-298638205360899/305175781250000 4021054227248493/19531250000000000
8524854878244023/9765625000000000 -2381925741154837/4882812500000000
2107004280131757/2441406250000000 -986629800010689/1953125000000000
-586719459322701/1220703125000000 535228081157193/610351562500000
-8608178467306903/19531250000000000 -8765970996379891/9765625000000000
-2282436486272393/2441406250000000 -3466290613717427/9765625000000000
-6612154357897347/9765625000000000 -1796643509227069/2441406250000000
-4438785623974159/9765625000000000 2174635225518083/2441406250000000
945827056147843/125000000000000000 -4882672718496073/4882812500000000
3898178338919883/4882812500000000 -1470209470460933/2441406250000000
6160217469486351/39062500000000000 1205428244612189/1220703125000000
7877665481295321/78125000000000000 971585206920629/976562500000000
3065937722944789/4882812500000000 -3800247858913991/4882812500000000
-1965796952702231/2441406250000000 5791175104637311/9765625000000000
-4788943955509523/4882812500000000 7622592529663597/39062500000000000
5496216810925349/9765625000000000 161442289884561/195312500000000
3390666448057201/4882812500000000 -3513579221844217/4882812500000000
-282264103899443/390625000000000 84383602729753/122070312500000
-1543855052183151/1953125000000000 239266282076983/390625000000000
-7141716809252043/9765625000000000 -3330289501570089/4882812500000000
6174168907216733/9765625000000000 378308967465031/488281250000000
-4206797046748909/4882812500000000 4957707743552823/9765625000000000
4066987530821047/9765625000000000 8878459554718439/9765625000000000
1287859814492481/4882812500000000 4709912420456631/4882812500000000
-1308231865414319/1953125000000000 7251252739940133/9765625000000000
-8926380963696617/9765625000000000 3960701267651937/9765625000000000
302389917268521/390625000000000 1545510491099657/2441406250000000
-5787184735128301/9765625000000000 1966531281249471/2441406250000000
4385325571245083/4882812500000000 1717817693580361/3906250000000000
4456295490033939/4882812500000000 7983270924286031/19531250000000000
-2310308659215147/2441406250000000 -252564624944833/781250000000000
-448670143961503/488281250000000 1926491137252561/4882812500000000
-8820167348539121/9765625000000000 -8383812875867247/19531250000000000
2416362635945869/2441406250000000 5580677272590789/39062500000000000
-608049021462161/610351562500000 -169491809872401/1953125000000000
-4549114283159387/4882812500000000 7096384599398777/19531250000000000
746305355594553/1953125000000000 2256146320968251/2441406250000000
930279479734737/976562500000000 -2970764312272469/9765625000000000
-4646715790931827/9765625000000000 -268414514438871/305175781250000
-1711038681667741/9765625000000000 -4807280371230227/4882812500000000
-4845042619614159/4882812500000000 4849213869673267/39062500000000000
-6708503336249127/9765625000000000 -887089822715259/1220703125000000
-403943077636307/610351562500000 -7320922693775039/9765625000000000
4860544532067183/4882812500000000 -1863179055047841/19531250000000000
8823403484250943/9765625000000000 -167403620485261/390625000000000
-1900379724401661/4882812500000000 449782334171089/488281250000000
1117192584047773/1220703125000000 7870908046760351/19531250000000000
-4154781840497433/4882812500000000 -1282541009873467/2441406250000000
425388718373773/1220703125000000 -4576742173494303/4882812500000000
-8746098495226977/9765625000000000 2172164401720863/4882812500000000
-155401586635899/195312500000000 5915513402760403/9765625000000000
-1481896619772081/2441406250000000 -7760873029083409/9765625000000000
4508398690112201/4882812500000000 -1500122482711509/3906250000000000
3940141214852567/4882812500000000 720986525410513/1220703125000000
3731006042295767/39062500000000000 4860488819556811/4882812500000000
-4502317052111073/4882812500000000 -3779417453749247/9765625000000000
3494638098458761/9765625000000000 455946642167221/488281250000000
-4076303661763101/9765625000000000 8874186165374363/9765625000000000
-6007245658356593/39062500000000000 -4824727819152981/4882812500000000
-6467068084293673/19531250000000000 -4607376944610201/4882812500000000
4314070659781689/4882812500000000 -4574123851653793/9765625000000000
4952486423118181/19531250000000000 4723231182089029/4882812500000000
-2480311357432647/19531250000000000 -4843280023217031/4882812500000000
-4613306119077099/4882812500000000 -639908063626899/1953125000000000
-8704178012416197/9765625000000000 -2213860698462949/4882812500000000
-123345668576351/152587890625000 -5748935295740281/9765625000000000
2441362887572849/2441406250000000 931257666441823/156250000000000000
610076216813911/610351562500000 1173208375010153/39062500000000000
-481906823102149/488281250000000 3145636456847889/19531250000000000
4329898361031741/4882812500000000 -4513906553437229/9765625000000000
-4857169053264901/4882812500000000 999533287413669/9765625000000000
-2331401311874313/312500000000000000 4882676612307211/4882812500000000
-7271738000534839/19531250000000000 -2265886805611649/2441406250000000
-455249857866683/156250000000000000 2441395887356353/2441406250000000
-234644180075789/390625000000000 7807448342030541/9765625000000000
-650786053346863/1220703125000000 -1032760200701973/1220703125000000
4729382213935031/4882812500000000 607207086723967/2441406250000000
-5641920881875649/78125000000000000 -19023684950459/19073486328125
7849650023009399/9765625000000000 -2904755848470467/4882812500000000
1589240803583369/15625000000000000 -2428744987350407/2441406250000000
1706767216307421/2441406250000000 -6982733157584963/9765625000000000
8915633174709241/9765625000000000 1992417923946243/4882812500000000
4968897300179407/9765625000000000 26271845683063/30517578125000
-2372061956854473/2441406250000000 4621941066748749/19531250000000000
2684668729089967/19531250000000000 967292975754433/976562500000000
6818895853619013/9765625000000000 6990714625710481/9765625000000000
-6540003823893937/9765625000000000 -7252294921200991/9765625000000000
2438825364408439/2441406250000000 -7182647735780341/156250000000000000
4853071199112367/4882812500000000 -8609692718360457/78125000000000000
-3895199580237597/9765625000000000 895515783617139/976562500000000
-6917794629595269/312500000000000000 4881615956328773/4882812500000000
-8135913736391929/9765625000000000 5401327551131677/9765625000000000
433706084743837/976562500000000 2187426210844639/2441406250000000
103119788218103/152587890625000 -3599021896387729/4882812500000000
48735295647577/48828125000000 4815109328639583/78125000000000000
-119376645134179/305175781250000 4493735345885689/4882812500000000
1588949901766409/3906250000000000 -4460596105093557/4882812500000000
-262571063676819/488281250000000 1646693732889933/1953125000000000
2797839947998487/4882812500000000 -8003486624100793/9765625000000000
-2746436306888791/19531250000000000 966859366938521/976562500000000
2276210866444201/19531250000000000 -484953986640731/488281250000000
4867602987869401/4882812500000000 1540384692944623/19531250000000000
-8583675564986687/9765625000000000 -582128978347951/1220703125000000
6433696596461111/78125000000000000 2433113676184293/2441406250000000
887962416972289/1220703125000000 -670111090696817/976562500000000
3371987895823131/4882812500000000 -3531508960852081/4882812500000000
8214093449346249/312500000000000000 -4881125425267089/4882812500000000
-5845201383462087/9765625000000000 7823110150534627/9765625000000000
6632341064535919/156250000000000000 -975682344407053/976562500000000
-975667481531303/976562500000000 -668808016911689/15625000000000000
4785312559873961/4882812500000000 -7767178594959777/39062500000000000
4788385043372017/4882812500000000 -7645031166732719/39062500000000000
4702987430777081/4882812500000000 5251692506015999/19531250000000000
8809542445419911/9765625000000000 -2107094773792221/4882812500000000
1337038331092297/1953125000000000 7118682755283671/9765625000000000
1201213619865603/1220703125000000 -6952323773110669/39062500000000000
4862454026163133/9765625000000000 -8469000678006523/9765625000000000
927431052791937/976562500000000 3058528383446673/9765625000000000
2305469935311659/9765625000000000 -4744792935892963/4882812500000000
7291922197755539/9765625000000000 -6495791122142477/9765625000000000
1783904740752459/1953125000000000 -994029946060717/2441406250000000
3979562197733189/4882812500000000 -2829300730662833/4882812500000000
-4527582932767263/19531250000000000 4749807360234561/4882812500000000
4872408548334533/4882812500000000 -5097270755791003/78125000000000000
8072282669277913/9765625000000000 -5495969809587791/9765625000000000
-1212023272277951/1220703125000000 -2324999129333563/19531250000000000
-1231724656039007/3906250000000000 -4633715341488537/4882812500000000
-971245515275757/976562500000000 -8141337664233449/78125000000000000
-8853139734010399/19531250000000000 -8704763687380983/9765625000000000
263223771497211/305175781250000 -4941436599437441/9765625000000000
-2419944406675651/2441406250000000 2584056298312951/19531250000000000
7819691004992249/19531250000000000 14318036941401/15625000000000
5076743137442539/19531250000000000 4714978828683447/4882812500000000
-4663438670953607/4882812500000000 -1157707437284071/3906250000000000
-5806971685421097/156250000000000000 609929905348597/610351562500000
524994338482133/610351562500000 -4980858705928339/9765625000000000
371932975868033/1220703125000000 -465064637373639/488281250000000
1452946768896501/1953125000000000 -652618370944731/976562500000000
-956822514135357/976562500000000 -7814345049964907/39062500000000000
-7158368629668889/9765625000000000 6642679444501093/9765625000000000
-1262097977984891/15625000000000000 608357189981647/610351562500000
-6263607658680583/9765625000000000 -7492306102845969/9765625000000000
-1206175461618981/9765625000000000 1211356241447559/1220703125000000
1461222590258937/19531250000000000 -194765129092509/195312500000000
7737303753645231/9765625000000000 -2979159372392337/4882812500000000
2961144346946813/4882812500000000 7764916500955097/9765625000000000
4993361833503349/9765625000000000 8392482900806953/9765625000000000
-578776989796233/976562500000000 -7865694581463619/9765625000000000
-2578982817031387/9765625000000000 -2354732990039447/2441406250000000
1737751434765021/2441406250000000 -1371873913392609/1953125000000000
7326939569265367/9765625000000000 322813367865081/488281250000000
967918887812991/976562500000000 2592862743849937/19531250000000000
-4976810829561497/39062500000000000 -968604105212999/976562500000000
6508246061907987/9765625000000000 1456161595954023/1953125000000000
-550636233300829/610351562500000 -2106428536418421/4882812500000000
-5887808569444697/39062500000000000 -150844617943451/152587890625000
2239205237239769/19531250000000000 4850616497338367/4882812500000000
5860471101532819/19531250000000000 -232891003553231/244140625000000
-230640937399463/305175781250000 -6394959251474079/9765625000000000
-471532452991331/1220703125000000 -4503817518791353/4882812500000000
608985322255769/1220703125000000 4231790158619499/4882812500000000
-2441388525504993/2441406250000000 4763115708683677/1250000000000000000
-2877010506048153/78125000000000000 243975025047953/244140625000000
7457107135112889/9765625000000000 3152736304231351/4882812500000000
-7913179323783577/19531250000000000 -4464102090231473/4882812500000000
-8277847092026667/9765625000000000 518118511169507/976562500000000
-2439215897550517/2441406250000000 -6617204684792737/156250000000000000
8737245702148789/9765625000000000 4362106048791973/9765625000000000
-540206667278779/610351562500000 -4545402219526779/9765625000000000
4875219092566563/4882812500000000 -8710627455117647/156250000000000000
-4882550033447589/4882812500000000 648024071415623/62500000000000000
8387094111246833/9765625000000000 5002407821211071/9765625000000000
601982022908091/610351562500000 -161169120152359/976562500000000
-292023685138669/488281250000000 7826640311643151/9765625000000000
-1062947739211649/1220703125000000 960344235734979/1953125000000000
-5849307019719621/9765625000000000 -1955010214642173/2441406250000000
4101868151983033/4882812500000000 1059549759013029/1953125000000000
4774996389448369/4882812500000000 8163400824308611/39062500000000000
-3745438112193487/9765625000000000 4509410299261797/4882812500000000
5436715331064523/9765625000000000 1622461809098667/1953125000000000
-4386025774498383/4882812500000000 -2145841516886117/4882812500000000
-5180533048809/30517578125000 2405972105501709/2441406250000000
-1433178185227263/4882812500000000 -1166936646725759/1220703125000000
-199740106433827/305175781250000 3691673566270173/4882812500000000
-643173465744173/19531250000000000 2440082140188441/2441406250000000
4831033446815863/4882812500000000 -2836825679248379/19531250000000000
4698135237110301/4882812500000000 -1064145314581813/3906250000000000
-4718098576651649/4882812500000000 2515077518609659/9765625000000000
-4828179097105463/4882812500000000 -5827078946738897/39062500000000000
1128627558696817/1220703125000000 7441564620596673/19531250000000000
3905027557140877/4882812500000000 -46901067452249/78125000000000
-283662463035253/3125000000000000 4862654793252523/4882812500000000
6748554155827489/9765625000000000 3529321763685217/4882812500000000
1318356870032017/1953125000000000 7205262710103607/9765625000000000
-606706134771171/610351562500000 2131472865947453/19531250000000000
-4878227268848031/4882812500000000 6769843616413751/156250000000000000
1971787462371601/2441406250000000 2879248985949791/4882812500000000
880381832936759/1220703125000000 3382410850549479/4882812500000000
4721123398373289/9765625000000000 1068574002306617/1220703125000000
5005774567513521/19531250000000000 -1179929730994563/1220703125000000
488216763351629/488281250000000 -39677160943689/2441406250000000
7606014095912823/9765625000000000 6125029078575909/9765625000000000
3087082782793807/9765625000000000 115810561595221/122070312500000
-1133157708338711/2441406250000000 4325005473093241/4882812500000000
-5143550458184339/9765625000000000 66410274060443/78125000000000
945736535638681/1953125000000000 1708882579577411/1953125000000000
-532134136589231/4882812500000000 2426864807258157/2441406250000000
-4087936811866507/4882812500000000 -5340648100125283/9765625000000000
2428553619532329/2441406250000000 -1000734087321797/9765625000000000
15140332938388/19073486328125 -1484845236408477/2441406250000000
-1570020991127257/1953125000000000 -2904448477169101/4882812500000000
96419195755677/97656250000000 -3098914996516937/19531250000000000
-219297051511619/781250000000000 -4686501417378453/4882812500000000
3128190105180031/19531250000000000 4819777959281123/4882812500000000
-2941191915695767/19531250000000000 -4827131114062121/4882812500000000
-8427918716837361/19531250000000000 -1101206569562313/1220703125000000
906415276642293/3906250000000000 4749539518595703/4882812500000000
-2739796666053647/19531250000000000 120863307473383/122070312500000
2864827030968919/4882812500000000 -7908128474623071/9765625000000000
661135049115671/2441406250000000 -470036803851353/488281250000000
-1022711776291181/1220703125000000 -5331726876846429/9765625000000000
4212960214275821/4882812500000000 -1234182334896801/2441406250000000
424324588426243/488281250000000 -483186186716723/976562500000000
-4865402941831933/4882812500000000 -6591381015005297/78125000000000000
-5688794160180381/78125000000000000 -2434925171704441/2441406250000000
-390376316584553/610351562500000 -7506973590721729/9765625000000000
