7500
-4669349549832993/4882812500000000 5711788079585137/19531250000000000
-7473411702042677/39062500000000000 -2396308215077423/2441406250000000
-2337303342489807/2441406250000000 -2821283573765783/9765625000000000
459975317324233/488281250000000 -409582764484433/1220703125000000
-1681365627677577/19531250000000000 -1216171529117739/1220703125000000
8098903653952577/9765625000000000 682083105784893/1220703125000000
-202909204584067/976562500000000 -298515560979009/305175781250000
-2336895630002919/9765625000000000 -4740947965731597/4882812500000000
8637239303863881/9765625000000000 1139230245835263/2441406250000000
4787150359510161/4882812500000000 7694358850370269/39062500000000000
-411686968700959/4882812500000000 194617046529673/195312500000000
2451880986532897/4882812500000000 -65977730503343/76293945312500
1702785946475899/19531250000000000 -2432110216018001/2441406250000000
-6399270334902543/9765625000000000 -1475354477018473/1953125000000000
-1086835803940159/2441406250000000 -54653753375299/61035156250000
-277835708822779/390625000000000 6864547032030953/9765625000000000
-2014924845698729/4882812500000000 8895377625787947/9765625000000000
1160187647925799/1220703125000000 759159379801549/2441406250000000
8567392631111203/9765625000000000 -937383915906529/1953125000000000
4102021379075703/4882812500000000 5297274210671793/9765625000000000
-8072774417528711/9765625000000000 5495247477986683/9765625000000000
488253841466627/488281250000000 3311058085617373/312500000000000000
-7796817894275867/9765625000000000 5880226387149107/9765625000000000
-222734899058411/244140625000000 -7997523423392551/19531250000000000
6158976455271439/19531250000000000 -289605375185621/305175781250000
67104157284261/156250000000000 8819167374772663/9765625000000000
241882443617923/1220703125000000 -191439782890253/195312500000000
-2441225476865023/2441406250000000 -3802803621883927/312500000000000000
1262573649199483/1000000000000000000 4882808608171741/4882812500000000
2406461108413911/4882812500000000 -4248623641115737/4882812500000000
4795544865235921/4882812500000000 -919025220364297/4882812500000000
-4500816776897239/4882812500000000 -3786558464334917/9765625000000000
-5194657546813569/156250000000000000 -2440056653623721/2441406250000000
-2111313490282603/2441406250000000 1225895518912503/2441406250000000
-2577825012193521/4882812500000000 2073443760791797/2441406250000000
8411584596150917/39062500000000000 -1490081624519/1525878906250
1207699519107471/1220703125000000 -5686463111172457/39062500000000000
-2290518984817551/2441406250000000 6759821336003191/19531250000000000
84595066559653/195312500000000 2200520086608003/2441406250000000
2435631582924987/2441406250000000 -1342553264132457/19531250000000000
2321707630713431/4882812500000000 8591049199636393/9765625000000000
1320596496882059/1953125000000000 7195002011896581/9765625000000000
-609970355733561/976562500000000 1525267821115391/1953125000000000
-1609042528955611/1953125000000000 -345970019592379/610351562500000
-2933844449190721/9765625000000000 4657252097229057/4882812500000000
6621528585918487/1250000000000000000 4882743992268133/4882812500000000
-4523383214124301/9765625000000000 -4327425214223913/4882812500000000
-208038988282419/3125000000000000 -2435990214931639/2441406250000000
2947347651911403/4882812500000000 -973235574287149/1220703125000000
4741024525739359/4882812500000000 -4672548523440529/19531250000000000
-8627721247888877/9765625000000000 -228745807116501/488281250000000
8429419893452749/39062500000000000 4767769044764711/4882812500000000
-8290800936270227/312500000000000000 -976218752600091/976562500000000
-3208944042187137/4882812500000000 7360580423925257/9765625000000000
-8514976200370137/19531250000000000 -4394349403421613/4882812500000000
-8960253068398339/9765625000000000 970866127192723/2441406250000000
-4721400009727539/4882812500000000 -31127157137107/122070312500000
-1690945862793893/4882812500000000 4580672439637707/4882812500000000
-4813186425760959/4882812500000000 -6573129986977951/39062500000000000
1545862240579707/4882812500000000 2315824250850339/2441406250000000
6769764847754401/78125000000000000 -4864446071410853/4882812500000000
-2518377439562207/9765625000000000 -235882924764237/244140625000000
642174427499953/1953125000000000 -2305668717493537/2441406250000000
242932701491891/244140625000000 7761879005448499/78125000000000000
8852442312822801/9765625000000000 -4123311380282781/9765625000000000
-5997697187232013/19531250000000000 2323444893272599/2441406250000000
2007776511855133/2441406250000000 5555966819169311/9765625000000000
-6378438156116633/19531250000000000 4615092450665909/4882812500000000
4769905721505847/4882812500000000 -1670339706269721/7812500000000000
24411394584497/24414062500000 -1154939334122087/78125000000000000
-2296047461214201/2441406250000000 -3319350619361289/9765625000000000
4769145436326077/4882812500000000 -8379440429341907/39062500000000000
336049971499469/781250000000000 8816018616302993/9765625000000000
-68063741129311/625000000000000 -4853771935155539/4882812500000000
-4642560898219459/4882812500000000 -3025548688406773/9765625000000000
