7500
-3721432027331141/4882812500000000 1264455713806397/1953125000000000
320552234422221/2441406250000000 -2420270799424309/2441406250000000
7043630489868803/19531250000000000 -1138558909743287/1220703125000000
8971257166413221/156250000000000000 -2437378755240469/2441406250000000
3293450199586093/4882812500000000 -3604863893824921/4882812500000000
-5984371689289961/39062500000000000 -4825171955702759/4882812500000000
7583255381714183/9765625000000000 -1230636736918379/1953125000000000
1482227284283239/9765625000000000 -4826241651594731/4882812500000000
7201501225162891/9765625000000000 3297946775821373/4882812500000000
-1248087221003213/2441406250000000 -2098271375753751/2441406250000000
504070161841517/610351562500000 -5506471579654081/9765625000000000
610142857362027/610351562500000 -4085774887532563/156250000000000000
-8506347129430859/19531250000000000 -1758157515912961/1953125000000000
-7990118131532427/9765625000000000 5614752344029233/9765625000000000
-2003735409408153/4882812500000000 8905481978925159/9765625000000000
-458398488793757/488281250000000 672778175307877/1953125000000000
-5405307439595389/19531250000000000 2346048466457597/2441406250000000
-329421311353653/1562500000000000 95461212869949/97656250000000
4673505402419539/4882812500000000 1414286096838839/4882812500000000
165798152010609/195312500000000 5161866291884407/9765625000000000
-122412154029759/305175781250000 -1118195131503209/1220703125000000
4062914833631741/4882812500000000 -1354121575488277/2441406250000000
4779558942453911/4882812500000000 998836435941893/4882812500000000
-1049331348669253/1220703125000000 -4989716401302067/9765625000000000
-4188285283396651/19531250000000000 4769224209366911/4882812500000000
-4316915150889971/39062500000000000 606612961142827/610351562500000
2383470878393577/4882812500000000 2130781809688993/2441406250000000
-5325244233496827/9765625000000000 -204647876690417/244140625000000
-4613047372791773/4882812500000000 6402064475195699/19531250000000000
565881085863619/610351562500000 -3659337697732847/9765625000000000
-4697994931420971/4882812500000000 2661354192511113/9765625000000000
68728881855179/78125000000000 580412792545277/1220703125000000
-3155985920401077/4882812500000000 -7451606747644811/9765625000000000
-3504737223669873/4882812500000000 -6799610254471659/9765625000000000
2407083911615483/2441406250000000 3263485449451543/19531250000000000
228652899190533/244140625000000 -1369145388770517/3906250000000000
4872762666799671/4882812500000000 -250493149702237/3906250000000000
-1633628734641957/2441406250000000 3628620473343103/4882812500000000
2297204931547801/9765625000000000 -2372897505465331/2441406250000000
