7500
-8989208152665541/156250000000000000 -4874725216293051/4882812500000000
1305116611834279/4882812500000000 -1176289944583989/1220703125000000
-6534209789925251/9765625000000000 3628757847455173/4882812500000000
644783296874609/3906250000000000 4815833839172401/4882812500000000
-6555290157255427/9765625000000000 -1447696136553733/1953125000000000
-34486985171603/48828125000000 3456636580245687/4882812500000000
4239167752692023/9765625000000000 -175951002731057/195312500000000
7348504665946437/9765625000000000 -6431711344206023/9765625000000000
965125496725633/2441406250000000 8970170346751873/9765625000000000
-2849104417742937/9765625000000000 -1167596594354073/1220703125000000
-4029687187589187/4882812500000000 1378720337880003/2441406250000000
1575788800417639/2441406250000000 7459066036996751/9765625000000000
709629698995941/976562500000000 -6708949297089523/9765625000000000
397381801344613/2441406250000000 1204424362662427/1220703125000000
4754666469150949/4882812500000000 277826910738491/1220703125000000
-2172528490233449/2441406250000000 -8910522091686553/19531250000000000
2441315146838201/2441406250000000 -84364102075193/9765625000000000
-8599949425139353/9765625000000000 -462691058111893/976562500000000
-1161594296005527/1220703125000000 -3002023966563251/9765625000000000
6464816841100911/9765625000000000 -1829849291124187/2441406250000000
6527641785583663/19531250000000000 4602035006939879/4882812500000000
-3728293684955079/4882812500000000 -6306087252450707/9765625000000000
8234571254263941/9765625000000000 -5249692171839697/9765625000000000
4127785044093849/39062500000000000 1213868548246323/1220703125000000
-350626755701933/19531250000000000 2441012813108673/2441406250000000
-330010846667297/390625000000000 2612491976869671/4882812500000000
-4484273679189147/4882812500000000 -483033867878827/1220703125000000
29059889010881/48828125000000 -7847824263299741/9765625000000000
-487960197514371/488281250000000 -1416304471895391/39062500000000000
2437026167858553/2441406250000000 2338844006384341/39062500000000000
-3460355452561479/4882812500000000 6889934122205899/9765625000000000
3590120673236201/4882812500000000 -6619030582119497/9765625000000000
-1964763067741721/2441406250000000 -289839304800243/488281250000000
-2600164506823163/19531250000000000 -967869917783321/976562500000000
4789167254245497/4882812500000000 -7613608536378099/39062500000000000
-1442354024787613/4882812500000000 4664919375223459/4882812500000000
4590809956516849/4882812500000000 6652905354266839/19531250000000000
-668740806302327/19531250000000000 1219987372335529/1220703125000000
4766087405087373/4882812500000000 4245032404538291/19531250000000000
6548868815012939/9765625000000000 1448858155712643/1953125000000000
37223430068353/2441406250000000 2441122465955571/2441406250000000
-8147310000359249/9765625000000000 -1076824431347491/1953125000000000
-2482555192262127/4882812500000000 525576731248763/610351562500000
4828237837952561/19531250000000000 4731264669347557/4882812500000000
724483134751083/1953125000000000 -906893248001969/976562500000000
414103811134841/976562500000000 -8844163894964011/9765625000000000
-1220602652175739/1220703125000000 -8018725661780599/625000000000000000
1178114866446471/1220703125000000 -511403354463973/1953125000000000
-3178877677118599/9765625000000000 -577109474133747/610351562500000
-3917117338590111/9765625000000000 447279620026281/488281250000000
-2063178941872683/2441406250000000 -2610560959910477/4882812500000000
4514558444458599/4882812500000000 -7441096652213363/19531250000000000
-8545177806169289/9765625000000000 472730027622287/976562500000000
6318962833444623/9765625000000000 7445679307502473/9765625000000000
4541470803640877/39062500000000000 1212425073872833/1220703125000000
31412573191443/97656250000000 2311654360187031/2441406250000000
-1679249238056027/15625000000000000 -4854531820770753/4882812500000000
-8331161662396551/9765625000000000 -2547507458067539/4882812500000000
5839500863531709/19531250000000000 93189317551331/97656250000000
-4724462399547341/9765625000000000 -2136686785011557/2441406250000000
2847464833718859/9765625000000000 1167659087537429/1220703125000000
4989004061314853/9765625000000000 2098768539477509/2441406250000000
7997348830472943/19531250000000000 8909435142676457/9765625000000000
-3957809926333387/4882812500000000 -1143860026204127/1953125000000000
-4621696556831111/4882812500000000 6301465031856267/19531250000000000
3978484860579967/4882812500000000 707703863044611/1220703125000000
4882796483136707/4882812500000000 -3201683259593719/1250000000000000000
-298518404763073/781250000000000 -1128075575135401/1220703125000000
3924232756809537/9765625000000000 -2235618327653001/2441406250000000
1391800574344153/3906250000000000 -570294953149487/610351562500000
-8229656477110087/19531250000000000 8856388666257539/9765625000000000
-4706256314315139/4882812500000000 650578476074397/2441406250000000
6537988549029161/19531250000000000 1150279232905373/1220703125000000
-4036541085903317/9765625000000000 -2223085801628553/2441406250000000
-4867950190447931/4882812500000000 6090913436373541/78125000000000000
-1092074926863753/1220703125000000 1090850078608961/2441406250000000
-8077781865399413/9765625000000000 -5487884089123001/9765625000000000
2378041458038601/2441406250000000 -276307483335463/1220703125000000
8780361331838959/9765625000000000 1068664076165079/2441406250000000
6546847977547761/19531250000000000 -460032952706501/488281250000000
-7183306276473717/39062500000000000 4799542649416539/4882812500000000
2394959328868809/2441406250000000 -3791648005631971/19531250000000000
3169034164569/3906250000000 -2854823639007337/4882812500000000
94039696048319/152587890625000 -1922638182999299/2441406250000000
5797159980426761/9765625000000000 7858776482504347/9765625000000000
-1255255011723459/2441406250000000 4187982489496441/4882812500000000
-1473393143504201/9765625000000000 -2413458932286033/2441406250000000
4116574245532997/4882812500000000 -2625961612661291/4882812500000000
-144421185494049/1220703125000000 -2424259590526773/2441406250000000
-278151183140021/305175781250000 8035550266673427/19531250000000000
1800932834644317/7812500000000000 4751307269744131/4882812500000000
6232848480602533/9765625000000000 -7517914036385073/9765625000000000
-2436327576735491/2441406250000000 -629570220099173/9765625000000000
-89551122608469/195312500000000 -1735729503575167/1953125000000000
4616468240982739/4882812500000000 3181244341545607/9765625000000000
-296019694254493/4882812500000000 -97476623353027/97656250000000
4746635798348243/4882812500000000 4580491690629189/19531250000000000
4525347687167933/4882812500000000 146709753631313/390625000000000
-349945417701829/390625000000000 8678435235469069/19531250000000000
-1185313758716173/1220703125000000 2334402368510157/9765625000000000
-8075576415669227/19531250000000000 277868030918879/305175781250000
-3691685246663553/4882812500000000 -6391656420591743/9765625000000000
-7089695269334987/39062500000000000 -4801717022388269/4882812500000000
-6925823427009931/78125000000000000 -607948480273303/610351562500000
8716699627561589/9765625000000000 -4403019332627629/9765625000000000
-4109844815285223/9765625000000000 4429351172431979/4882812500000000
-4913950106002951/19531250000000000 4725746111185867/4882812500000000
-584891458288507/610351562500000 1116447153288521/3906250000000000
-1588860506289407/1953125000000000 709923949816427/1220703125000000
-2358440379809361/4882812500000000 1068866715411729/1220703125000000
427511123438329/1220703125000000 -285848556792017/305175781250000
2191808545756353/2441406250000000 2150757797882861/4882812500000000
-186835187818183/195312500000000 5691735455196669/19531250000000000
-315798019273653/610351562500000 -8356851324659989/9765625000000000
4914770502096093/19531250000000000 94513855792977/97656250000000
-718774126674539/976562500000000 330544275109063/488281250000000
-3802618066119271/4882812500000000 -6125995022322361/9765625000000000
1193490392935009/1220703125000000 8202043927531859/39062500000000000
-722175662118293/9765625000000000 -1217360707853707/1220703125000000
263335174316283/781250000000000 -4597070009747941/4882812500000000
-7322795524391171/9765625000000000 6460967214634481/9765625000000000
-969381939987699/2441406250000000 8962823780005717/9765625000000000
1440929740590403/2441406250000000 -315333411774999/390625000000000
2283129107165323/2441406250000000 216186545249921/610351562500000
117272648792779/390625000000000 2328785698784729/2441406250000000
-2134469940112917/9765625000000000 4764752609406373/4882812500000000
221307123453729/244140625000000 8247298470273167/19531250000000000
4661732355052461/4882812500000000 -5810486189658537/19531250000000000
1387773361358419/4882812500000000 -4681446678929517/4882812500000000
-8205619597858483/9765625000000000 2647415657573711/4882812500000000
4606083466085661/9765625000000000 -8611122269720557/9765625000000000
-4830512951579623/4882812500000000 -5701943723483887/39062500000000000
-4867552583054237/4882812500000000 -6171724143845003/78125000000000000
-4099610661512817/4882812500000000 132618346526477/244140625000000
-3352614765733921/4882812500000000 7099811868701631/9765625000000000
-134740642041953/195312500000000 -7069641440407761/9765625000000000
2329504151517393/2441406250000000 -2922669699031467/9765625000000000
7722286649379309/9765625000000000 -5977768860155357/9765625000000000
-4688359928418229/4882812500000000 5456942868322471/19531250000000000
604042530315641/610351562500000 5601975026740123/39062500000000000
5487777160512439/9765625000000000 -4038927254766513/4882812500000000
8029489986668311/19531250000000000 -4451102511713343/4882812500000000
121572285678931/122070312500000 -7049899908951881/78125000000000000
-6880771359947419/9765625000000000 6929820858633529/9765625000000000
-976635232552783/3906250000000000 -945547879705087/976562500000000
1343859809360163/1953125000000000 -7086497862857693/9765625000000000
-3666842067496143/4882812500000000 1289721034158743/1953125000000000
5925923152619949/9765625000000000 776214315958343/976562500000000
8467499706673011/9765625000000000 -4865067353913763/9765625000000000
-28238142197439/30517578125000 -1851649382639421/4882812500000000
6991387738133107/78125000000000000 2431610698359033/2441406250000000
-2156461412732827/2441406250000000 -4578451533754009/9765625000000000
-5508251183413383/9765625000000000 -4031953637538819/4882812500000000
2133554261415553/2441406250000000 474705920103737/976562500000000
1187600962889707/1220703125000000 4517558911184323/19531250000000000
1715241593004183/1953125000000000 -2335384795988491/4882812500000000
-4678622069120241/4882812500000000 5589065674328451/19531250000000000
4820779955466449/4882812500000000 -1241355162590717/7812500000000000
5312752667046231/39062500000000000 2418720579075583/2441406250000000
-4873802038194999/4882812500000000 -4743982533324251/78125000000000000
6407657071299709/9765625000000000 -28787064915763/38146972656250
