1000
640130370540511332/3383424607512344014 1964095822879910476/7779046577244766435
6813278106792355635/7124000993525623659 2683080909455581198/5872414676406912045
816356069547894599/1299477131380069585 2058549015833435146/7753584773949830240
4661431257948282518/6886776248961719116 637332105911190722/1598309249669286450
7170612405363076255/8981418001841698964 2216427108352323081/5790984069007756654
1079803252281113791/6013854105075577385 7210792827740773115/9184123880394483468
4534688464650590399/9069539201323092224 4117310832202712769/7848867333576970316
2622356526271087784/8231172773005032754 6514869236117357835/8188591773668933334
2438550572024244132/5239853513490785370 1512329116328431473/4145441090799075826
3668859380735089786/7900721877101206309 4255775447325677137/8705731762181286548
6545996845806982483/8784961856813666356 3416622892098463617/7205986935648824746
3361820769828143815/5457359707030529436 549856994797365648/4692356176182786694
1727626869189642227/2099822534101210725 1618765271796726544/3971410547659845245
7548559154043142010/8259121018194878755 486099627986984839/575341326427938106
4071418251445646000/7494300064823245871 613542845066573650/4867243589030638560
2905026002791772665/4094324931549637970 4762253332188053520/7991585361662071992
1221057229093198102/2889479717360564112 886634447604379547/2496344122838955528
3018793944722810937/5552137116068096089 7129421459990624795/7596449252931447406
263970823278641425/4711240102022122911 1457934553303916162/9019040656699805034
1994087052039549329/8809141213030162336 8039687287018541804/8881509170803588239
1051462641019100312/2693919004944099623 766010377785333468/2858423788749439496
6871546096111857328/9124572212639955718 346233975866051675/5196847715504744171
740209722725451222/1445699313029148352 4567388682416792270/6245044029032902968
1574798723888470422/3571467325349483814 1214882802994195823/4910879895336930241
1155420378897556715/1563498877179064871 1405170061440769122/7482386406049556692
5892865547520066650/6079077562745979698 1245949628637163474/3951300090735959831
1589405746051865023/3885272850876013262 1878718691420909713/5120701499088284652
1566984384421858993/5937994224395125715 5150633795047622050/7116224566640462647
5466774126587614473/7206491433412291384 3796883693918630925/5835834654687073934
3371820320028958647/8736797057521458423 7437892098080090665/7592944618000788014
1058455493144307288/8629422185292723125 904913514399964166/2434677622750107923
5266703692055582480/5696956388741506882 1178845691645170608/2467173865527690509
5961550936305629546/6671599746835098041 4390328318332465618/4414946797879537212
3852157976910591675/6563750678796247045 2573702848050653077/3007385827488474008
513138563222339780/4924441858928522860 2553735309619735984/7988488033718484039
1792226700672505830/6928331337149827280 323785814264247181/1074090732560287437
277113165626337831/3015484594109387117 540734323884375809/2286604742089921890
4448092625820533687/6538445840537635957 1178638853012572955/5295537754008778471
4165970057742343860/9179594663789722547 692075764555343105/2252528173239161758
1437526606541390248/6435535911035103157 5190811357593412411/6877196834776049169
5498730042543868759/8363186644318653254 2107819975100243132/3285731741843622965
6685959719669813512/8182779659954202638 5986809720037243000/7094810678781335715
680047893374330461/8190733371107490382 2227200105679084300/4612833333345823566
1635597224176646301/7597127542117511519 3611155066521298268/4600007352757181677
6908034515017084862/8512733504070715146 2152580467039055171/8963534864914718424
4673696231052606037/7608840723546961446 6744520490692140935/7078252424543127066
1243347691041328673/5945781163121624698 769691762960134990/8954241886991364366
2895552650875653350/5847577498627627692 3922309182285230453/6890524048303003817
5554455705871570986/6397925458469873728 8115522525987552929/8462210870873844665
2983711837077504234/4283027042084783734 3669057699090352354/5932604367484252920
5979385512311018934/6863042344429044374 5818895252390107491/8087766342481957679
1755856172130331633/3502186777770344483 5042655160285691815/5854779961703646628
2129576432712133955/3925192825945366878 4729037821799439501/6636602795270964859
3733298561383670039/4204903618548945035 2731158481289882428/3717411954278705264
2248365174663036358/5695556349915664084 1195147070752683707/7090365377529743854
4113901155631451639/7350307304074989115 2854435421071714758/5470393084560088050
3741778980844005366/7203981784753355422 1675327272204987193/6021242610980057910
2101064609034672783/6663930915007063125 8607073246716640688/8613820600491781476
1292184074278113232/3547497417113217037 125384039929457606/5485659368933002388
918347080323162622/7334194916719185417 3757153723840461528/6028068987074297848
1005866482439380866/5808845323238837928 1695885287412551681/5886230514088770118
3550877599612964120/6532900434040428182 125390100987797588/5273741247141027727
6960097989901139927/9048605335251541523 637496049521417964/1600606749072243523
7358320380503126787/8088480812078232031 4664438210743255285/5593108090805223914
