1000
4795474097093480299/7154260177801821335 4153856066155738955/6475132661428809628
4843477737108351697/7142465156142190262 2113363138778343999/7515161291046662222
1224593304023910748/8552694002087287456 2165205234197297891/7624237811499619128
1064981017909759736/8130128316489049506 1248448054676764809/4298466106376119982
3861797609875111791/5958392019072743617 2180763435138535148/5539818718779380603
352218698832292439/5276684528446334746 2495532488741438424/9183077339036696287
977980882110359474/7364742217729960430 3387671368011786498/7493118847969455385
1323862595172010777/5274272974213029936 620300037560517524/9060098586937595612
350894658484161077/8054694831285820352 6327087802290606058/7350514538018402014
4205970677896268220/8233465001191589343 5487750392486981235/7439525206460092765
798848021677168536/3513225301935995149 139466841711220245/1905248198612214227
276534201873477719/4671981715848605459 719649554064223506/5880190430187182895
2168945419468715250/7899096658654047915 5779469779589299483/7766250829016865446
410599224490646138/1439369857871472057 1760611579148417331/2688975019860039222
2544885734538443084/5672852743628229503 3107955747421489096/7203654371654149981
1877868134781669434/9024739226922105325 4259644987474913062/7266117738095566195
5814368019749325505/8018999755622672546 3402177971314793155/6389505966049236408
4222024503915695742/4908986611464700581 855349152768748469/3787935783162432578
6152934729038019681/8989242639909990833 4989756814924534599/8297439075278543819
5451446881790396661/7321088033786926573 2191380797556434517/5673611314430294611
5287037952059595157/6813514738158085001 3740339154557042717/4288071944970173992
1141245786052818786/2888850077580156012 7907706679814275434/7940552961651802960
2599880429556750558/7693659353492067683 2879556406236621616/7800948484231075506
5441954717058996821/7319909555053096648 2676913582777940390/3085917983751504121
2843577559873242993/9116396553537996952 3359614920036297571/4817764824231708571
538162671214324543/1843734986488651045 6241580422040766765/8146069083182905761
1025482308336461922/2186476055811228805 4089973246229175733/6579892895684756152
3477202319882682473/6601928281910921180 4437631997877863049/6761353293715843878
450834065427311008/4279741484955860614 6604786320449198677/7217251686618112995
805565937237857737/8592347618798385092 1803064484864203945/8004847329861148312
1805919261632412248/8847459769150172075 5833313221871296943/7295461338488759048
3224409122153634985/5844526005961311627 3835376893471389867/4076786073182006614
6908493326166546634/7533874820273740730 1814852945406321994/5802149638414621275
1271099417970096156/7457453602873474517 1661765147768923558/6966238534038922823
3252613836503561366/9088834967172296054 4087457756122464438/4336526456170333481
8070050805659508159/9200927566370589385 672207109448263903/3258107783410633756
6889734234232527974/7080264034750639287 3295067806476980092/6628497188237496361
