1000
7298589027565845851/8352568939232100366 5486127658161254447/5807495657549235327
3289204530015092437/4718854252317025519 2979820108451121919/8971567131620660255
4413886722707461621/5208940690747561212 5672204428618319415/6101134292662912972
3272883248453042314/3329747055550377466 3040523027222355282/8923183778615823406
7188059097473651642/8080030778021947458 962703461001963132/2679945578082911326
8798587869107023103/9199047799682940502 444518754365376061/1268451067383443592
785814134650950230/7379964149613904661 4264904632096411699/6494500316417328890
486937718214451850/6241949077333617081 3060273607511592220/5361914623961154416
1047116937165022142/7742840647110604111 1304211027067860731/5997704169157081920
8801883003748623414/8935543963658287243 3402378323039526051/4488674070771238886
4875694123159527117/6509369132628817977 10424916818119496/5344495438524939183
3866581889427641250/8453896163054607383 504253090758550589/3515961122331137582
1441146123079901359/7730651068562787060 1481249623391148256/7875358854764283574
6738306034571098383/8291513936064061183 365324128590357297/1322913616854116338
5217599994671236671/6091257653219652949 830251783291498532/5388257157836938176
8159877689277368502/8676297306276219366 2861123692461243833/4005231571223284802
4308699778325869040/4727929973620677514 1411882825000065243/7597876914096869679
4196805016378835411/5796712229751603690 499947036694015353/6142415023618315928
1993323146563202548/9074577699700642971 1800950349756709456/2833714336018302778
226730960660282569/838039733523107343 6497808037446969124/8682929769787412179
912314825657587138/7387248562956520087 390546447799028052/2595097100738681740
7525725086499306788/8429021391181548872 3064180806131088296/5908587355116080016
2644993591865618695/6186801314291757041 7417739037052555149/9041398689359165264
4411504531400527879/4603764869255039998 6682974610304907968/9094195886965332547
2118493617044274171/5698541127578685694 849608806122613723/982958617301910257
594306005787537971/8213274768244640149 458953002285947656/7467152507550485962
3194932905434695628/6756483109393208246 1059449569347093145/4898898215230128621
3409636490605168746/9160518760147167369 1906676187935269635/5566615119821010759
3356642638452726336/5454804660694554064 165311853346697015/4353900573188737416
2540488693527454567/4816370513756238597 4395443510058265747/5497518909936568138
4441563985084026021/6220838696944180152 3613515707953946763/8084421739010949377
918737958436777409/2567171715007927262 3426488961519271413/4126097757141865924
6245330978376530122/8739823163072087814 4013205319011253112/9023413843341293564
2486022298885852167/4406664271537447397 3436674962566937050/5729193448025887023
