1000
2423834090744582012/8729450765724757920 258726135139000324/1865268028883978010
2305055138692552661/8549775649892488993 4887577458295654724/6288812520101211623
163273466192655969/2344164634430660655 5926033468395722982/6559278885217808734
3359720820064790998/4694696365639066665 1410378081346390339/7638216998222362938
2145215793603124951/2373069216029254092 1460046795948023231/5159904448617765502
6713356660336623646/7708545460506788350 4909832843112154784/7775826387110707955
2409166546621956543/6708204862245578228 5720658404611538318/8252748591645432873
3164298505608935335/7595206005913794133 7918902923526445524/8243656516728581926
6592213870986776154/8048973885917675095 144278464559588722/3852771421661711729
577505758084409835/2911939922394189750 622948042807696540/5957741220818211791
4860221715105397271/6990350821292613176 1846078331788270516/5639734922463162782
2647516118365500117/8611011734548590224 454530021906332182/8657665242350813587
2577710775006946031/9164812960939347319 5019197160983864382/6260893505873982432
245149701342766952/7226318897436718770 3872937308103457966/7631676375958305312
4739102252471332432/6545014399876562017 1400431778744022003/1904259799644895721
1711658507761427538/8565238672733919779 992490766651898063/7685787104797704138
930210109811546091/1936754887605561626 197879337643557570/7200456609667097578
2682645195491355824/7742848329549619958 897561401252954915/9105465172143434122
6448856487999361429/6937911763298152705 2404427963751902832/7543475277296129656
951434580255737646/4101565318813030997 114098663654881364/4140562409258281652
2860344949289881047/7065388775225318629 4449999567964959500/7020649178902931512
281823038488948761/8938435743822172471 6624379469602426989/7988022423656892517
8389861263124746802/8465283716111070068 189712011989384096/1106614875695182601
5152423743918715440/7721694107758080258 1254862826938245965/4037520223253389137
4819545080597919384/5466591124716398698 482247999272361746/2355867069337859889
1002957903510610289/5958124968727390304 6414087136557878098/7187985685841860436
4455631031676079788/4468378990536188433 52778937812158694/2696266212188437628
5236547506176261274/5477432293373482052 5292817425099401245/6089896653961672620
4994433469027265552/7345461169260002407 477171391039944182/3712678094032718640
3320699422738754358/4980253538693989419 6125249406120438291/6609926820037507614
7578098724902158016/8952219619452420238 4792258485796164372/6019566438098738661
1898927429469978259/9098098915160244197 892637937458511861/7338791102175154112
