100
2348372978002423240/5164360454755198003 6065030782132110964/7345204465017168370
2981004099607788102/5205053381231857611 662550140302834464/5586120735764865647
935047396500384535/5814015144582074441 5573808691625675842/6370135499361613575
468892566936807959/8097905881198633181 3165110591058985485/9195697493554766388
8422810052734561074/8998930810402130543 4632729436013684794/7040872943355980393
811110569974643495/960248784279537703 3550276443297572974/7593623369659775186
1817430806166195283/6704664327289379649 1353230789710389639/4320667415032962241
766242541408665121/6694515643897297442 7047660278035728571/7185256693345785848
3168784838068872151/4976368505376581147 3455855739729069239/6846283416882914683
4025394298380329461/7566564034156595376 3374518216003216289/3609442885880185833
284354405307112632/4107831047590897311 3622837368898136964/6033028567952897669
4217315311672359986/6874091318207826655 5302151531016881160/7380774996088064062
5260035891777073040/7330467294507119508 5791624869267793710/6387877351369874824
2182048598258291094/8736971928335475957 1418472716570310280/3292463693046031623
4324229710537094726/8322722274806120674 6647689456641310557/9191174791715809356
2935680751354859709/8601741746336915165 340479080266834973/8615837074026923935
4298831207543852177/7760270020454386056 415372935177629827/4372582486061554304
7216307061939700377/7317715678013818906 872376340094498964/3135870641007244324
4061002339436644715/6997329091362541049 3489478606015700058/7802589471098026242
48338102445471076/5227170927769013359 4100661503530895951/7432568497346966494
550762829963496124/5924519958511075391 1705006798841005078/1961867847189766505
3781184441843184216/9159543489888574164 7130301020958606062/8495110213796262944
183617356534399233/8381938450428433479 4018033931284988708/8933833114192823167
401208072055207111/8967331562503244828 1077240586282050460/5316326730210213871
702762911178317510/5185448642875735296 3707576530828903565/3910353561371477230
1238472363572779737/5503129004039077803 1931194208310740004/8348901576602277194
8773051930837831624/8925305673345485628 3593628758943288769/4682721407091661028
2023049650261413524/3797273266773392878 394581675879741558/8717195418925372585
1117374065886542972/2120039871340281864 4238078812566470827/8710882109384947386
609084038345800147/2381805471804513776 5149252803408235184/8200027929936300186
1110451372552582788/9014497068247120936 4547248164742597925/6526468422672016557
4549625177305117521/4614847915654859895 7374097781258172739/8451545181545241599
684855862703198788/8535329143900310147 7847739580617716056/9026481600190107042
1199820728251522058/8359928531275716312 5872537610834701223/8765634169258354451
858039466464524289/3185425982504991779 4591526049929385571/5715734277196775258
3044579165075161809/7389002465643169889 2695158688278628251/8622685877721695798
6773474058475520975/7630720581371405276 1706279966541718047/8741280547068504947
4017045877577998741/8090509427453849938 1786228089430446178/4560473569834527503
4561406952134981149/7432406776066056855 7066349289735420917/8976500442072271898
1829857462342145934/8896224680254943302 3919017524937918895/4160613054067142683
2815883948069120201/4296076900607914826 37935591261452553/3200177391636602280
4509137055152744170/6406266204121504731 1930315403394208334/4541968558907195012
1472601569413864211/2021628500903219171 5247759648022967805/7289141733497669145
1623694887561736484/2414466815052533753 427791389494970580/5178531258808028660
5428800951585573932/8622216162454405675 4694033758063281754/7793505366336781090
2924904141453033583/6631688913640832660 1154506022203755933/1440637086242568726
2095922739950273683/4928072774729350041 808201704354617776/8370252115622608635
344932390598896221/9165453755352034251 1200890796977293756/8491498668812526665
2820722973217100208/6768836629558032331 1559260072820605831/5841161419690234422
4225629989623212129/5357526081670969410 4541639820523047747/7988070649848212487
2802887844278962728/3977201361485323577 30460763466153431/1913642711753676763
3391740832262241256/5303286138239705968 2718479588249245433/4536443863558525046
6708446367904086736/8409915874605110949 23327187944339407/1635090838791725204
4423147519586209789/6844642002851901957 511200196206340950/1088742745091689786
2956037726742697869/4730620610448330544 5865584483819206330/8037286283870872359
4896067690202126331/5402492199976637094 5946822784133397899/6740209685534133183
4935939617991536461/7068384212625505594 1074510542015152140/1803789168941701850
585538468142697433/7304008490516864442 5599812402581357358/6126646079600896974
3471690480898844491/5284134572700390283 7102641878806390405/7571801106632020560
787561720418530945/3991298048120793123 3827617174374970118/7932930600226432384
699911005870434146/4176441870690735734 91910952313729570/7373811655044073952
872487432513614969/4156347730070620698 505408772346921520/5521182293350415519
6317050643116837201/7184537778002879558 436271122125358511/1492789703265457681
1119783801660057465/3307957462357333370 6133228913385393190/7677654562772736091
