100
1242312109040805045/3378120102851606087 5255675776892869301/7975284022878758757
3888026607722924266/3977134954280748616 3484168442033501900/8859114073140611792
6425286260270163019/8886568089336422174 8575005396373205883/8703908259408455189
4839982272128768463/9046434225005090490 8478227795642062143/8993217395755108747
4338760721868155966/8778617883087628656 810419352611061199/2112107848644480942
6349448360192998618/7559749667628843567 413426683647454173/3815410353583785707
1355161307068977298/3522616652950646285 8672767278313286347/8873292196027702002
163405247429951068/9178919958557964256 2242829836919534462/2513058825157960779
5496521864530313724/9143233419918477670 8037162224166670140/8648184287521685448
2849962093550286101/8791389707441583697 192995961836064267/2549959654447715294
2474235303251103082/8101273213267782927 602889559191638173/4055588780090326647
5875608496972358327/6468384478258906181 8176176338756569437/8453857032903182122
2462083343761692144/2789302334362631821 2292841930416826168/8708657942936152972
6524304384259721334/8601117441321848008 45028384756883473/8074857050842434742
3470427867984896200/8609747098861241141 1431568342472974412/9064927902733917764
5976940875923073977/6018472119352262683 2259687389201373090/6634633346157288927
5080525767057466932/7725783835978727564 341895393209213829/9116873323768097079
1883169810772158652/7864247931245910290 1055073236090884862/4274011774918647812
7037291054968135994/8539258828837325842 1576679207255081088/8864059916517232859
1737438108122529287/1778148500621405811 502342530126569293/2380710528287242946
306550157308377516/3388185493741156101 4166674556358358196/6188588661744374787
3828200227241541387/8247034138965464586 459952810877411631/3675362008927847009
1552826294726791786/9016548663781894718 363726344961492135/4433373210833305839
1499074915101867480/2227328517484269950 851334926671385798/4555709114171443310
4431640584849001597/5386679906547496733 7099570328789567216/7450507665528707914
3766521926183700881/4297815112982406636 1406842329324507676/1677352205118804050
4895068220367674880/8569596719421691951 8068632848056598783/8882992127845630542
6540609070417163824/7462304689975868381 4737509104674550770/6460999980304213748
2492128561248822823/5138140821217242377 849431498691608152/6483882960454958429
5872628364089903084/6291930601760287352 4802964067110576476/7508036494398745320
963669202635050280/1691124815059394348 5811589299010863870/8163716059377077756
2583607393187333962/3540578131089183757 4112359911620967122/8325703898824435601
5352245586723492503/7405022085975039176 5330161870924557827/7945364679114922439
68714748619370281/3818742632429731838 2231212042295319026/3673743488519590021
7252321977029618613/9206421631844270627 2031316564484563719/7734659996646520077
656032344747976346/2086566980465315718 661377628358274004/5477217746018055776
5456900870696092259/9110655363732731111 675177166452070451/8546326042493089614
181791749397066987/838073164702979346 541112594146922543/2988462653934003661
1625253820380602514/5504234153922708546 209390596926812049/4260043699395946491
7479885391143206284/8478076728586761672 6371273086139330335/8561035682596033151
1844924405921250234/7277297417450957461 1028335014074985136/2991022747027177410
211251724186784897/7309630734118665395 4372060974211445836/4921136983849069817
3161654546425876281/4879864930211009712 5244128537993578489/8790155174856537632
118824693019187711/1786032207616401901 2095336667051452484/2366108276768718100
6687893285294676330/8754894085393009098 2572149994386187479/4302041483024765447
5823135612721595912/8520852782359984218 7553511821056193688/8810310860145943762
2134380756684525644/5270174419366426205 1161682755470525106/8489973794533106776
1945166421784610089/5563928756750575046 2024569089761813295/3518700496423414113
4111075518475328598/5471733481020622050 1557867099680357261/7118738752744438960
4414152281502931536/7945279873907996745 3764928705076135574/7925679494303715583
7558733050735654125/9095801652371888452 4530636316170045121/6554535923776360176
4946991222766175352/6670441778226479812 1562873856137988312/2590713443703553395
4291321778408322492/6199275359619507821 5661485928107227562/8342821250039093596
3941693514307093953/6934196203185456293 1688376364681259502/3389484365867333057
3261419985266487380/5929395829917511096 7921378994571914197/7954791980453471903
2555217490556486783/3872105317673486410 700952185351124808/7651649060429095149
1338024601326469426/8140743347293196280 3848504197961020080/3877753953938041811
8191490251660173310/9195432819587863691 5899797395281906497/9048105345844385810
3925212702652802548/8703054990126224376 1721353089857352553/6349159701378980155
1028647326234582432/1655104889177950473 2286470591979450913/6965360716280746094
8347324244923353514/8791210576463073598 240980035082467814/2965056240314301549
782846305502804091/4382473754259445318 1547514509480398071/8649704005830176350
4151629017810028198/7992619358143442798 4104800454851213088/7112407298693829315
4143434107663295501/6387750514201024250 5642744407121134608/6792993713287778861
641220364249685347/3178778648092672345 4883747300735951963/6784829466770851458
1854159159315176572/7098529676548583277 8605573639576447749/8624421993352861520
3569030263531138030/4571584546397246806 740570456666220159/5606747240743488416
1616772548639687605/5234029976234740396 312682237857232532/5324740068616324026
2360090701886160040/4000885851167722766 5493103279654445567/7290838026726928714
6188975728339513045/8894215318914777903 1355725038982007162/2921608824747318499
5709993986732212924/6656827237690551237 1509639368613382157/5360585364066803868
