100
2890602644162143061/8875603400857265157 5281086456553082795/5791761846237580845
5957410007108952317/6952280666903119715 4891392304988439983/5684455532833150438
2114351930598363345/5644649779510085763 4567978401885873284/6379332392202016114
8859324220900004699/9198722058786709341 3267597410470599402/4722888643258815215
713290025605084864/1394106760628637381 4547974402464745504/5134273902379806960
899817376276542353/7804721608917114804 3179874683124369033/4841705512157222087
4602999244842615598/6254765354911515793 5965937535942910437/8284123464821250211
2489592975741201980/4673751752549166525 1854310123232719021/5562824265123194788
3189079821288954580/7210855954410504243 83953137845433328/8091520901331955574
925536209477758037/4483725377211176894 4894631035623986748/5904834749282148169
2877974347105651022/8851551182263305448 7017093431122718592/8342900346901345898
4966554050697212540/9163105962528170241 5901005573399979257/7169901237093472854
545288586512957933/7173820141021106016 1721124749826591152/4388402168465734202
407148131358115378/2752475675267813447 311174132640128323/7403035380519652417
1698641116157703566/3514813900754645410 1419883130925424936/7854177954079946914
1696805892439246022/8787921045431736316 369281852383390066/2675957076115347520
41146925433968547/6401795935665376472 5873214375097794728/6513719246761545967
2441301727747951579/8370921499680697670 3607483070168125145/7488790428131783106
4081961204920018720/4690494769152926183 4383880967394586538/8749734144283052688
4058907141089208813/8104750628359250952 1758580427442180477/7582876034648089437
6301065383607232000/9029812328326743725 1674006864448473472/2640090047132986752
2856608590502561355/4237729358675342455 4495599665748239463/7151418239592839940
3031812703213939115/8640443541009044937 5866888989252690167/9174627792381177425
7239509945272308004/8710218246213715972 5343351999618913294/8067249007787624335
1652154061609436658/8403998209372003843 706838639176030423/8760847036127699380
3456034238514588938/8524378257611442420 3682394534605137428/6874131780798908395
8311704793605944350/9048198870475200020 7131937053817534077/7165446354939609261
2891520824649396559/9118351014811201163 2130593980186557902/2246951406999228923
2143922608241118540/6034076424822713502 5919872042681517253/7052682067506879427
2889090408536642167/8162447130460739767 3730539268464716666/8256504109924512221
1367566619424586392/2043521076626953056 3265576896073690688/7077646683314367486
939718146792649144/5035715933466194924 2419289388615781593/3199771220541743563
4829273070507709603/5912032306048297494 2613488163460826637/5332316633970794007
4329154936965287393/7930443325155669301 65059957929593464/3959969707493708690
2541176725305122236/2727523413301116173 1057121920756472176/3598452560545650591
2268112332972023891/6348802659563723073 485907673090921179/5299240342356585039
6646285559672007174/8046195135967011036 1829740917526389299/7770773001155056165
784617235657611230/6390804152631246850 1532449787392313812/8409806438240557526
1523313787978240417/2394900178319301765 646680114507237312/2647168427380324243
1543862687704097798/2360001752337165017 4820577086494323819/8901903946944465904
4869562784413787642/7834677370763044011 1077389410310665112/4434806257928113929
563694458182826793/8347557111880826136 2374722185254334935/7738579702154673858
1246583261867122091/9019255859650840921 421631190302932247/494692881284774771
1418444140963868242/5706237799723704620 5704677234880362045/7811995634141536345
436036400078190136/4001825113517018137 8028308659202468263/8709936091667115617
3244558358206169319/6271460619255661222 1236596097580823553/2669332923166510179
1971802635090351633/2411179777657518607 4226981580467119754/6498432244880797605
3796544087106886125/8253663557033403736 171026839316727939/1380125230662820577
3107670256956076775/8139333834338215817 2520211205100571935/6735916460713062217
8243680117540140770/8707714262053218599 5763185178695704134/7435369672671559374
2515662915711071311/8467156142791508209 2708426851832903389/8642285398671898922
2497373643536657977/7207046471011848410 3571540818392733916/6534578524687713626
5156621898583592359/8466487013256487210 5004636215101098429/8052134219720277381
620597318284938229/4907994534292991138 7531764289035137636/7580948335937481885
3369003873445285142/7284618093433467543 4195430642299430982/4844602735728820888
1208283908554838819/4323749069407028321 991248991957056426/1551163810431781937
634402975556555382/8668468630930642346 7406733920540941552/9138336405429185064
6823375649130326154/8220375576733569408 1326853947266515944/3893176475816173821
3062504520296817782/4512524666666668001 805432204254348001/1776028442454257824
3226845811528648544/3748845333571615556 24891545970789389/8557693014764936101
5428163854132949645/8367988151903140791 2120504291847659794/8199831878700104467
4076139162487787610/7069149286133140216 1594717086709775265/7990857379072160899
1033458557701829597/3848837539751172130 1358678569071066072/7185440429061066930
3798347369041169318/6255500009593801063 4217816952640202497/6934419469885156012
5093618614104229352/8915040068400810271 5315119892924675227/5364982624806165747
2307404213372653117/3832389548779429836 3279726480518117981/4166116903360030681
2426650905895156623/7146806631885706044 2860554168819754403/3692125476870893605
