100
1088850032841490162/7645800939780642851 203238994273854965/2106918856472531191
5067876748391747349/9075355442927283505 6142451968450171145/6947298817186265566
3821135504963212030/8887901371551585334 210266286852287217/1785222653589966155
1512521501014925931/6516487537583373750 6040848863524168640/8708421563726103943
3288676258656074802/4959440311223056276 2921581570496455051/8019070344723691427
6827601982830437405/7405338220294688564 6822078744027178929/7754954342614565098
6965052161737543577/7281467883550872483 3875838166284503317/7992041791219948795
4734277576290293145/4760351606402960665 1133349880553016194/3522640769320934815
1932896611148436739/3299906042569989795 918961157085726296/8891169129427052856
1258894147429792988/3934000551833432422 3821873033786592632/7857525480727765117
4474739948289491996/7823609459380795149 1893963925985319283/3078511010356290034
3734973949721254135/6358456387540273818 826420335336963957/3854067560585051929
3548333848497116380/4238123763597504757 3956329406295625241/6137392154593654224
501803948961264563/3572003664326637186 4680495896910627939/6493103041703602417
7593773480299154228/8294438320894241972 3112954874035097501/8394863380622415749
152249224368157392/8093202007896603027 4218441599171048983/5241247974942265963
3180309023319637927/6100573529797989180 1145115922153706372/4721112306360834365
1430244659502802693/5855519359390951397 519188524046809589/1638291221859301375
1555504148467643936/3956340198115859388 1432629302456825827/7630780157845852389
7991054442393120326/9083607995374534646 3634429519033434982/7603947656060845005
3617723738548305283/8989623811983731862 6534407105568879884/8972601651692123899
3314333652016155358/6018505818565165954 2848550739929398213/6281473606166048123
1601189292550914494/1930018255107669649 8831635925021758598/8921237902687358427
1304142332967991744/8266267435973084971 285283263874445040/290611551781496184
6109077742333680377/8250397827213461431 1656799771939470891/2580206543138805289
1901425524211070794/4307649657397277397 5171402095800453796/5458089573200143318
2148528911628056582/5234823186441350395 4750943642896269783/5736382032678415083
3734948146570708456/8992932989347685449 6523293098952647120/8601087302798644628
962022528288061349/3410995786064981959 4852483493037758946/8613118764770902656
5392465218187269866/5395070004132231901 6730107041980561150/9209563110237094686
2123575983005627144/4889766662870399511 504496857149172376/7169505640312386020
4937078184158909710/7518282407944808817 734986597110689981/6531122632209796114
98223401923146517/9186953551000255821 1046553830842996773/4889031377595755127
3613353328004415067/6967660014833957214 5473177727692771699/6378695824474993750
5468705874749356613/5574348239257268880 4793230285939355754/8004383167981681842
5730462917431291734/7342876842591500351 4138387884601478455/8796601495105175939
1275409520155916938/2995831143189257864 6054269227141788311/6831683058997976271
8523875382140477032/8676538855388421052 1862843143396551846/8895650726160997787
1272280349090384574/4334328364462405949 7233680126712544376/7261684021911354761
913041416210568737/6956607351134720706 1936350763565369516/7422596482336231150
1761704018569254774/6253482732897123802 994397171971595403/4090186400948422020
6191254394839341328/8707322393274809229 2842021442988902147/4098475221857153724
5305635993561256219/9060015620575496669 1529390424455689962/8845844129378568185
1643691847232712443/4618365863485080724 111794576849446138/4385683028938073296
3146863240452147502/7289278678168992360 5488642214455360127/5833569645533491835
37376935092245623/5772236219203604554 2786055941565006623/4442588678758324357
1276991679135849883/3362504985731799526 5463656572075635613/8722678121554901142
856145959409173723/1894092943187341236 5444576884542423612/8952709613278543830
856474428920493070/4497421413492485119 7967058993084411226/8755054850524330446
866337526379933952/4918963883794561416 2519322140309620754/5395513758564450708
1079673149676981444/2091687700417624018 6936085236677792867/9024945136492167018
2342709726539871142/3393091061876629666 1844663326568888805/8734325936753379360
2716926249967265631/3200044893408254408 602350155124781920/8608562006549360595
5903620752423063047/8471572555235984894 553739339018310341/5096993975156986556
3464937423388912144/6556284456620376149 3375631189308756715/4472219661962767055
887625261455814711/5747230592982794734 5399716996702068242/6500060942239288995
1322935878392758185/1440981992901038551 3081698731079799263/3775626315722066832
915012804792397280/7822357035614029306 135363369512201200/2534003851260196337
1582673442986199944/6361143309603863377 5069487215053683876/5974372358246243711
3466024578682890062/8609506408559510825 3407564813530736472/7596604993455390175
534047425578212940/7027329925801773182 3333411523084330687/5513684873880495251
6200847271042554324/8601934284876371963 6799943852153024070/7925632542477770237
5502612825432605597/6884016064975290756 1596034675772187126/4712257365687634832
914722016086751331/8474116508647766369 2981038224519157939/6729640824467930496
3650724561176714247/5771369392187430443 334561657937673734/4093636335533243911
2758345473166639871/3359630961647210365 974849021131594095/6967587093235933876
2179604229571106326/4510140469948925781 4131256644798226944/7484088936221621665
1715070786673345729/3705021496361316675 1745825285265985538/2665422108215277345
817331280590287011/1698658925772075427 5648689012276854561/7588565654442810017
5169804319707424050/7948987296901527141 5362472736433634082/7284421434196926238
5992506390569644775/6746010316827902728 3060404696111979927/8970901362264428266
1575165025764076559/7322524420465135442 53056650772551639/8338010250821964478
2189355317054487181/4374178890584978328 1655476534373575078/3869852101231887500
5232065746789418585/7744550036263420575 3033716603611764776/4021488071222718869
7103845877898933000/7492687986572895335 1137187439602349204/7087540188752506699
2397549343631325971/5365823531780613945 1589455456229562814/1888513839547802653
4177525082104897061/7246380005678494734 4209782889298977852/6755179638202808158
1161545851750097622/2422936091389893083 5296279445309625132/8917996742638239548
3998972615262040657/7378405857342195008 3297298080110953772/5663637965737884360
943781596324563589/2125017712227040461 1132851259190364007/7155536863985886964
1515693677958589694/6620284538961435934 2706300077405561225/6145069223847275659
148581132232789490/1558202605117886018 3003560097867684723/6886275994502809292
755678501584178146/3517484599177436685 4457083925852192791/5901632826553806633
4053807569021017662/5366584303568921264 2450584346486857866/6506777124022134782
166946596684596369/7893466515044106737 1128145038771142287/3064323840724020923
199612675877324773/957277538046621199 5685663132770321611/9102725018922442513
1521072446510341202/8482090622375513373 2288348216963397538/4664348059288061797
5965247358567167713/6950308579285823465 900501452613170637/3786331769458250683
1257638350377167792/6994138730734174006 1129440560013178002/7902020600198545825
5123242770764813180/7845852378970999465 767350169860252928/4794629097879254821
3692484423946937928/3714475454683276474 774485159827498324/3896754839105597814
603049722246073533/3519285354347026764 8924526473354793176/8947648959542321752
1188686156781633566/6931405598688765022 1628942397678630733/7195265179268452707
1541764925461116300/3765313520881029364 4547040802442986010/5349741333103401986
7790873288579493515/8311992101533523510 704328328840112139/6142623676457160516
102661090928350683/1492582860661393725 2026378699484755543/8113583913150361937
5628045275440028069/8586934927948750575 1238352581008618211/6449260385439918310
226399480871341001/1255183927118541524 1319029060621674413/3301493584634970292
2860389399207860211/9206954450341168327 5709075929148967777/9049637667833731606
1922074985829303916/2268831468531855509 5003624872943420664/5438566891563557144
