100
-601194051151757/610351562500000 6741221411842903/39062500000000000
-1562202751017807/1953125000000000 -5861356136461501/9765625000000000
6393590601106363/9765625000000000 738169566333301/976562500000000
7591223858478861/19531250000000000 -4498909915836289/4882812500000000
-6383656501329427/19531250000000000 4614641482793751/4882812500000000
-6111338597263389/9765625000000000 -190425464733291/244140625000000
6564205822001687/9765625000000000 -3615198250685021/4882812500000000
-5674697480843153/39062500000000000 -2415507124186503/2441406250000000
1659258812080833/1953125000000000 5151595529923479/9765625000000000
-4737858230018549/4882812500000000 -4723655029574877/19531250000000000
1665141909049289/3906250000000000 8833915993639121/9765625000000000
4229961185760783/4882812500000000 60977897005357/122070312500000
4704612867041159/4882812500000000 -2614173430686661/9765625000000000
-1412662562078901/3906250000000000 -1138082506594523/1220703125000000
4832334934542801/4882812500000000 44818144465239/312500000000000
-2366517644563809/2441406250000000 -150012231898607/610351562500000
-1293605929860737/1953125000000000 -7316558213829331/9765625000000000
4529087170091123/4882812500000000 3649234065319591/9765625000000000
-4604164428693251/4882812500000000 -3251785862391307/9765625000000000
4918889976796713/19531250000000000 4725424901256691/4882812500000000
2040223149638447/2441406250000000 -1340878062024447/2441406250000000
4859120829155251/4882812500000000 -3843354183633583/39062500000000000
1364271998926369/1953125000000000 -6988310200918477/9765625000000000
5110841606093597/9765625000000000 832146199402771/976562500000000
1217332416639809/1220703125000000 -5801770952194333/78125000000000000
-2260134432331893/2441406250000000 3692710279080889/9765625000000000
18463265214619/19531250000000 6370052133000177/19531250000000000
1438892300538521/3906250000000000 -1134868952802161/1220703125000000
-6594494562181543/9765625000000000 7202782317270393/9765625000000000
4948158170727841/312500000000000000 -2441100177448221/2441406250000000
4782407273327973/4882812500000000 -1576173458211509/7812500000000000
7908296747878961/39062500000000000 -1195424932946459/1220703125000000
38485136090493/39062500000000 669127837907177/3906250000000000
-917301882111733/31250000000000000 610088554976349/610351562500000
-7789691860567847/39062500000000000 -4784740730579419/4882812500000000
-8420740726819563/9765625000000000 4945559346758193/9765625000000000
-6697426093544687/9765625000000000 -7107173514283421/9765625000000000
1111249367760667/1220703125000000 8083420456792323/19531250000000000
2401988763440163/2441406250000000 -34955007226663/195312500000000
8325468680769027/19531250000000000 8833972744581483/9765625000000000
-5067620731392771/9765625000000000 8347853123012119/9765625000000000
6339607699577679/9765625000000000 -3714054585492801/4882812500000000
-2256285673626791/2441406250000000 3730178411873747/9765625000000000
292436293766843/305175781250000 -5584260046469047/19531250000000000
-1095302826213277/1220703125000000 -8622617154793391/19531250000000000
198320316881751/390625000000000 -8413417206199641/9765625000000000
-8231781430233997/9765625000000000 -5254065675786679/9765625000000000
31114036359407/38146972656250 -5650055504743869/9765625000000000
7625026724034443/9765625000000000 -6101344040323047/9765625000000000
993137613613297/31250000000000000 -4880346071274151/4882812500000000
2409709988147787/2441406250000000 -6274004793058651/39062500000000000
1748669599994657/2441406250000000 -6814829838044191/9765625000000000
-8984783005413481/9765625000000000 -956592454570457/2441406250000000
2655026620242337/9765625000000000 2349444951558101/2441406250000000
-5687926927629419/19531250000000000 -4671169646274689/4882812500000000
-8828587521675323/9765625000000000 -8348287012973089/19531250000000000
-1871644630700149/9765625000000000 -239614766365979/244140625000000
7295505546070077/9765625000000000 6491766359619371/9765625000000000
-1131548653484789/1220703125000000 -73271224659119/195312500000000
-2841386112917369/9765625000000000 -145986304571851/152587890625000
1157667595681041/1220703125000000 6195159034881981/19531250000000000
3998109073508681/4882812500000000 560606162880281/976562500000000
-3953516841956893/19531250000000000 -47817323687581/48828125000000
5067014484054199/19531250000000000 4715632849767389/4882812500000000
2324363157021297/2441406250000000 746860356305683/2441406250000000
-2340732363442217/2441406250000000 -2775424955636961/9765625000000000
74351000917279/390625000000000 -599193426142689/610351562500000
-4607748883958953/4882812500000000 3231413395114451/9765625000000000
-7821737855668503/9765625000000000 1461759397050077/2441406250000000
1974734449459881/2441406250000000 2871158882162701/4882812500000000
-8452273072359057/19531250000000000 4401908722877881/4882812500000000
-490447803747841/610351562500000 -2906434039383499/4882812500000000
-6353475287323813/39062500000000000 4817792962718001/4882812500000000
-475305101253483/488281250000000 -2236393509557631/9765625000000000
-945275558303977/1953125000000000 4272844035664437/4882812500000000
-1189471215569397/1220703125000000 8779574650165329/39062500000000000
-7278788471896693/19531250000000000 -566383266726703/610351562500000
1697202362779927/3906250000000000 4397849830150353/4882812500000000
-8326313011398623/78125000000000000 1213750576949791/1220703125000000
3373931939958983/4882812500000000 7059303414553269/9765625000000000
-928325279570747/976562500000000 -6062556942945591/19531250000000000
-742870024492651/1953125000000000 4515834219952671/4882812500000000
-18953867060038/19073486328125 8735918398341389/78125000000000000
-208147316320951/976562500000000 -4770610577050479/4882812500000000
-3341072021254291/1250000000000000000 488279505815283/488281250000000
-8976516349158007/39062500000000000 2376069710154331/2441406250000000
277317080087633/781250000000000 -4564840151533193/4882812500000000
