100
4202880130468657/4882812500000000 -4970978382197217/9765625000000000
27392310387283/48828125000000 8084174967582957/9765625000000000
2820587304344551/9765625000000000 4674711726384723/4882812500000000
-5615095312239573/9765625000000000 1597975422528021/1953125000000000
6644968454078181/9765625000000000 7156243839119153/9765625000000000
-21683178069441/78125000000000 -234549006527373/244140625000000
-4881671102024051/4882812500000000 1689130375608069/78125000000000000
-7675166891618829/156250000000000000 4876918123566409/4882812500000000
-2310805659063479/2441406250000000 98476018938247/305175781250000
4384796244145761/19531250000000000 4758172498842289/4882812500000000
6779401684393197/19531250000000000 915845837687963/976562500000000
-8785361465213793/9765625000000000 -341149638169871/781250000000000
7659401686500743/9765625000000000 6058134815721303/9765625000000000
253576609521833/305175781250000 5433517131519759/9765625000000000
2265422969634863/2441406250000000 1820245308951319/4882812500000000
2016121932942863/4882812500000000 8894292610806771/9765625000000000
625923525819603/2441406250000000 -589951492569761/610351562500000
1156562558687087/1220703125000000 -780971618505933/2441406250000000
-3196534256931997/4882812500000000 7382147832281999/9765625000000000
3920122933299059/9765625000000000 -559017231357741/610351562500000
-489585071564127/976562500000000 132027161004341/152587890625000
3647165846955283/4882812500000000 649308530514091/976562500000000
-95148499301607/1562500000000000 -4873750854666839/4882812500000000
84735202643947/244140625000000 -1144820839785421/1220703125000000
-3240235470690631/4882812500000000 -3652770456055857/4882812500000000
3598316259906481/4882812500000000 -6601205345646773/9765625000000000
76283017410033/76293945312500 -1057798218872763/62500000000000000
1496207435580969/3906250000000000 -2255215515287929/2441406250000000
-5019175639594303/9765625000000000 -1675414068694997/1953125000000000
-931013138998703/976562500000000 5895382987322601/19531250000000000
8550959928753377/156250000000000000 2437747562763621/2441406250000000
1162984337786771/1220703125000000 1186952208954387/3906250000000000
6632537099969/9765625000000 895970870569321/1220703125000000
8745465326291627/9765625000000000 -8691206560025113/19531250000000000
8533141903347597/19531250000000000 -2196073256333881/2441406250000000
4882659602414277/4882812500000000 989206362613483/125000000000000000
-3950921103695303/4882812500000000 5738320431112693/9765625000000000
4250954171803933/9765625000000000 -8791861024256909/9765625000000000
-5696509068929709/9765625000000000 1983009330352271/2441406250000000
798698361614573/976562500000000 5619210296478027/9765625000000000
4768611773764111/4882812500000000 -4199427887271401/19531250000000000
7657465527907691/19531250000000000 -898377632529057/976562500000000
-8276989344856581/9765625000000000 -207302210410813/390625000000000
-4415437917028879/9765625000000000 871041558374161/976562500000000
2376852566284187/2441406250000000 4461650677046507/19531250000000000
-74681747807943/76293945312500 -159757992641741/781250000000000
643536119475117/62500000000000000 -1220638414107133/1220703125000000
1193160015814189/1220703125000000 -4125558845543801/19531250000000000
5797499788129747/78125000000000000 1217337384586449/1220703125000000
7924934735508617/9765625000000000 -713298248877989/1220703125000000
-5201192590934473/19531250000000000 4706493666962357/4882812500000000
-1476030148227607/9765625000000000 965343289416507/976562500000000
-3926649917421351/39062500000000000 2429040067820657/2441406250000000
-3364679758541679/9765625000000000 4583840141275787/4882812500000000
2217203738274299/2441406250000000 -8175953270009457/19531250000000000
-73557291816479/152587890625000 133687655323939/152587890625000
2435185805189049/2441406250000000 -5573383305201781/78125000000000000
8169027707564833/9765625000000000 -5351113711524269/9765625000000000
61020537133667/61035156250000 -10686354306477/488281250000000
970919873817677/2441406250000000 1400024982501/1525878906250
7277711095569527/9765625000000000 -6511708903970539/9765625000000000
-3299239719054413/4882812500000000 -3599565971943007/4882812500000000
8890747965516589/9765625000000000 126251671764487/305175781250000
942884575720641/976562500000000 5084997277260109/19531250000000000
4787683995326547/4882812500000000 -7673079678148673/39062500000000000
-1288969263206613/2441406250000000 8293633911426439/9765625000000000
-3583292163471539/19531250000000000 191997329104783/195312500000000
-8440217732170699/19531250000000000 8806708397523607/9765625000000000
2445642756076939/4882812500000000 8452381775524493/9765625000000000
3165299454014211/4882812500000000 929473549804323/1220703125000000
-2327191471882079/2441406250000000 -59040017926197/195312500000000
238226241405949/244140625000000 854601127036581/3906250000000000
-4331994202130789/4882812500000000 -563231976124263/1220703125000000
2432706666074159/2441406250000000 1647354327445827/19531250000000000
-577889489755817/610351562500000 392799019733771/1220703125000000
-4715544284003653/156250000000000000 -2440294178828651/2441406250000000
8289279019143811/9765625000000000 -5162875650585361/9765625000000000
6067450402927679/9765625000000000 1530404877784147/1953125000000000
-8717990562887849/9765625000000000 -550057840510083/1220703125000000
-805467380580113/976562500000000 -5521744427512571/9765625000000000
2364297713506987/2441406250000000 608737052794303/2441406250000000
-6143788860730677/9765625000000000 3795434430845389/4882812500000000
-4030970336283333/4882812500000000 -2755564562509847/4882812500000000
1062190090538893/7812500000000000 2418736039639157/2441406250000000
4715631252255151/4882812500000000 -5067038271670369/19531250000000000
-4875642669828661/4882812500000000 -21160940062641/390625000000000
-3138423773397753/9765625000000000 4623789783802807/4882812500000000
-1145610239654881/1220703125000000 -421536828975419/1220703125000000
361874287734991/488281250000000 -3278194304458713/4882812500000000
6085055504354067/9765625000000000 -7638031889796957/9765625000000000
4586520753705839/4882812500000000 418754498929703/1220703125000000
-4872851372598237/4882812500000000 -623465831377249/9765625000000000
-1081675450244851/1953125000000000 -2032807282261789/2441406250000000
-2367390792418083/312500000000000000 -4882672384510547/4882812500000000
-4559883564391557/9765625000000000 -8635675626134689/9765625000000000
-534148698624983/2441406250000000 14889107865127/15258789062500
5507387669291229/312500000000000000 -1220513539534517/1220703125000000
606134748496107/610351562500000 1145950394654423/9765625000000000
750775433901989/2441406250000000 1161550765721019/1220703125000000
528969513970891/4882812500000000 970815104197409/976562500000000
