100
2436942740822711/2441406250000000 -590248157853023/9765625000000000
67262612257233/97656250000000 3539944970050957/4882812500000000
-48262768721279/48828125000000 -2963536977922381/19531250000000000
-7621068552386837/9765625000000000 -1526571848956949/2441406250000000
-3288498367186669/78125000000000000 -4878484893630291/4882812500000000
7348717255167849/9765625000000000 -50245847217569/76293945312500
4670669909270763/39062500000000000 -4847782593697853/4882812500000000
-1622905285753673/1953125000000000 -679175654716859/1220703125000000
-305139925333779/305175781250000 958048814687853/62500000000000000
-6046779286334537/9765625000000000 1917092393166351/2441406250000000
858906059976871/1953125000000000 -8770657965284029/9765625000000000
1637475589607943/3906250000000000 8866179686009823/9765625000000000
1767748059883747/1953125000000000 8305203564044943/19531250000000000
1061255385038537/4882812500000000 953217601975183/976562500000000
-59736803187341/61035156250000 8014186293338877/39062500000000000
4534929681432309/9765625000000000 -4324402976859617/4882812500000000
3294788897134859/312500000000000000 -4882541101610597/4882812500000000
-1099501809122477/1220703125000000 -4242353242217651/9765625000000000
-7717988673774901/9765625000000000 5983317012502959/9765625000000000
2439260088965879/2441406250000000 -3275070780799839/78125000000000000
-8319799591279201/9765625000000000 511354734030843/976562500000000
103184942328571/122070312500000 5217833340686693/9765625000000000
4746733421894323/4882812500000000 -1144718188738021/4882812500000000
-5898028414636463/19531250000000000 -1163714062587301/1220703125000000
1188965692927143/1220703125000000 353976589592687/1562500000000000
-1752079454784283/3906250000000000 -872818947671237/976562500000000
-2195444594558329/2441406250000000 8543488785319223/19531250000000000
-6718035050913909/39062500000000000 2405029651019703/2441406250000000
-207110049431993/976562500000000 -4771739053611711/4882812500000000
-1211261417852947/1220703125000000 4849018718644971/39062500000000000
-7581818318497/7629394531250 8711176478785221/78125000000000000
3620942142422287/4882812500000000 -65515298706139/97656250000000
7616555155156923/19531250000000000 8992466487718379/9765625000000000
-4645947520560561/4882812500000000 -6009365419214807/19531250000000000
-4034381803928181/9765625000000000 -355732922515211/390625000000000
-5478367949117191/9765625000000000 -505264922214043/610351562500000
8785866561934297/9765625000000000 -1065832432787567/2441406250000000
4990485867881019/9765625000000000 -4197096688280627/4882812500000000
-1767425456286563/4882812500000000 -2275855068245037/2441406250000000
4881527722111669/4882812500000000 7168288111783799/312500000000000000
2429370932548323/2441406250000000 1549558156629631/15625000000000000
-8883846270778751/9765625000000000 1013801850640557/2441406250000000
2654171710256083/4882812500000000 -819688488210797/976562500000000
-2966511297174411/4882812500000000 1939179506511249/2441406250000000
-2429718995680951/2441406250000000 -3817604008923751/39062500000000000
-207881083346789/244140625000000 5120953030357687/9765625000000000
-4874352381843793/4882812500000000 2298476264241121/39062500000000000
2415298305039/3051757812500 1492286266120389/2441406250000000
-4866853837646983/4882812500000000 -78890210580803/976562500000000
-7507709854811699/9765625000000000 -6245136057492127/9765625000000000
-4509241646635267/4882812500000000 7492500445011737/19531250000000000
-1325740501664199/3906250000000000 574124698606053/610351562500000
8431174028744097/9765625000000000 -4927751631084509/9765625000000000
8712172327808757/9765625000000000 4411970644869291/9765625000000000
-301307644645381/305175781250000 774961901895161/4882812500000000
4789450626553293/4882812500000000 1520438341817637/7812500000000000
-7612815553695001/9765625000000000 -1223314693544461/1953125000000000
-4333068830834861/4882812500000000 2250860372702771/4882812500000000
-1205240776210819/9765625000000000 1211370777724453/1220703125000000
-2383794197524821/312500000000000000 4882670436063943/4882812500000000
8127229755462317/19531250000000000 277500115720181/305175781250000
6702976789329137/9765625000000000 1775484683866983/2441406250000000
2120442281387343/2441406250000000 4840147119820063/9765625000000000
264021203045059/7812500000000000 4880023415604949/4882812500000000
8512526737602899/19531250000000000 4394645997575457/4882812500000000
-3516738726758991/4882812500000000 1693694677168069/2441406250000000
-4874549726954383/4882812500000000 4543066653586747/78125000000000000
2409150841608191/4882812500000000 -8494198051031019/9765625000000000
-6878006232316949/9765625000000000 6932565319478367/9765625000000000
1703308165279999/4882812500000000 4576089947132457/4882812500000000
807139510804643/2441406250000000 -115206231251147/122070312500000
-6662396244026399/19531250000000000 1147487409466063/1220703125000000
-930323270255023/1953125000000000 2146652873678797/2441406250000000
-1477904407245429/31250000000000000 -4877348939717337/4882812500000000
5336459733750889/39062500000000000 483703341380343/488281250000000
-7641745347882263/9765625000000000 -3040195704175341/4882812500000000
-12691364893861/48828125000000 2357496048854853/2441406250000000
3785402970596677/9765625000000000 -900211952769029/976562500000000
-100422605924343/122070312500000 -5552058451111201/9765625000000000
-770882800490141/2441406250000000 -2316506893028281/2441406250000000
2439073797528517/2441406250000000 -1365675888626901/31250000000000000
775705205087947/1220703125000000 -301615499516297/390625000000000
7364172188344851/39062500000000000 2397628934742099/2441406250000000
972836514193737/976562500000000 681806215642139/7812500000000000
6904200599134833/39062500000000000 -1201484644883783/1220703125000000
-30513945913451/30517578125000 -2410641539684153/156250000000000000
300288620102497/305175781250000 -6962778926663981/39062500000000000
-5264014206091249/39062500000000000 302392100935213/305175781250000
608669447150149/610351562500000 2898100596579999/39062500000000000
6112185587361459/9765625000000000 3808169474507269/4882812500000000
-8986731776463257/19531250000000000 8670472572766803/9765625000000000
6243375226600989/9765625000000000 -1501834843389779/1953125000000000
-6521517987597691/9765625000000000 181723063303177/244140625000000
-199708069468749/244140625000000 -2808653183606403/4882812500000000
4567073938245239/9765625000000000 -1726375014685119/1953125000000000
6659905337369659/19531250000000000 1147543891214949/1220703125000000
-8334963565672819/9765625000000000 -63609912257657/122070312500000
-1041502006033043/1220703125000000 2546808797892493/4882812500000000
609328126524093/610351562500000 4522339944016837/78125000000000000
-242773118294409/244140625000000 -516084415187871/4882812500000000
