100
290978351981663/305175781250000 -1177589992276313/3906250000000000
6131272071594277/9765625000000000 -7600982464439253/9765625000000000
4579018969626281/9765625000000000 107819305521747/122070312500000
635732596684017/1220703125000000 -2084188268749407/2441406250000000
57283861317823/244140625000000 -1186625509669237/1220703125000000
737653659045791/976562500000000 3199771068774319/4882812500000000
-205752095886441/1220703125000000 4812952847345343/4882812500000000
8613022779550669/9765625000000000 575316084855293/1220703125000000
-4832233661380709/19531250000000000 2365504849671099/2441406250000000
2317782080977011/2441406250000000 -6136321778477727/19531250000000000
1261002901351537/3906250000000000 2310696995199971/2441406250000000
497488443314011/1220703125000000 8917834241666591/9765625000000000
4956757526418717/9765625000000000 4207076968184573/4882812500000000
470668664797187/488281250000000 1299599441350901/4882812500000000
-6542681734311771/9765625000000000 3624939563776481/4882812500000000
-605485628615769/610351562500000 -4922670733340341/39062500000000000
2391094456745059/2441406250000000 7889343114246017/39062500000000000
2815366855656289/4882812500000000 7978863923699481/9765625000000000
-2035128063195517/4882812500000000 -8876961569489937/9765625000000000
1273440539252103/2441406250000000 -166638553436417/195312500000000
-768752007976303/1220703125000000 -1896456136710963/2441406250000000
4256937970859457/4882812500000000 4783445211314213/9765625000000000
-4102508374230883/4882812500000000 1059153091825481/1953125000000000
-4068308577798263/4882812500000000 -2700133927413477/4882812500000000
-2390243630182959/2441406250000000 318202867800191/1562500000000000
-182250228912469/305175781250000 1958237763262069/2441406250000000
-4379358063669907/4882812500000000 8637667148322503/19531250000000000
-5274762581876491/9765625000000000 -821853462275731/976562500000000
-1166134344027473/1953125000000000 3916972649017841/4882812500000000
-4218710190366971/4882812500000000 4917048805879447/9765625000000000
833954425579183/2441406250000000 -28681942527039/30517578125000
-5328460706850713/9765625000000000 818382173169559/976562500000000
2961586653548473/4882812500000000 -1941060432062833/2441406250000000
-982843431620247/3906250000000000 472572875521281/488281250000000
-4862134683478599/4882812500000000 3591137801829029/39062500000000000
-2328347853159013/2441406250000000 -1468687512344103/4882812500000000
4734455617926063/4882812500000000 -4777929111311029/19531250000000000
-1134134590837231/2441406250000000 -540497641496099/610351562500000
784862728323679/2441406250000000 57795193221557/61035156250000
-1655591800801819/7812500000000000 -4771913762085437/4882812500000000
