100
-1380217761606413/2441406250000000 8055272467729687/9765625000000000
-1214561249629877/1220703125000000 1565429548669709/15625000000000000
1028298552492871/7812500000000000 4840331791351457/4882812500000000
1381833957310667/2441406250000000 2012709465363097/2441406250000000
-2335968639097011/4882812500000000 2143892979331729/2441406250000000
-455116189792803/488281250000000 -1768836705013887/4882812500000000
-8030548194557757/9765625000000000 555677310455539/976562500000000
-8116231200742677/19531250000000000 8882518191067653/9765625000000000
4856491647482739/9765625000000000 4236210586082667/4882812500000000
-6033466374522979/9765625000000000 7678848556139491/9765625000000000
-6737020223423557/9765625000000000 7069652760200249/9765625000000000
-1301940440018203/3906250000000000 575452864996471/610351562500000
-322887227766669/488281250000000 -7325637644511711/9765625000000000
-2422915778329317/2441406250000000 4798495995355951/39062500000000000
1992103003678469/2441406250000000 -1129103035234403/1953125000000000
-812408848775673/3906250000000000 4776043885393503/4882812500000000
1371163734606941/78125000000000000 -976412081216617/976562500000000
4802141917881593/4882812500000000 -7071252950048381/39062500000000000
-3560956066772617/4882812500000000 -52201181310791/76293945312500
4879635125661189/4882812500000000 -2817951622341989/78125000000000000
8329828522118533/19531250000000000 -8832945196176083/9765625000000000
-6258826907941279/19531250000000000 -1156329072125533/1220703125000000
556291274471569/610351562500000 -8036336537255061/19531250000000000
2412701964947779/9765625000000000 946289072477127/976562500000000
-7356785564335181/9765625000000000 6422237756500027/9765625000000000
-4518928161450463/4882812500000000 -7398536267999167/19531250000000000
-4839020902990877/4882812500000000 -1304966835706731/9765625000000000
487164442767191/488281250000000 -2640466388978837/39062500000000000
-4491590318632801/4882812500000000 3830130190852703/9765625000000000
-260183688757387/1562500000000000 4814641059952209/4882812500000000
339165941140549/390625000000000 -4844736512136499/9765625000000000
-2431915349154101/2441406250000000 6882024787651853/78125000000000000
2049704544470797/19531250000000000 -2427924904377179/2441406250000000
3585971106496937/4882812500000000 -331401103400779/488281250000000
1186883076077507/1953125000000000 -77556525021203/97656250000000
1795482100023059/1953125000000000 3843635304375879/9765625000000000
8662173837832929/9765625000000000 -4509343194278713/9765625000000000
880828512244647/976562500000000 -4216816908796631/9765625000000000
5687909338410777/9765625000000000 3969103141726241/4882812500000000
1078639220720497/2441406250000000 8760823622525491/9765625000000000
-3034806436109129/4882812500000000 3825154611974117/4882812500000000
-1921737809238233/4882812500000000 8977478867187711/9765625000000000
7934410312935451/19531250000000000 -8923492303303729/9765625000000000
987831803361131/3906250000000000 -4724103319475079/4882812500000000
-3160020961834871/4882812500000000 372238168796813/488281250000000
3738005157807643/4882812500000000 6283048734606379/9765625000000000
-20403847115103/39062500000000 8327521874609153/9765625000000000
-7812239650941581/78125000000000000 -4858338730598699/4882812500000000
-7480761720359329/9765625000000000 -3138695418634609/4882812500000000
2291446492156089/2441406250000000 -6739673350539733/19531250000000000
-34541795440911/76293945312500 -8707416232231061/9765625000000000
3568281846279223/9765625000000000 -4545184163104371/4882812500000000
2347226650036421/4882812500000000 8563266891441619/9765625000000000
7299782382344133/9765625000000000 -324347841102123/488281250000000
-731693728418459/3906250000000000 -4796387532282287/4882812500000000
-1155972935153793/1220703125000000 -392227857981417/1220703125000000
3381456301458029/4882812500000000 -7044887846228933/9765625000000000
-3818002836382763/39062500000000000 -4859433095458791/4882812500000000
4773539018270287/4882812500000000 8217768655618969/39062500000000000
97508377342799/97656250000000 -8595367985971449/156250000000000000
2285902650751391/19531250000000000 3788480422197/3814697265625
2338977115294567/2441406250000000 223920107276543/781250000000000
2281128885233451/19531250000000000 -1212348859090687/1220703125000000
-3399539353111813/9765625000000000 572175685388911/610351562500000
-1183772891398511/1220703125000000 -4767835191105323/19531250000000000
-6644608917020947/78125000000000000 4865120115640391/4882812500000000
481240553665719/488281250000000 -33048107017679/195312500000000
1939996757790471/2441406250000000 592874631914913/976562500000000
727213236156831/976562500000000 -6517938520456903/9765625000000000
603668483383321/976562500000000 -76763186396601/97656250000000
-1461510042146009/3906250000000000 2264085896118451/2441406250000000
-1313210273186399/2441406250000000 -16079224436901/19073486328125
-8342671877295997/9765625000000000 507614593844577/976562500000000
543623405651443/610351562500000 8879790854423143/19531250000000000
-8592988328515221/9765625000000000 -927965155092069/1953125000000000
4211807888547693/4882812500000000 4940660773671341/9765625000000000
-1695653494502567/4882812500000000 2289465938638173/2441406250000000
8851150034543917/78125000000000000 2425687074070859/2441406250000000
-2852578756009711/4882812500000000 -792581916294293/976562500000000
-7277763839822697/9765625000000000 -3255824977344229/4882812500000000
93144303685271/152587890625000 -3867528400635983/4882812500000000
952623909442287/976562500000000 8595999401130119/39062500000000000
-2438652373707277/2441406250000000 927416290594109/19531250000000000
-944128666723479/4882812500000000 -2395332908534177/2441406250000000
6047009645560529/9765625000000000 -766818792069697/976562500000000
4871134515407031/4882812500000000 -540000457402017/7812500000000000
-723780407746529/1953125000000000 -4535167573383637/4882812500000000
195273459658843/195312500000000 3123957399578149/156250000000000000
1900491443344509/2441406250000000 -6130052856298539/9765625000000000
-666862515148949/2441406250000000 -939426111063837/976562500000000
-5727659791365489/9765625000000000 -7909572994479541/9765625000000000
-1217238264102089/3906250000000000 -2319846444853097/2441406250000000
6879790066230947/9765625000000000 3465397534382419/4882812500000000
441138471700943/610351562500000 6749001772831017/9765625000000000
-597948355995847/976562500000000 -3860479503792611/4882812500000000
5500630448253539/9765625000000000 4034553764432043/4882812500000000
-3103665991539423/4882812500000000 -753899604008859/976562500000000
454486584286851/488281250000000 -7139806586157201/19531250000000000
8379008553767039/9765625000000000 -5015939323449179/9765625000000000
8641023817596329/156250000000000000 975068010596403/976562500000000
