100
4674079748829759/4882812500000000 706193389188787/2441406250000000
-967020705261699/1953125000000000 -8484645280181379/9765625000000000
-610348373037517/610351562500000 2020520059643753/625000000000000000
484381892870953/488281250000000 4926831653914767/39062500000000000
-640026555686647/2441406250000000 -4712040104054697/4882812500000000
-7997839915791767/9765625000000000 2801873851638977/4882812500000000
4751816991982611/4882812500000000 -1797486732425487/7812500000000000
-8450808402906003/9765625000000000 -489400336922629/976562500000000
-346130866049947/488281250000000 1377603732103401/1953125000000000
340792347621859/610351562500000 -2025397168551683/2441406250000000
-4797805806336949/4882812500000000 1451436677357789/7812500000000000
2349333256879339/9765625000000000 -2369705478650587/2441406250000000
-4882281549805159/4882812500000000 4608346026291407/312500000000000000
-7749550808185501/9765625000000000 -5942381165153953/9765625000000000
975846195690873/2441406250000000 8951593091641029/9765625000000000
-86170345012539/781250000000000 -4853020298856183/4882812500000000
6372095052234919/19531250000000000 -4615640064009157/4882812500000000
933996712021207/976562500000000 1425872174669107/4882812500000000
-6546654743208907/78125000000000000 -1216409705826941/1220703125000000
-3846196552834811/39062500000000000 -2429542844027389/2441406250000000
-6442208022055243/39062500000000000 -2407975730231729/2441406250000000
-3919873245189/4882812500000 -145571731903963/244140625000000
621153911861021/1220703125000000 -2101698301055141/2441406250000000
-8891661604854649/19531250000000000 -8694942214690873/9765625000000000
-2811269201596767/4882812500000000 7984641103095299/9765625000000000
-2482196076529003/9765625000000000 -2361224977081401/2441406250000000
1344821542704113/4882812500000000 4693965586626641/4882812500000000
-3474339726930157/9765625000000000 114083573465971/122070312500000
307958994396107/610351562500000 -2107853078814479/2441406250000000
34263864058571/61035156250000 -4040814110636761/4882812500000000
3774347336580077/4882812500000000 6195533905324747/9765625000000000
4868429915509847/4882812500000000 -374497086670953/4882812500000000
109736178746057/488281250000000 4757904477559169/4882812500000000
972372889379607/976562500000000 -3614477645426457/39062500000000000
2395440741693591/2441406250000000 7544269442883221/39062500000000000
142398243695953/610351562500000 474806416157827/488281250000000
3297603226931329/4882812500000000 7202130481430709/9765625000000000
8953666893073303/39062500000000000 4752812909573069/4882812500000000
-295369380122249/9765625000000000 -1220144641591669/1220703125000000
-4854844745075887/4882812500000000 -417489955895697/3906250000000000
-1173252568461747/1220703125000000 -5392606018945379/19531250000000000
486766622454909/488281250000000 1537184108896559/19531250000000000
-8696426731909243/9765625000000000 -8885852516705263/19531250000000000
-4878702965198649/4882812500000000 -6409216365406323/156250000000000000
-2097419350284073/2441406250000000 4998074103641123/9765625000000000
-1554447355216073/4882812500000000 -2314387139720687/2441406250000000
1030282749573763/3906250000000000 -2354957082148633/2441406250000000
-1471207273812513/4882812500000000 116397506061227/122070312500000
3397284388793559/9765625000000000 -4577824003341669/4882812500000000
-7634134063325427/19531250000000000 -898873911716313/976562500000000
1175532462450153/15625000000000000 -4868974124632459/4882812500000000
-2373985116836447/4882812500000000 -8533710230654727/9765625000000000
-8171317872478393/19531250000000000 -1108735362765233/1220703125000000
-6399452543978421/9765625000000000 -3688307158372019/4882812500000000
-3815619380459739/4882812500000000 152339314144579/244140625000000
2139061230571379/2441406250000000 4707239580740323/9765625000000000
6427980688031001/9765625000000000 114871378388961/152587890625000
-605322805345907/1220703125000000 4240189468809953/4882812500000000
-381130842505127/976562500000000 -8991182332138427/9765625000000000
293641734351933/390625000000000 -128804524834911/195312500000000
8915919043273989/19531250000000000 8688729973020859/9765625000000000
4762329676838781/19531250000000000 295964864186461/305175781250000
-6041344919233817/9765625000000000 239770363788037/305175781250000
4897681654886769/19531250000000000 -189072060593279/195312500000000
-1333111749487437/1953125000000000 142741386044957/195312500000000
-4348830607532103/4882812500000000 8881018191309561/19531250000000000
-4970185416095117/9765625000000000 -2101557288213023/2441406250000000
-7260325288836183/9765625000000000 6531087837482421/9765625000000000
2342434417357873/2441406250000000 5504706221647627/19531250000000000
-7814445602465009/9765625000000000 5856779965709851/9765625000000000
-6572937159882281/19531250000000000 4598003803654491/4882812500000000
199225755788469/305175781250000 -7397563668443189/9765625000000000
-2043186948089519/4882812500000000 -8869553541258519/9765625000000000
4775935051235329/4882812500000000 1625636453558233/7812500000000000
-164113327753213/305175781250000 823333777213603/976562500000000
-7095622904551383/39062500000000000 120039505291097/122070312500000
6198406472628967/9765625000000000 7546336120310063/9765625000000000
3417534200355349/19531250000000000 4807482361849479/4882812500000000
-2402409694943983/2441406250000000 217308614174761/1220703125000000
3228754919633657/9765625000000000 4608214765762509/4882812500000000
-799552894827473/1220703125000000 3689620658566999/4882812500000000
-1656948153070203/1953125000000000 -2585077469417313/4882812500000000
-2417833897507153/2441406250000000 -42305385591781/305175781250000
-5868338878270639/9765625000000000 1561153809852217/1953125000000000
483176905411207/488281250000000 -1408354668229841/9765625000000000
-1198812200818371/1220703125000000 -736455000601327/3906250000000000
-2751947076382181/4882812500000000 1613376345379977/1953125000000000
4155416628092181/19531250000000000 4771020849943143/4882812500000000
-2972502728222033/19531250000000000 2412966127550581/2441406250000000
5008528664186917/78125000000000000 -76137000390009/76293945312500
-8596173313322927/9765625000000000 -1158480578385427/2441406250000000
5255077959777391/9765625000000000 -4115567618120461/4882812500000000
-8313892603879381/9765625000000000 2561572827960623/4882812500000000
7556550152344731/78125000000000000 -1214979561821241/1220703125000000
-2006819905930849/9765625000000000 -2389300440319623/2441406250000000
608261603003783/610351562500000 645969238801811/7812500000000000
163007847184577/195312500000000 -5379454993886367/9765625000000000
-7579210302098083/19531250000000000 9000351350906673/9765625000000000
-4861502718075851/4882812500000000 7290967251889521/78125000000000000
5183628813757913/9765625000000000 8276317053001517/9765625000000000
