100
1072214093142809644/7872146864405028484 465080196398254066/7599390239794003841
1501043405104944171/8040282547163488244 1919310911588027399/3308396516424584340
2630782885522917779/4544723908657709514 2825945587708291686/6627731814784348592
3079259053352976793/6906736343694515690 4773416545839875717/6779233875644674636
6246733003498356215/7489292267558244542 1530935133286369743/4277063119695379415
5153744864163677117/6644816424372100539 2567517398872312736/7480307916181441855
7551523605280969574/8917714661962675183 1746459054930361501/9221140081838789086
652029033916120462/3116434030491955632 106273956356278313/8695616572711463955
8996522710669835759/9101120443752415606 864713413499758632/2708948913962476756
3605069590785183355/4865245749818761725 272433685402090273/3826132706733918400
2952043285710622807/6873912857274859788 29207800487662415/5510485053304345955
364432154526107498/7547903859014838632 1347360878637337993/2808691821888479681
1201684791153982741/6974389539732346959 3788352539603591602/8613973788887148226
2245871408937187815/7115659269555290975 1279223336945647034/7674029366071620718
1463105197342904960/4906827496595221030 4359422635556691817/6967802402653914208
5303885283381421007/8488709108513033105 4537849377891944852/6911530737554554127
611171071766277935/3277052264361911779 3908624987882649073/8682112817249121922
5154249363198672840/8946443636638840303 824012507611731944/7365015108415933253
2231040901260662115/5315320306162327044 5109701958393202873/7651882650562729898
2064607096630967379/8693999277488380033 4271030116805516423/8117735939261628738
4828957729381219287/6141858610217334807 3907605658133902096/4988190863830088248
8554062237256617242/8870214194159537647 1448132695193487467/1598844908027087951
5951036488978703184/8162705965835001773 2706911742638401947/8842526571428584875
4545176532741347287/5357205202016082341 5692593494348099896/7088276963057523733
1091155205063731493/7750968494978547780 3178166183989160889/4577022137233415975
6211174262879821895/7676338763446575466 2544791185519045931/5510460467042737756
6433674318121722528/8875616395439491740 6612759390417833818/7889025843252093020
3957505454108455481/5476644150026250706 7948489188714251552/8014214235626453382
3946163183113869301/5510654338872110012 755134163646608510/4413882241788614543
960450393854623570/3797705282991553138 7452372640058474297/7515265019409878227
5906072519851557857/7197354886612161389 1393730721735155186/8629699188010063176
1619452841680952250/6626810486525835419 5964086271643733067/8191072898345323658
4217177595654795725/4758890103590557532 1236978560868329622/2139806798910497544
3891169353290056748/4335694072526971243 1077365790121402207/5709280443593488957
733602032021850581/4092662024548915748 7358660044782797610/8887301189576519851
3585449064946794440/8267474498586929789 2332944414670000982/7834455667681467566
1775960125500024959/5481464338829532722 4812845960893988245/7178654566304708837
2352053698190277052/4054822742042890796 2484769219910947826/4019150359979686319
1317581042505182874/5305792383014375206 4800161928870209390/5185734531469811943
5669029148330458338/7597283727806714031 4451428936540786921/7178867816117361047
7169187081936945394/7192625106148453384 5243025185777577310/7539066996479708298
542753859600913095/8967084003843316491 3301328615154367265/8760757732472345571
3165369156175833983/7751974131732841571 2612471935381492845/6130470128281301344
2053458356754359776/3720606908685990346 837893418339164352/6336950876779200888
3689685499020612043/8915260546101321122 162790576345722496/991505487746044669
789057048303004276/5858064873288142111 4461633831271892907/8874144066578162838
90020579574221266/6994485939900966785 1323694981709103081/4499369289921438301
5033576928774543771/7122978864548872418 3372382920074068062/9050158746882660584
1430666955930326736/5544974256814050567 3614554962352144276/8490465342339365381
5813477854665517607/6550631662548415368 8282936869215200313/8916316671244466421
1535245122145329093/6892546850556603513 602279590541966674/1891379351289044332
3394930999539852358/3719779089337719915 2316437211008544703/8113793904845146776
6697020606961872737/7950156132645120356 1950096191794171735/2842439381598242629
2534801056243039685/8883931702182332195 1685707297858831052/3406609168878124415
5113542518606597932/5331472559402565485 1494266484459304903/7329592161770354493
3665177005200495272/8679114636375013976 1788540043174322932/8930485209548731840
1445939643326231766/7508033864464699844 1476099240011078216/6979746908620367538
3229147688615237338/4930829519065259072 6860214066292665209/8172765125909481183
7422074578520740537/7888382761718186518 6884334504830696963/7619212474951101353
5352292887192613141/7419364926127541857 4578336677479688472/4964414970240918470
826976333821846183/8845495123970252388 269125516768770419/991963607473634756
6733077855354690698/6887892715555369959 20049134434688399/405922005260071554
751837253930275434/1606329214286342225 5144980975603776519/5640468279298639736
323560493209050230/4817852351588536191 1093165161076500285/3915373873732955018
6590597178261722781/7225860008867105460 5545626166304731401/8830471274281909557
1570876221027206859/7687867630778384568 3774014023841424257/7278385304061801992
