100
1079887138573468158/1092967030794708334 1018599527223420306/7285740803491118168
3805284252757373752/7787026428160496355 7817092757385761052/8318498578423598407
5132467645023285773/6164964769422732997 1602593434540360137/7395417345171750616
764785041204398068/5686032423261496531 5263230659197252392/7031571137083423343
2203354228926487408/4078405658493039040 1770751277808843361/2301443146648990120
1001121935684841936/6293614814614535876 1026142929123349431/7857778996230683542
6292158314472547787/7192330022458406267 1416750386098812479/1442218486630756558
1339653758082945138/2682247514072947223 9086120576315627193/9147695496908315869
8143838254007921570/8584616422848326029 1001627089568459884/6231642538730969349
7467352519837287575/9102076741391137432 1805149307069832149/7319988407157031883
2431304158079688023/3777713261014909772 5450899471048534461/8574681760728756266
1818370854501682250/3843342469969729817 7389396081822022841/8668245782981896429
7467063433153537418/8240037866197160428 3900899499279791035/9221353338185542441
4942241876019679011/4956025312574822970 5245152431170933584/7523875854617450502
1076621788521140140/2584768634561441378 810789934140698797/3192035522638140664
456545839150723181/1740203871650024795 198470343198955940/8943038230126363672
1057479199018678374/2903094143381141166 3079345536657345059/5727752087001925948
2337719356010351207/6225723021213177426 1776766467030610521/8511367791940704254
1802079261420021111/3666341083351023997 1588510977008498173/6745391695627474140
1409605208111398785/7731928557634422556 1851193869728118912/8774208848404445853
6372381950102775838/7978119841640425936 3210843401284393818/4642434885182013283
472127812854427604/7761532876070841652 4343376347578643028/9047977507041584572
3674235238646339847/5094896693059220531 3284371778112232770/7620439830467592684
841970187034285127/8542878930755507481 6004669618837261407/7135987511522978435
2319428003761659892/4461497089170500484 4375686615806038028/6113282912560026733
901134871457661828/7603010127444950752 4629407925503807767/6707206268032236752
37737135311774730/3389057058170823179 2682323682171367383/7540736962561388957
1213781495799146734/8088616896514701887 2256272132316049448/8534921251869697798
2097321197272025526/6576236399201394576 836557938655456080/3856891957131344812
4678014422175930528/9105200319219935592 5006281165928145527/7091406988645692428
1546535840698490906/6879336159049059085 1886225033403875860/8455220912681322191
2630876703700568271/7818760094350220100 4120738370706240570/7115064495530415358
3751435086839695841/7509518698328949154 1425084100063405910/4221911691776471990
2235272838655069047/3808340640278728818 2283324950386183096/7953061084826704042
2248806025824133350/2572051543497196434 1699222209587718376/5451217254262281219
1394282810790095880/8652794110363490329 1630595110872905046/5632350458817373281
89840790441946044/1828510836231675431 1465984283164338278/5971518034037164281
1724224331086967041/8930279932973814980 8159969881194088144/8246453117663424322
3174152673273016948/7371090995259327298 7890599544390534761/8720029251495834633
2620925861622456586/8482018787284141416 1123919141275026027/7773774281663248800
1031514973413320259/8573633938114795470 1872763893101146125/4596518011719489888
8204880833696057438/9101499081308736459 1820846890152067971/3974373734346673096
3850547540322128286/6217729933902383474 4489101880685996649/7486091480386159249
643920495381236231/6783816201671230166 932306097098681338/1630324699392489717
340585588478503827/8124536244857238291 6389504250290742551/9196446910556388083
6039965062512631975/9222195961867494224 1392555530165823879/7590471460719696192
5351014310060099761/5930918313892802042 1330162508068817866/6160204274739597504
239507795913508725/7984455817917691874 3407592665014241163/7421086389044245168
8245125604748616265/9028228685972498152 3332268695386755607/7064916012786022823
1461554701783957415/1856443375387815560 7659287113791210318/8274072705292851346
638648992751551352/2708827159554363862 735129071008592596/3476755169528495345
2425248766372012795/8231636320218694067 596265066620221737/7622344175828836960
1474818441798456578/7839443644026971626 6536194720972690188/6713757434842247606
77902021721089037/4247353153926599158 936009372668913614/1018469488529945375
271706373439624995/6181673642537105598 4191702954043545333/6432895428810300193
3614545549496266239/5202694111911399527 1560232620906657795/3454914156648298020
857332513143252517/3366131379676461599 4987775052052289334/5026209782539159184
495364669195512536/8007665106040653595 1878018078156035973/4649212681684786804
2932006708974377183/4245599327787344155 5202727566042423064/6322694047605196002
4916040660819586896/5725187896998024446 4775885620660869102/7909443017581641438
4287355950322829756/4396842702523270111 2695849916748885441/8101436662035587972
5180156625855774175/6402124376949038333 2057398303359884222/6298239820058544250
445932841609104131/8425526903597365329 3673452881795818977/6489404678110210119
1583781379109389589/4599963673618186795 1974857753750781600/4885656283640232603
751738415222695754/4040237663711601439 7781229756048483487/9084274093102730701
1044868086238824939/8003739128889322930 6636695414013417136/8687696633458160090
778895543042599143/3397706199913951293 1915067616353681572/3606533293665965329
1244723199085473410/2280976384655891086 4381889931931331253/4628809939620090257
315702739851180444/8943788516573738784 6224331077830312363/9042434388465549367
5062154295579969734/6408783457390890182 2418076017973676937/7341044268480174695
1117714136739090941/2055443707103654095 292812548360666904/4153013575587752876
2475342881020040185/8148985281936954101 7716799002723206911/8057456922636188460
2202045592907208775/7615754612775941168 796018954446305776/4429075624637669030
7117007743404226010/8893809804876928539 3927627869259386311/5391675165460371069
2817069625841766721/3875685386290564246 2319559896482011941/2578822467686775078
2210692425461340656/4800977141695625257 2818207383294069542/5513183543379008048
4643589240655263393/6722180745484895952 4165729583757812111/7282125934066069732
3248743639127891289/6470327176705299297 6455237279717149997/8690143611122589255
3693740552129270078/5357342977793970989 60410263874805444/534801987534127425
887311464952285820/4938695312453790415 5289205763606919377/7443069690431490802
4038129569073674059/5798122496111932707 3428812869025447851/7618744066548033820
7707645542714741639/8673909429120891244 7422012576575928506/7526598880292758606
6576533863888847044/8264606712334071581 5344679607393491523/5659230819644477690
2541862912412287878/5399399155956632240 968686001542188072/3596182221616348048
5034327854082581680/6799235975667201886 1182949886826140413/5473708053019182077
2682973188565995874/6372715482198166165 4567163024074425607/5408227188957636169
5263186084001899748/8949805807307019691 565104972610785110/5964088949471272107
3649845973834946272/9104805551295140659 4894868306385855762/6730359978779667810
3845728602424359038/5097690771465881829 1143549323717808947/5968288481865506048
429322916117939061/3795256121227968658 1772624290087160875/2939215685458157852
