100
4067835886257989814/6237019343018863466 3023785983278101690/6365200582740499245
2193247518254453788/7088610372658665143 4833510902520919480/5386316964740512371
6371924026628147242/9083212118539602821 464227724184821397/5939146929984933409
3967209533986062620/7391016721495855251 4039361387166854509/7455369447769089150
4784693809367829892/7610167295092271366 2070668467841765642/8380633199797662163
1145630249713751256/7851673806429795437 6997092412543015529/8099026404370220664
3376536401090050481/3683902804225625045 2196786853470869669/6495875357383094949
2353858510271325977/6254498586676033052 6727850422567156546/9140611242443987208
717558465601325863/8439572508163103932 826882633919475743/5147564179083041093
3775949830351796686/7130583697594842526 494764572978497500/1836564787473109811
1794801514925417576/1970465416664681535 518160860111963579/7152886979973696397
6752763461166442412/8084989112916377988 879295534226172010/2035165308256973611
3215993798853141005/3528384006519718535 2162678470441061625/3822098435744905286
655315493134360672/4636094663981503423 3616394546204861505/4640985029993494045
6166183197595562877/7727804968234870609 7475106826295379061/7734016058920814283
3335448761013437969/3483130129570955909 1075456050158112805/4604984163225730888
259838583605235466/6053288665978560254 6884402530283345462/8697295685589021309
3312520791717266842/6744224145511326453 6733484657867240607/8742677523490932319
8682233940470793563/9216486186297881845 668476686145272270/2374005216281334393
2486540243826758497/7197412200584588964 2149761049381262336/5133781597631562465
2774700147600653140/4413220722863833644 3464901735859490606/5546300669090348329
4019733718370058334/5833218727636696891 4008317170150970389/8026802009588836344
1406998750353438675/1928979597546084273 4154401625910532941/6061982472142069449
1633491031710413179/1931326080552570609 1693873968824820116/4339103424996956814
7252653374414389148/8929204394404056038 6667397784054588473/7286848675133603145
6056999246569398221/7363386310601417825 7511692348137373718/9050473588830392691
1311167520208979850/1682160988112595714 2818856660536844458/4757148265730419222
2828605794328748607/6746287508426797553 134131371949264952/7866841001908968280
5159468201224075795/7481991353796484310 417381738354860008/4844772579675050082
930363684782498127/5912743301552947296 6905405619103826294/7259003472695707667
3419424763508148662/4651460448533464330 3073939254713501449/6472488145039515969
8092181201223256353/8451834506833642415 6718500816325207590/6857923115645219970
1028702429164564407/3886838763472517722 823336497390663523/8818943369891554502
4349874135301593393/7068286642527758068 3359598469658958801/9017778638468049827
544137724106752192/7575821158591314389 4962873555026463179/7698149178642349320
5977172658164340751/6099900496731624284 6866597688302410874/8952941214434204593
2027336665070563052/3687310633535186913 3294875529906235438/7336307622152835286
3984027475943983583/7029552674733149871 3302780303497749570/7460510169080989778
3125251273516173951/7036013812277573396 4434940153216021725/6807224966189046877
1947020311171520249/5750074508751708264 2393779115064554664/8191606675927732101
1392964300442389423/5111674627281318548 6452999117074129082/8999610169121668386
657157836875654092/746326531051262808 4681823142398393537/5375325453079874551
405422209151526749/4153052642906394489 1062001668087476044/5037172371837047958
4654489012754188600/6968165715346891389 4736875711431052941/7138508931345621454
841239274527577254/3409373490964461821 2724291875286515103/8859051986402358768
1822341199203309362/7544428033735948814 1199632480068947281/6049559788192247338
3679442421150377974/8325751210236535199 2477882371649697963/5721318233451871173
777915560033718547/1660482119835327025 554550083635677296/1306927000989720205
5834489796186182836/8107972190195945183 2095751239921688909/4831764500568819774
294710714567266661/7432218768967041907 231128472576146553/4924068679568715808
1500699897626136125/2145394394533956380 729161219709617378/3768916768788527027
6606953479904787626/8963093524010243717 1458953085061948072/3315276922196101178
704426555717603397/7996480057090943463 3165312012847998843/5841081567471926122
3231117183190436166/8190305036221294950 3925705286099142214/8697102501444579903
5208244890404335463/7292340419880375567 4629286629537579802/8178108354065122125
3041801962155531169/6963408449302089633 1326455168719026471/3960474212427632389
4641333205074093984/4989960196195054911 912042704360642421/5628061247582221610
3886145128186672383/7495202638462487029 4594238313866825798/7122338760540327843
3560365665856655363/3645090797586220746 219450686568915358/6268708070191876107
2409532214997013920/5453825101925174244 2176388493932223696/6858707956553954766
963310263219825462/6581669390872703962 1896113597789940370/6402259482274961931
1965264580771623575/8893075677635292066 731210202701875611/2097940804795204185
3804016758915950202/7460593357469402783 5465577828340862733/5908619288803192527
568849924901285037/5648714886988868081 822955044985946263/3416916769576650208
8356693333373591593/8405444356562544049 6927349302557740296/8750018900697666972
1860341556511271042/7512266979176997799 4457455139219423503/6453176667999097173
1004719454010127657/2430473678471146743 1950265873197751157/9120534841475311407
3303302749374391158/6973898309501385296 3396112384522098167/4887623769432051529
1320791182885890725/6561342312338140020 6349650605866983697/8014439078304089633
620197711750017796/4402896056314173159 6242310427629686773/7436816416119801363
7379588076250406527/8649819681732315777 2428343607540898845/5417390005292934174
1791380721997776583/5094483254277555725 5726210330449611186/5803990576738740189
793752757452921460/8778957450617496883 3832626077528272142/7102959915181013227
6320736418874203353/7018874308640876667 650216650023778146/4743899550314805320
664454790620411128/3037038819077788213 3132955047346192341/5556845780590815448
2077393018742419693/7089698561230862134 2902045981992843556/7645685399790524832
1025842085915907514/8853486254447724663 511324425013759581/3184635980112642752
893971365025581135/5306961123312758636 913006888099567754/5131322463512545412
6486450489365251571/8256664125323975322 351109098930456121/6674798396751856128
3078176195376872993/9061654883627191808 4140848713444665784/7611575687236771322
6046908518636568994/6135583829339812089 2497082781046615939/6481644813937108913
2688378218550213636/7991700313878776031 1646274147603594017/3095596858610453508
2756283741324602299/3877053014150190122 5932160516628820112/9018339901196553773
2167552646296348481/2294897530803980142 887419599838039247/2549057963672261015
1535652700594850415/4626076474812800572 2621649267030694850/2683787200300444163
145532613419027633/5896022447426724870 4789851378752880110/7276444847703093448
3211555437927320161/4709200201876077443 997170883047988860/6331774811246390055
6622954540641184749/7468013268442533086 888865441182199074/5291473789371951468
2112306048040841573/2605520562086508683 5136970794601249880/8628441343453757774
6746632963725323104/7812991242777175988 1824412788333564823/4932944147399367622
3396596756501076875/8155726835018640623 6710551865505948802/6826213185848459890
2776069947835795090/4850524563580040453 999682287923075590/7611676569328855531
2322513330400882980/7464693131332718148 585857171716435912/3122131261181866039
1833262971218664575/3931838079887214594 173775606150266678/4986193718479724914
955274311035915423/6210188606733007598 672944387198558459/7953874903739139730
1509698208831165365/2156021528714700538 1987143133847031321/6539498159601320814
