100
1759070143025960136/2141873929031151322 5318637400648849758/6569238699518108015
4836942814630897387/7505379676819651270 2952812310645057523/6819434095667649706
3639131512733960172/5004152500535377505 7087331196936232173/7444838380104177813
3947581959269370586/9071646080050593008 759040318115749013/6830831341031572829
54473635969413799/5831297765389168614 5037729614908369101/7005679785144710778
5270278179239855097/8278675247955030463 3361563511471769863/7181610484915883811
5327754975321981600/6310393990391131438 675219215573460984/5514602974197522994
455785395932486715/4695163376462418862 2531408833771188273/7488622288318786937
6432197916870330687/7786634368377181675 2759462038622169893/8521925903093045409
2301288438542616457/7443249603239460297 7208377926475572640/9168503350817376146
8698401625788218164/8879300954940434412 3756709396232967320/4412240804348326807
228683613849554507/5002892508100555350 269816401888147018/7380228513103917954
554629199542004561/4547077131558636282 277939507179523006/5153960678752035104
1373954552764470852/6075788680326026349 4543252506126394063/6883321508278758598
975903912219087429/2753669655837653545 3144338515964647372/3787159968774548016
1406692236861030289/6291616657210460421 6093721786716994524/6825216966821478290
7627115969853763904/8193500215684829114 1270798188052956117/6703480748396145122
6348574979542500802/8364807730037622615 99807242129695497/7175333882469134083
3892152964545861705/7027516844750862224 647900701088169904/8558512013230069817
3290370770430803849/8409451685433218036 1021683167572478078/7270236083574472205
5928179465802431476/8250114742558243406 7150058085139351417/7462590321464222398
4530889630664295161/7814250557440375135 132214626535463451/1237596648682657988
1066752422185446996/1314877940067693416 1600796408245100250/2250402554813604386
5251463948848690734/6955700935425175199 1283952021646358992/4816278661099379021
5673615064683698771/9195284778162356255 2007124512874418809/6290813386523631609
2939784591111868226/6679201888812561740 2635382533004387417/6121990763951436198
492754582904222254/5627602320120215997 1934011416231942698/2591340002690590382
6954985403745615848/9007240348609944829 2740103262109993486/7951160814850445880
2712995439677029450/6087732391150013008 752103831359167884/4834553722846412830
4793652508142010159/6357552782053148523 3884914427925261601/6093875267922735262
1460379211783083474/2945701139111555338 4758714164774237482/8776503653008520553
2931834911955246060/4609096295874358360 4158861455619603663/4547051372075526802
7068579238238972654/8142881780472296497 4281132284815133474/6422799958856019147
3167045889389465766/6866287478904237229 7370548707783547926/8202285670658150243
5439334003796411583/8339423303329012489 1945653186773273619/2540528912849498926
1227848166227928756/5493803157728778608 2268497765201837514/8450432832035308660
1658347626851830743/4342932944100290359 2378759200444428438/7323033241270951122
1392066072049973066/5433633508516033443 2458943744046248241/5748535647530592544
3630230611849149215/8044674683876957644 6280569616993860199/8544797092086111803
5686182633701231593/9159987887833692916 1808572949686801436/4701278008085452059
1573713251136915542/4845331607031941958 4696598643752444863/6080164165541857670
3922204822921721634/7473177474624951428 4760891311915385988/7790518957116437358
6328989051868061581/6429207019596060919 6840659724021720049/7563500168093634626
6441771485356175416/7152048402144937041 704826737133096492/904316794655757590
5601857024476373108/5948866198271483243 853435235621778621/7613748984629385521
