1000
4147397978526851/4882812500000000 2577003670518853/4882812500000000
1215880629878829/1220703125000000 -6937556684802883/78125000000000000
-448458506757453/488281250000000 3862825226097499/9765625000000000
4575317759902767/9765625000000000 -8627508275078229/9765625000000000
6093170689859169/19531250000000000 -927824064015831/976562500000000
1507455768433057/1953125000000000 3104708492599287/4882812500000000
-1747304696908151/1953125000000000 -4363552342380329/9765625000000000
-3170974751339793/19531250000000000 -2409015118028221/2441406250000000
466137220545219/1953125000000000 -948342416699709/976562500000000
304245933853433/2441406250000000 -24223746385051/24414062500000
-3685710718765933/19531250000000000 -2397541915236031/2441406250000000
70414755698471/76293945312500 7518420897106093/19531250000000000
5184778432797859/9765625000000000 -8275596911608199/9765625000000000
1220653460660651/1220703125000000 1409444274193433/156250000000000000
6745832600772303/9765625000000000 3530622259708003/4882812500000000
-678058807793277/9765625000000000 4871028328130493/4882812500000000
-7070712471480313/156250000000000000 -2438905220202553/2441406250000000
-5452518150198467/9765625000000000 -8101695962104557/9765625000000000
4633400438682717/4882812500000000 308120644226969/976562500000000
8767713077844821/9765625000000000 8601078775412743/19531250000000000
8337605554401731/19531250000000000 8831110634876417/9765625000000000
357088885571613/488281250000000 -6660513700992919/9765625000000000
-8888913184817247/78125000000000000 1212776108965193/1220703125000000
4618567016042757/78125000000000000 4874272567409387/4882812500000000
905199665567341/976562500000000 458066387558589/1220703125000000
2437438363569511/2441406250000000 -8904675214913543/156250000000000000
4784535949503503/4882812500000000 -7797737756308013/39062500000000000
2338640758158273/2441406250000000 5475575438309/19073486328125
-8691649195524537/9765625000000000 8904530510377889/19531250000000000
2440528125541289/2441406250000000 -1676154204749077/62500000000000000
-7334781986634491/19531250000000000 -2262709588949173/2441406250000000
-7866514708678787/19531250000000000 1117313450768461/1220703125000000
262952857975681/1562500000000000 -1203292917584613/1220703125000000
4882080776866523/4882812500000000 -540987359038113/31250000000000000
8004997726065141/9765625000000000 5593517949047533/9765625000000000
-2402892647771383/2441406250000000 -6911025872565917/39062500000000000
-6041304470734109/39062500000000000 -1206015823505153/1220703125000000
287255883876699/305175781250000 41214200736667/122070312500000
7022367255219313/19531250000000000 569535930789513/610351562500000
7157354960950287/19531250000000000 -2271570204882587/2441406250000000
292734639095763/2441406250000000 484758534060517/488281250000000
4877036592321861/4882812500000000 -1519538285207087/31250000000000000
-214731328995561/781250000000000 1173688200216581/1220703125000000
-355723723102951/390625000000000 2017444370623041/4882812500000000
7777128346367037/19531250000000000 -8958041097899617/9765625000000000
2392035217648657/2441406250000000 1563199165011379/7812500000000000
4706647835041201/4882812500000000 -649869999895791/2441406250000000
5202657792819461/19531250000000000 -2353196225526687/2441406250000000
-2900317531071891/19531250000000000 -4828676609469831/4882812500000000
7266749761482019/9765625000000000 -6523938959296447/9765625000000000
