1000
-7387718162394691/9765625000000000 -6386630723131611/9765625000000000
8779916682338403/9765625000000000 267223094791459/610351562500000
-8414246562810043/9765625000000000 -4956600288591403/9765625000000000
3970598223311663/4882812500000000 -5683733863998389/9765625000000000
-2877211190846721/4882812500000000 -3945061935308829/4882812500000000
170793851702219/390625000000000 2195675355650501/2441406250000000
3805381110028877/4882812500000000 -3059564105815017/4882812500000000
-190046068707387/244140625000000 3065102709160511/4882812500000000
-47030567224063/76293945312500 61515830221569/78125000000000
-1198454999668993/1220703125000000 927980458011133/4882812500000000
-996838891082361/1220703125000000 -5636613704616369/9765625000000000
8100367166164069/19531250000000000 -8886137776557247/9765625000000000
-152601745269289/244140625000000 -3811422417741579/4882812500000000
8999889957577713/9765625000000000 -758140155699903/1953125000000000
5440690279083263/9765625000000000 8109643699183947/9765625000000000
2440036492861137/2441406250000000 -5233302754500389/156250000000000000
-974485277623299/976562500000000 -159153230050709/2441406250000000
-487896841505409/488281250000000 -1239769620893997/31250000000000000
-975968220166861/976562500000000 -1362556203951741/39062500000000000
-2236641827966501/2441406250000000 -978722540319641/2441406250000000
7073030208020579/9765625000000000 6733474238240861/9765625000000000
8998445034514303/78125000000000000 -4850315555118241/4882812500000000
7339072743578687/9765625000000000 -6442471800876229/9765625000000000
5762617044683747/9765625000000000 788414081792971/976562500000000
8736238176593829/9765625000000000 8728247054809923/19531250000000000
-342115099501911/488281250000000 -3483903526137887/4882812500000000
-2674411216805047/4882812500000000 -4085264073910473/4882812500000000
7537845048020909/78125000000000000 -4860031714881741/4882812500000000
335538399951707/610351562500000 407876853575421/488281250000000
2253574947480371/19531250000000000 2425100276659287/2441406250000000
-4362722674432131/19531250000000000 -4759440470189851/4882812500000000
-5617728714810759/9765625000000000 -7988025771579337/9765625000000000
-373701515041939/1220703125000000 4648377432249021/4882812500000000
-4881010231702147/4882812500000000 1061230325242027/39062500000000000
-2699229984538777/39062500000000000 -4871141203141863/4882812500000000
-5772759954459203/9765625000000000 -787671721904609/976562500000000
4352125351819867/9765625000000000 4371110744498239/4882812500000000
-8059277665230281/1250000000000000000 4882711011513281/4882812500000000
8440448004676241/19531250000000000 -4403326612083023/4882812500000000
1155901242590521/1220703125000000 -6279025387047623/19531250000000000
4421737136980861/4882812500000000 -2071255320234699/4882812500000000
5959480212136449/9765625000000000 -7736409195600961/9765625000000000
3710497748813219/4882812500000000 3173966661168369/4882812500000000
-2270147520713681/2441406250000000 -7186185465957701/19531250000000000
6970564474774629/39062500000000000 1201110381923113/1220703125000000
8643654411089059/9765625000000000 -71011576930633/152587890625000
4984007565599033/9765625000000000 839804145183129/976562500000000
42240052002831/156250000000000 -2350502798334861/2441406250000000
38854237734877/48828125000000 -236580168373569/390625000000000
2039031122608913/2441406250000000 1074152036485353/1953125000000000
480700760102421/976562500000000 8500594659452977/9765625000000000
-4872397904891481/4882812500000000 -637484326286877/9765625000000000
4835534418002411/4882812500000000 -5422706645034469/39062500000000000
7522233296484187/78125000000000000 4860126200471027/4882812500000000
4308959145263519/4882812500000000 -918671126757003/1953125000000000
702536373571179/1220703125000000 3993111595123227/4882812500000000
326511029341237/488281250000000 -3630552668948467/4882812500000000
37750352828757/38146972656250 -2809120750033661/19531250000000000
-8610281711746423/9765625000000000 -4607654553565197/9765625000000000
-486633888152001/488281250000000 1603016158934543/19531250000000000
8965842931250049/9765625000000000 967635396623469/2441406250000000
-2353217437202807/78125000000000000 -4880596944427801/4882812500000000
94208650874709/244140625000000 -112615912370053/122070312500000
2214131958828093/9765625000000000 2377827938864599/2441406250000000
56866179197887/61035156250000 -7094537567602377/19531250000000000
