1000
181449511932609/488281250000000 -2266575907183457/2441406250000000
3700533530796991/4882812500000000 3185578361554367/4882812500000000
-1458948654782399/4882812500000000 -4659756080833511/4882812500000000
2329352332433233/2441406250000000 -5849210210902221/19531250000000000
-289621411329753/305175781250000 384742938823519/1220703125000000
-2440526723799371/2441406250000000 -1677491245156933/62500000000000000
808696072898317/2441406250000000 -575894691936919/610351562500000
-772194139136049/976562500000000 -2335240175659/3814697265625
-782108052536377/9765625000000000 -1216781992046431/1220703125000000
8924298145984623/9765625000000000 1982696033321827/4882812500000000
1098922242956957/1220703125000000 2125976569275273/4882812500000000
-3406795764759231/4882812500000000 -437242790952843/610351562500000
-1182256390323199/1953125000000000 121457796860651/152587890625000
215040228921641/50000000000000000 -1220691835323757/1220703125000000
6640366695124287/19531250000000000 -4591944418740171/4882812500000000
5038348019180609/19531250000000000 -4717552171148447/4882812500000000
7060379653861379/9765625000000000 421671111768241/610351562500000
2734174574798791/312500000000000000 -2441312801829003/2441406250000000
-6251087272165113/9765625000000000 -937844433031809/1220703125000000
1403582632031693/2441406250000000 -3995207265010439/4882812500000000
4748271814152083/4882812500000000 -4553280468559143/19531250000000000
-1138390736611207/1220703125000000 -7050585681114379/19531250000000000
-3100929795193779/4882812500000000 -1508699695257381/1953125000000000
1760108065355463/1953125000000000 8465913204703019/19531250000000000
-120844849231673/122070312500000 2760561603253959/19531250000000000
5915483794085561/9765625000000000 -1554020374673847/1953125000000000
7371418920017737/9765625000000000 -1281087268631291/1953125000000000
1219305151629531/1220703125000000 3737877575693869/78125000000000000
-8380782490132203/39062500000000000 4769108589242421/4882812500000000
-883812177369711/976562500000000 -8307836097065479/19531250000000000
-5286785274116027/78125000000000000 4871619631883777/4882812500000000
-6814938312769687/9765625000000000 874321589092159/1220703125000000
-7562627376628431/39062500000000000 -4790429217154421/4882812500000000
5722677613328071/39062500000000000 4830129830009609/4882812500000000
4534406440599819/4882812500000000 3622715082146611/9765625000000000
-4601256331720857/4882812500000000 81705233613811/244140625000000
5561973068355117/9765625000000000 8026947566012711/9765625000000000
-6699679896945591/156250000000000000 2439160931974341/2441406250000000
1389976721478569/2441406250000000 -8028378856318879/9765625000000000
-595079676600323/610351562500000 4341777210277969/19531250000000000
-4638847463181869/19531250000000000 2371546241299621/2441406250000000
-2273758929082921/78125000000000000 152523252188267/152587890625000
1267787269425659/1953125000000000 -7428682092247641/9765625000000000
-4660648333582241/4882812500000000 1164876651553/3906250000000
237317691916541/390625000000000 1939194860796833/2441406250000000
610292124557989/610351562500000 -2180551267633737/156250000000000000
1701819887965269/2441406250000000 -1400405323375187/1953125000000000
-6142121678635163/9765625000000000 7592217918728687/9765625000000000
4873912416370167/4882812500000000 4714862769317609/78125000000000000
-816872434929223/4882812500000000 4813998061404787/4882812500000000
4125323034235807/9765625000000000 -2212876260433303/2441406250000000
3914524965989877/4882812500000000 -5837243253727979/9765625000000000
1130085924244583/1220703125000000 3692343847121779/9765625000000000
-195359844586533/305175781250000 -7502399050350873/9765625000000000
-1211693696098687/1220703125000000 -2368567835672843/19531250000000000
-6093474920553173/19531250000000000 -4639095345236299/4882812500000000
-119974215385823/152587890625000 -1206820222312089/1953125000000000
820843124896837/1953125000000000 1772262347942481/1953125000000000
-2259365474923693/4882812500000000 -4328640151465479/4882812500000000
1378329016101391/2441406250000000 8060445249152961/9765625000000000
5835997157065589/9765625000000000 -1565995770407409/1953125000000000
-648847397626947/4882812500000000 2419754892791261/2441406250000000
484453350732727/488281250000000 4881658777355657/39062500000000000
-208253624348601/6250000000000000 244005057448037/244140625000000
4984812704008693/19531250000000000 4721105331834733/4882812500000000
8834108014476921/19531250000000000 -8709596175355299/9765625000000000
970981136736341/976562500000000 -8340723616935169/78125000000000000
1429159937041/1525878906250 -6843013492398297/19531250000000000
-6925661101491071/9765625000000000 860619779830923/1220703125000000
2015824281026383/9765625000000000 477765329708659/488281250000000
1788851139120407/19531250000000000 2431144721899823/2441406250000000
5986536743556229/39062500000000000 2412564995941213/2441406250000000
-4650864226402513/4882812500000000 5948202898658517/19531250000000000
976448257198367/976562500000000 -59748462142103/3906250000000000
4604278667330799/4882812500000000 6502277587084421/19531250000000000
8907697380641877/19531250000000000 -2172709476154593/2441406250000000
180655320036343/12500000000000000 4882302530483671/4882812500000000
-291790188990721/305175781250000 143025530098603/488281250000000
-5724142688030939/19531250000000000 -4668403883084413/4882812500000000
6453441850451673/9765625000000000 7329428349023127/9765625000000000
-39059654821183/39062500000000 -471456784907703/39062500000000000
5978837215402531/39062500000000000 965055831222253/976562500000000
8629560865652489/9765625000000000 1142861291524043/2441406250000000
6982078906987909/19531250000000000 4560155566830303/4882812500000000
3841657689447553/19531250000000000 -4787427497881877/4882812500000000
-2267990202936019/2441406250000000 -3614824846490457/9765625000000000
-18442899600539/19531250000000 -803597194717859/2441406250000000
-3996895545188669/4882812500000000 1402380468258099/2441406250000000
368403240101069/976562500000000 565254840581221/610351562500000
1315535796534407/1953125000000000 -7218141785912741/9765625000000000
6010723579747251/9765625000000000 -3848331901242907/4882812500000000
8485460099336753/9765625000000000 -1208418350137611/2441406250000000
-1576099449619877/1953125000000000 144189967498009/244140625000000
6588658520079831/39062500000000000 -2406427335312613/2441406250000000
2328888812776233/19531250000000000 2423988202130123/2441406250000000
8580050413171123/9765625000000000 2331853691168629/4882812500000000
-8607251059641887/9765625000000000 2306656716815411/4882812500000000
5564233823274433/9765625000000000 -4012690294570271/4882812500000000
-2434773730985667/2441406250000000 359674054895249/4882812500000000
-39582575386443/152587890625000 -943132544435859/976562500000000
481245805072797/1220703125000000 -8974697211996317/9765625000000000
-6805122660309773/9765625000000000 7004122872905889/9765625000000000
2438526509877997/4882812500000000 -528787622343237/610351562500000
-54400060328167/76293945312500 -6846982536915783/9765625000000000
4487584347473269/4882812500000000 7697734351840587/19531250000000000
-6587954847092861/9765625000000000 -1802191072231429/2441406250000000
-5724623103552377/39062500000000000 -4830093808244493/4882812500000000
3523787846517039/4882812500000000 -6760111573900259/9765625000000000
-116608787685113/976562500000000 -96957552931211/97656250000000
5281684929409161/9765625000000000 -8214087651533623/9765625000000000
-339939214308573/3125000000000000 4853836858855171/4882812500000000
605603461017947/610351562500000 -4862937925846037/39062500000000000
957770046801019/976562500000000 7626359955525179/39062500000000000
-7545854438787737/9765625000000000 -6198992856041407/9765625000000000
1551378205325983/1250000000000000000 -1220702184853413/1220703125000000
710173773824721/2441406250000000 4671666806830563/4882812500000000
-1649389642475697/2441406250000000 -7199975871996189/9765625000000000
-2707695348240313/4882812500000000 507909991584293/610351562500000
4238702171825251/4882812500000000 2423893935121781/4882812500000000
655624258656653/19531250000000000 244003036416161/244140625000000
1245836898397129/1953125000000000 7520950219582001/9765625000000000
3534737684132199/39062500000000000 -4862780415684233/4882812500000000
1576645307831413/4882812500000000 -2310630189117757/2441406250000000
8478612904376283/312500000000000000 2440507498612191/2441406250000000
-974346921146617/976562500000000 525959308440229/7812500000000000
-1732703620241741/2441406250000000 -6879770510056541/9765625000000000
-7350536618724707/9765625000000000 200918406600177/305175781250000
5646584163566593/9765625000000000 7967654543489191/9765625000000000
-203543124838819/1953125000000000 4856225039804483/4882812500000000
4835368279271099/4882812500000000 1086435951069489/7812500000000000
2272698068520397/2441406250000000 7134403260294029/19531250000000000
-4450476950999913/4882812500000000 62773719517683/152587890625000
8807907952925431/9765625000000000 -168704186709959/390625000000000
6756803632221071/19531250000000000 143166131516023/152587890625000
-8666448795524143/9765625000000000 2250560869826849/4882812500000000
-2306128423332911/2441406250000000 -6411171113661531/19531250000000000
687256916969627/3906250000000000 -1201661731621627/1220703125000000
4979161730771969/19531250000000000 2360739009761151/2441406250000000
1163453496649887/1220703125000000 5911173539373277/19531250000000000
7035571517102273/9765625000000000 6772604009416483/9765625000000000
4960788192976503/39062500000000000 4843277374933/4882812500000
4657059876322719/4882812500000000 5870129427535673/19531250000000000
581462447710923/610351562500000 5937742213179237/19531250000000000
815726100319459/1220703125000000 -726507061996729/976562500000000
4881514743286293/4882812500000000 3602199681366843/156250000000000000
1271233004212677/1953125000000000 3706973086820139/4882812500000000
5397685597694437/39062500000000000 4835971813591417/4882812500000000
6844275056205367/19531250000000000 4573193806831727/4882812500000000
1057631422691237/1220703125000000 4876273285997827/9765625000000000
3954329610027249/4882812500000000 -5728921450122351/9765625000000000
4457480635708893/4882812500000000 -1993169408865311/4882812500000000
-2449309561555453/78125000000000000 -1220103065782059/1220703125000000
-249281262642383/305175781250000 -352085839289041/610351562500000
-333991132306281/390625000000000 -19783000119129/38146972656250
1426915079997531/2441406250000000 198100424835857/244140625000000
-1438457380104037/1953125000000000 -825742476324629/1220703125000000
-1460799169207277/15625000000000000 -4861426323332663/4882812500000000
-3836500651110529/4882812500000000 -60409008150059/97656250000000
2002057715173333/156250000000000000 488241166003763/488281250000000
175368759117541/488281250000000 -4557020709050337/4882812500000000
641623229832239/7812500000000000 -2433158711736251/2441406250000000
-3202771991714591/4882812500000000 -115176959125187/152587890625000
8525256875363133/9765625000000000 -4763132042018007/9765625000000000
5675291338722257/39062500000000000 4831003348281131/4882812500000000
-7859624956965547/39062500000000000 4782953457635127/4882812500000000
4870035010050557/4882812500000000 -5648179284137547/78125000000000000
-4876360106118437/4882812500000000 -8030025294327611/156250000000000000
4983376909351819/19531250000000000 -59015000835811/61035156250000
920899885466073/976562500000000 259991036589893/781250000000000
-1174709655771617/1220703125000000 5310779233742807/19531250000000000
2313377763352469/2441406250000000 1248356668587707/3906250000000000
4005438033950009/19531250000000000 1194757743355267/1220703125000000
5611915388284567/39062500000000000 4832160024132477/4882812500000000
-895606188989927/1220703125000000 265427543746833/390625000000000
2340485176169151/2441406250000000 347344791839291/1220703125000000
-8408923703974607/19531250000000000 1762837850465079/1953125000000000
6043607679921821/9765625000000000 7670869432588133/9765625000000000
8633601202065411/9765625000000000 912762004562409/1953125000000000
6241999275122041/39062500000000000 120501732324303/122070312500000
-813719323234643/1220703125000000 7279459243122149/9765625000000000
-8629721012912849/9765625000000000 -914228568355101/1953125000000000
-1475143546672287/2441406250000000 194535754920533/244140625000000
1156815074019101/1220703125000000 -6235793534120463/19531250000000000
-6882812982520699/19531250000000000 -913915493919083/976562500000000
-1096905290266061/15625000000000000 -4870765626821357/4882812500000000
-225439799058771/244140625000000 7496790470907009/19531250000000000
-6601151580332169/9765625000000000 -179917045909537/244140625000000
-4663836410189021/4882812500000000 5783407783169271/19531250000000000
8991707294339361/9765625000000000 -1524027903867869/3906250000000000
133869772000253/244140625000000 1020827224852361/1220703125000000
17931763566248/19073486328125 6655979213819283/19531250000000000
-5830005701995597/156250000000000000 4879412419551451/4882812500000000
1529531260585041/1953125000000000 1214591037558789/1953125000000000
2356052680034587/2441406250000000 -2559625742770697/9765625000000000
2396082185317511/2441406250000000 -7491941505260141/39062500000000000
-8788451648025949/9765625000000000 -8515996540848281/19531250000000000
7243119052750033/156250000000000000 -304847712575479/305175781250000
-2390287572047099/4882812500000000 -425774391351493/488281250000000
4779268792175707/4882812500000000 -2000447672189009/9765625000000000
7146062192650177/9765625000000000 6655916674613703/9765625000000000
4303553294554347/9765625000000000 4383117060995389/4882812500000000
3976987711451681/9765625000000000 8919136751030747/9765625000000000
8450278975103563/9765625000000000 2447458727105917/4882812500000000
-6490762587725337/19531250000000000 -4605294016077347/4882812500000000
-4444712867742171/4882812500000000 -8085924000121117/19531250000000000
4750637728374467/19531250000000000 94723435291411/97656250000000
-7089769756627803/9765625000000000 -335792333290349/488281250000000
-3411865983022257/19531250000000000 -15024168702069/15258789062500
-1231017419266887/62500000000000000 4881865280695133/4882812500000000
-8406675996502789/19531250000000000 -8814725254543159/9765625000000000
-4818996580747913/4882812500000000 393424028529071/2441406250000000
-120360217778067/122070312500000 -50903043270021/305175781250000
-2812006855510541/9765625000000000 -4676003878451843/4882812500000000
-149557563685193/152587890625000 -7746271973226343/39062500000000000
4805443246854453/4882812500000000 346311561786131/1953125000000000
-211517263254073/390625000000000 4105033837606183/4882812500000000
-11433928054661/78125000000000 966047109539763/976562500000000
-7832809720490527/9765625000000000 2916098571859931/4882812500000000
-2712123422889561/19531250000000000 2417753713100479/2441406250000000
4881361022500387/4882812500000000 -3809542970792091/156250000000000000
42615601283177/78125000000000 4092402522640889/4882812500000000
5464604704116089/9765625000000000 -4046774242170463/4882812500000000
302130141806817/305175781250000 -1376236211665969/9765625000000000
2268803784788359/9765625000000000 4749209434915327/4882812500000000
-6637458391016793/19531250000000000 -574025901009107/610351562500000
-119711491887389/122070312500000 -7642038874789193/39062500000000000
507654752888523/610351562500000 1084302808615127/1953125000000000
1259165511523963/2441406250000000 -8366568416862587/9765625000000000
3131298195980377/9765625000000000 -231249869254659/244140625000000
-4842594534526993/39062500000000000 121128651600343/122070312500000
-4836312968255889/4882812500000000 -5378087590130341/39062500000000000
7557096471174107/156250000000000000 121927454639637/122070312500000
-2317336219805309/2441406250000000 -1536772360393697/4882812500000000
1153865173444679/1220703125000000 -318708675397451/976562500000000
-5026454715427301/39062500000000000 -2421109684921551/2441406250000000
465235790238101/488281250000000 -1482371025859997/4882812500000000
-120772341212961/122070312500000 -177539514415179/1220703125000000
-4666544759355997/19531250000000000 94827881787403/97656250000000
-8381133899051919/9765625000000000 -5012387276217569/9765625000000000
76119764219183/76293945312500 -2638046726633151/39062500000000000
4229914251701347/4882812500000000 -2439197272343933/4882812500000000
-7094140864526669/19531250000000000 227466650013233/244140625000000
5441702990159749/39062500000000000 -38681607707241/39062500000000
-2765336610418959/4882812500000000 -4024272771723213/4882812500000000
486393457634707/488281250000000 -686320456317261/7812500000000000
5690464577843509/19531250000000000 -1167744118366571/1220703125000000
8549879475425883/9765625000000000 -4718791433864843/9765625000000000
-3766444842195937/4882812500000000 -3107370457613941/4882812500000000
-8835770601829987/78125000000000000 1212870914480729/1220703125000000
-5352464559563223/9765625000000000 -8168142676229687/9765625000000000
-4826323922890991/4882812500000000 5924621447411423/39062500000000000
-6605125045665239/9765625000000000 7193035157132959/9765625000000000
340246774463053/1220703125000000 937860800537821/976562500000000
4589569963868383/9765625000000000 -4309967493711007/4882812500000000
-1157011138923263/1220703125000000 6226474444725389/19531250000000000
-156671614885723/244140625000000 299583283333859/390625000000000
1852886861346877/9765625000000000 -23970586392451/24414062500000
531293618461439/610351562500000 -2403412518277689/4882812500000000
-764689623531597/4882812500000000 -964512471455281/976562500000000
1425669987267359/7812500000000000 960164547563049/976562500000000
-953020294814227/976562500000000 -2131352483247529/9765625000000000
-69193466263757/244140625000000 1170650556333923/1220703125000000
1242170664090213/1953125000000000 -753609532002263/976562500000000
-1058210412500333/1220703125000000 2434113694174997/4882812500000000
1132010666210861/1220703125000000 730883031464131/1953125000000000
5377360890766793/9765625000000000 8151774131505163/9765625000000000
-4370999308934021/4882812500000000 -8705146019641081/19531250000000000
-152576347886937/152587890625000 3843715116050987/312500000000000000
-496570217742097/1220703125000000 -1784221789432303/1953125000000000
-934427695304873/976562500000000 5675181006927383/19531250000000000
-1367886243305967/1953125000000000 3485312477920101/4882812500000000
2229029410394013/2441406250000000 -248984483093021/610351562500000
-6033450165474627/9765625000000000 -3839430645986433/4882812500000000
