1000
-333995488813949/7812500000000000 -4878348339836539/4882812500000000
94200417776683/195312500000000 1710942837939023/1953125000000000
-737046786791177/1220703125000000 -1946153286322089/2441406250000000
-7338304836706973/19531250000000000 -565632776781883/610351562500000
-1825433412549009/2441406250000000 3242380196021893/4882812500000000
277158501339803/3125000000000000 -2431785188365319/2441406250000000
-4542870854097551/4882812500000000 -1432018393881249/3906250000000000
4582766963444311/9765625000000000 2155888427646889/2441406250000000
-7531856887519617/9765625000000000 310799627841429/488281250000000
-8954092300181873/19531250000000000 8678910611970889/9765625000000000
6836273478968591/9765625000000000 -6973721858618659/9765625000000000
-4818474641140233/4882812500000000 -1264060801418417/7812500000000000
1671019480558589/1953125000000000 202226720412383/390625000000000
-2900044183821413/9765625000000000 -4662541564761343/4882812500000000
-476846107396357/488281250000000 8404329917371669/39062500000000000
-1826280769887203/2441406250000000 202529435633721/305175781250000
-1440294570721969/1953125000000000 6595924528020729/9765625000000000
-8669360244397531/9765625000000000 -899102321062171/1953125000000000
4870712223122973/4882812500000000 5496654393104883/78125000000000000
-703704469177667/1220703125000000 3989819323115559/4882812500000000
6896750304782737/9765625000000000 55311346755821/78125000000000
-4783021797495551/4882812500000000 -3928481426380789/19531250000000000
6884304403631157/9765625000000000 -6926311032488337/9765625000000000
336229566796947/6250000000000000 -2437870867669861/2441406250000000
-775282950231683/3906250000000000 2392838061406833/2441406250000000
-4798503929820993/4882812500000000 -7227582481128731/39062500000000000
-8844935766414917/9765625000000000 8278778395057851/19531250000000000
-2440692573314293/2441406250000000 -3777756937706579/156250000000000000
-7129808303066539/39062500000000000 -1200197224926883/1220703125000000
-4248580209405111/4882812500000000 2406537785784273/4882812500000000
-1216980024238583/2441406250000000 -8465860001812759/9765625000000000
5943774336157341/19531250000000000 465121807435521/488281250000000
-6669614251024977/9765625000000000 -7133279567152093/9765625000000000
99026368683889/195312500000000 2104338931289219/2441406250000000
-1186726725596721/1220703125000000 2287997176770989/9765625000000000
-6954922558624147/9765625000000000 342769907679211/488281250000000
-1124172141364921/1220703125000000 3806126564065037/9765625000000000
8746092913784827/9765625000000000 2172170020052979/4882812500000000
2440680765856299/2441406250000000 1904437386581411/78125000000000000
-2436096668533269/2441406250000000 -1287415994312223/19531250000000000
-7419949236515491/19531250000000000 -4516733332080507/4882812500000000
