1000
-8786891701783367/9765625000000000 -532652059594189/1220703125000000
-116701642197631/122070312500000 286427697233213/976562500000000
2335070629556201/2441406250000000 -712677790114909/2441406250000000
-209542729540779/244140625000000 -2505712614965297/4882812500000000
109734044828417/122070312500000 -2139009340584609/4882812500000000
1050514204130641/3906250000000000 4702926111977349/4882812500000000
4871021006458353/9765625000000000 4232038102240647/4882812500000000
7607971094505223/9765625000000000 -3061299048843399/4882812500000000
7407444419241373/19531250000000000 4518015975917623/4882812500000000
4869047996893017/4882812500000000 -2930987700918243/39062500000000000
-4874311002957921/4882812500000000 -4608171013482073/78125000000000000
-371055071973833/610351562500000 -1550753027823881/1953125000000000
4875384676648457/4882812500000000 8615203817336459/156250000000000000
7239918213121779/9765625000000000 -6553702457995217/9765625000000000
-6638052878243973/9765625000000000 -1790664779248581/2441406250000000
-5677420861962849/9765625000000000 794571104412777/976562500000000
2318927138957941/2441406250000000 -6108571822576669/19531250000000000
20486171269871/30517578125000 -5790578311643/7812500000000
1193752046527661/4882812500000000 -1183659948041647/1220703125000000
204596900708193/610351562500000 4600307037174233/4882812500000000
8233056744142161/9765625000000000 -5252067049111263/9765625000000000
510983247178669/2441406250000000 4774666731256457/4882812500000000
4827866206045511/4882812500000000 5843647116956851/39062500000000000
7618776525216297/625000000000000000 -4882449700548377/4882812500000000
-7208904113744261/9765625000000000 -1317560368551909/1953125000000000
2760539148291229/9765625000000000 -4683664570914973/4882812500000000
4356785191618667/4882812500000000 -4409208865204071/9765625000000000
-7211918000462603/9765625000000000 3292251144552481/4882812500000000
800124810191571/9765625000000000 -973279157943603/976562500000000
2133746845597903/9765625000000000 -476483357630479/488281250000000
-5523420644508413/9765625000000000 8053524447373539/9765625000000000
4515616304692533/9765625000000000 -2164726325506009/2441406250000000
-1817397331270591/2441406250000000 -815096837472333/1220703125000000
-1965212176149651/9765625000000000 597865254282823/610351562500000
1059588065088009/1953125000000000 205090315392849/244140625000000
-4872891028121549/4882812500000000 1244449682124697/19531250000000000
-7123696075265307/9765625000000000 -6679849239906141/9765625000000000
-8873849743729837/19531250000000000 -8699490175984537/9765625000000000
-965201469302699/976562500000000 -5941102936278533/39062500000000000
-4560240765700577/4882812500000000 -6981188516576663/19531250000000000
5229642062513073/19531250000000000 940904578664189/976562500000000
7665766604186011/9765625000000000 1512519710837917/2441406250000000
-2868961690994509/19531250000000000 4829847211468663/4882812500000000
-243746448482841/781250000000000 -463908005154983/488281250000000
-7138279283390843/9765625000000000 1332852587692099/1953125000000000
991534973026387/2441406250000000 4461982911130263/4882812500000000
6667942678868687/39062500000000000 -1202787065641599/1220703125000000
4897279077537109/78125000000000000 -4873209720404989/4882812500000000
3783082174319893/4882812500000000 1234837457967603/1953125000000000
6692240370684151/39062500000000000 -4810621102491251/4882812500000000
-3955448687434021/9765625000000000 -4464354861614987/4882812500000000
7197630584536159/9765625000000000 6600117090565491/9765625000000000
801983873200003/976562500000000 -2786109220460369/4882812500000000
-5179493899074291/19531250000000000 -4707989018094351/4882812500000000
-7755137002975053/9765625000000000 593508902255999/976562500000000
-5057744084262923/9765625000000000 -8353840818373811/9765625000000000
1177427492375657/1220703125000000 5154399927555177/19531250000000000
-8950258381472501/9765625000000000 1953222116497907/4882812500000000
65463007820577/1220703125000000 -4875786236482233/4882812500000000
