1000
-630610476559279/1220703125000000 1045201677303689/1220703125000000
2864348871976371/4882812500000000 -3954410632415903/4882812500000000
1062853600896501/3906250000000000 -93971841811661/97656250000000
4561481134240339/4882812500000000 6968210986617123/19531250000000000
-4434498040578643/9765625000000000 -543795467814277/610351562500000
6594936803263451/9765625000000000 -7202377399274927/9765625000000000
3039852999232553/9765625000000000 290014017346579/305175781250000
6816712061471341/9765625000000000 -218526377465199/305175781250000
-8537783256689897/9765625000000000 2370321112339563/4882812500000000
-7568588117416583/9765625000000000 -6171215889071253/9765625000000000
6527412962776077/9765625000000000 3631814686007803/4882812500000000
-1355226645896599/4882812500000000 -4690972036626109/4882812500000000
-7038493872142841/39062500000000000 -1200723459597399/1220703125000000
-1340720921044713/9765625000000000 1209144190200359/1220703125000000
-7798591618976701/19531250000000000 447668749832763/488281250000000
817925427375967/3906250000000000 2387286235338007/2441406250000000
108915004895779/122070312500000 1102484993530541/2441406250000000
-8858935130193733/9765625000000000 -8218686026280441/19531250000000000
1949633564611959/2441406250000000 -2938974951426111/4882812500000000
1787423161758307/2441406250000000 6652016738823197/9765625000000000
4173100570772243/4882812500000000 -5070341028521307/9765625000000000
-486726318410701/488281250000000 24335465277741/305175781250000
-5451965310670573/9765625000000000 8102068000940853/9765625000000000
2773499494630339/4882812500000000 1607460529577831/1953125000000000
-1931369490903019/2441406250000000 1493410984005433/2441406250000000
4882807889906359/4882812500000000 858844942006913/625000000000000000
-2310916881912721/39062500000000000 -4874260471815973/4882812500000000
-6067620790537427/19531250000000000 -928242565960991/976562500000000
3813473664947339/4882812500000000 -3049471514362671/4882812500000000
6345891627119471/9765625000000000 -7422741481250711/9765625000000000
2362580258937603/2441406250000000 984590388893027/3906250000000000
7488087761248161/9765625000000000 -3134325019859559/4882812500000000
4801358661250329/4882812500000000 222037850967/1220703125000
-771986248219159/1953125000000000 2242603989431673/2441406250000000
-2029778889024389/2441406250000000 -2713272665406099/4882812500000000
589699491729447/610351562500000 -5037692352995431/19531250000000000
5038265865144677/19531250000000000 -2358778827442477/2441406250000000
410874518195977/488281250000000 -659548659116531/1220703125000000
-1722456534795707/4882812500000000 913783374676861/976562500000000
-2267784242339979/2441406250000000 3616891721317741/9765625000000000
548747224559021/1220703125000000 21808187480151/24414062500000
-4881865115053217/4882812500000000 -6155625196089181/312500000000000000
-473512560603873/488281250000000 4767294251782827/19531250000000000
-2440828694495767/2441406250000000 -6796982795466353/312500000000000000
943047545608507/62500000000000000 1220564157922167/1220703125000000
3261223019618057/9765625000000000 4602495411647313/4882812500000000
-7799136966617091/39062500000000000 4784500314861043/4882812500000000
4518340208954183/4882812500000000 1480855896579623/3906250000000000
1372485537017991/2441406250000000 4038191638947067/4882812500000000
-1219375913654377/1220703125000000 3642100821417653/78125000000000000
-7305390218385799/9765625000000000 648064081690523/976562500000000
-1466247069735167/1953125000000000 -3225694495102989/4882812500000000
-8179437895009023/9765625000000000 1333796914880489/2441406250000000
1712540426122859/1953125000000000 234774167355559/488281250000000
-4394884987131379/4882812500000000 -1702110475388663/3906250000000000
4606216857856849/9765625000000000 -2152762729305943/2441406250000000
4496916223819921/4882812500000000 -3805050531123829/9765625000000000
-5000283721434423/78125000000000000 -1218200275431273/1220703125000000
-2350892217106923/2441406250000000 -5268899003534811/19531250000000000
5851259868148427/9765625000000000 78185797684759/97656250000000
650064809656891/1220703125000000 4132857341124691/4882812500000000
168026784567943/244140625000000 -3542408471260687/4882812500000000
2298548269780181/2441406250000000 -658308294478311/1953125000000000
-598865523759029/610351562500000 301701341511811/1562500000000000
-1785922594859721/1953125000000000 7906818265234891/19531250000000000
-58680804422313/97656250000000 7805963333511599/9765625000000000
1362850817979563/3906250000000000 2287997445095311/2441406250000000
8883532537864393/9765625000000000 -126746707340313/305175781250000
3589711170434327/9765625000000000 -90819274030067/97656250000000
7143986980483357/19531250000000000 -4544455251905779/4882812500000000
8314896401532303/9765625000000000 5121516325504601/9765625000000000
8097508267476461/39062500000000000 4776749133347893/4882812500000000
-4814204225574833/4882812500000000 6525252287480903/39062500000000000
-6266197477976711/9765625000000000 -3745070119758217/4882812500000000
-654328218489877/976562500000000 7249337203456007/9765625000000000
-462923669237163/488281250000000 -6212278881256281/19531250000000000
-7722435964147307/39062500000000000 14957637165707/15258789062500
-7289252045887763/19531250000000000 -1132503675445921/1220703125000000
-95408477325773/97656250000000 -8332736582323559/39062500000000000
7407444111393067/9765625000000000 -1590935325862061/2441406250000000
3897877761508663/9765625000000000 2238498109740117/2441406250000000
-3126266637665061/4882812500000000 -37507752292531/48828125000000
1067599923290383/1220703125000000 -2367603085570329/4882812500000000
3094623534555583/4882812500000000 -7553850167836521/9765625000000000
-80844167299871/244140625000000 1151834030893569/1220703125000000
1118793157504027/1953125000000000 40023423894227/48828125000000
-192575947824401/488281250000000 -8974031054572879/9765625000000000
-1419047594058577/9765625000000000 4830986844486889/4882812500000000
80768887758097/390625000000000 -1194323640785307/1220703125000000
2252191789744517/2441406250000000 -7539110270036709/19531250000000000
-7506328564422887/9765625000000000 -6246796228752307/9765625000000000
-4195144612410859/9765625000000000 551164227034413/610351562500000
-1192452907895793/1220703125000000 -8355136994669089/39062500000000000
-317998817339327/488281250000000 -3705338463249367/4882812500000000
-8637063420069001/19531250000000000 8758864966994953/9765625000000000
6120482246785557/19531250000000000 4636872758317849/4882812500000000
1181005264648569/1220703125000000 -1235104428019777/4882812500000000
