1000
-4778519799687223/78125000000000000 -4873670240724963/4882812500000000
6796192964861957/9765625000000000 -701278780692713/976562500000000
-2430686395584681/2441406250000000 -914138929122829/9765625000000000
-4841274234227387/4882812500000000 -635548345259653/4882812500000000
2384997663010023/2441406250000000 8348422605127419/39062500000000000
-397482437484281/976562500000000 -8920101054908541/9765625000000000
188257599610441/195312500000000 -1300492417597293/4882812500000000
-354922871563319/390625000000000 -8157457610408979/19531250000000000
2151635484190481/2441406250000000 -2307318114791679/4882812500000000
-6030452206251981/9765625000000000 -7681215908222839/9765625000000000
-7807320916609657/156250000000000000 -1219178316165431/1220703125000000
-1266988124654629/7812500000000000 -301135894165303/305175781250000
965220278844769/1220703125000000 1195689252143079/1953125000000000
-4247449125782967/4882812500000000 1204266772152433/2441406250000000
-5527927454933989/312500000000000000 -1220512122669849/1220703125000000
-4792162663166199/4882812500000000 -74920114037803/390625000000000
-8761089537386537/19531250000000000 8728015763625719/9765625000000000
-107924037654679/488281250000000 476204768138533/488281250000000
6065995616221381/39062500000000000 -1205894783932661/1220703125000000
4673721684720249/19531250000000000 -94819045051123/97656250000000
-3956238873376963/9765625000000000 -8928359626348279/9765625000000000
29745645072599/30517578125000 1746047128846199/7812500000000000
4332337893190809/4882812500000000 -900906768928219/1953125000000000
2318766276856741/2441406250000000 6112478676810523/19531250000000000
6661137568848047/9765625000000000 -7141195833297539/9765625000000000
4863156773182521/4882812500000000 1750721495179509/19531250000000000
1216808050201123/1220703125000000 3118036444770807/39062500000000000
228351050396777/244140625000000 6909908275202149/19531250000000000
544804127386981/976562500000000 8104707145778681/9765625000000000
2272129701218723/10000000000000000000 -4882812373960609/4882812500000000
-7546544810509379/9765625000000000 3099076195562113/4882812500000000
-4452060519928847/4882812500000000 8020987507330639/19531250000000000
7292923031403803/9765625000000000 6494667450966597/9765625000000000
4264232311382773/156250000000000000 976198758714337/976562500000000
3187182832178909/4882812500000000 -3699151727683021/4882812500000000
6023553600610057/9765625000000000 -480414183532369/610351562500000
-17686332261619/19073486328125 3656107783267759/9765625000000000
6710734533289769/9765625000000000 -1773652193644817/2441406250000000
-1501072069961087/3906250000000000 4507904811148887/4882812500000000
2302500157874707/2441406250000000 -6494095782606283/19531250000000000
8530186420691927/9765625000000000 -950859637777691/1953125000000000
-3949733426110807/4882812500000000 574158994454297/976562500000000
302981788503163/305175781250000 4675581394607183/39062500000000000
-4648123964023781/4882812500000000 -2991188075146131/9765625000000000
4271843155284533/4882812500000000 236499766739947/488281250000000
3379492230355231/9765625000000000 -2290557572753761/2441406250000000
-6518266525352787/78125000000000000 608223462574651/610351562500000
-2423255111575401/4882812500000000 -4239067418003627/4882812500000000
233367402277141/390625000000000 -978916144599929/1220703125000000
5373501107045789/9765625000000000 4077159473616487/4882812500000000
568717152896739/4882812500000000 4849579230217533/4882812500000000
-3776111004252481/4882812500000000 -1547808417870213/2441406250000000
-758132187470113/976562500000000 -24622263185273/39062500000000
-4873195806837573/4882812500000000 4900822158015673/78125000000000000
-1468531813431373/1953125000000000 1609596018107573/2441406250000000
-8946289665109323/9765625000000000 3915524596855843/9765625000000000
-2396342884652707/19531250000000000 -4845921399368199/4882812500000000
508327305970831/610351562500000 -168917420542279/305175781250000
-587016966047567/610351562500000 5348894660819643/19531250000000000
7501322919783053/19531250000000000 112708120169637/122070312500000
-301884893435001/488281250000000 7675521877170323/9765625000000000
-321413293271589/9765625000000000 4880167136879979/4882812500000000
2965585902314381/4882812500000000 -1939533330865343/2441406250000000
26442887235703/30517578125000 -304694134669753/610351562500000
4720855053872571/4882812500000000 4988603765354887/19531250000000000
-2306746093458029/2441406250000000 -159923348871287/488281250000000
-2367072286501961/2441406250000000 4782857843680923/19531250000000000
2429248179455033/4882812500000000 8471271732808637/9765625000000000
3843064514170969/19531250000000000 4787356928034637/4882812500000000
390125253761753/3906250000000000 971679967532949/976562500000000
-12724867570913/15625000000000 -283357331383461/488281250000000
5232802146999563/19531250000000000 4704303271027873/4882812500000000
-4424116983399019/4882812500000000 -4132334365637231/9765625000000000
4636759989477103/4882812500000000 1224369802996607/3906250000000000
