2500
4875198263702587/4882812500000000 8722556674592221/156250000000000000
8378200778962463/156250000000000000 195031520896733/195312500000000
-6595363333968399/9765625000000000 -3600993409240367/4882812500000000
6134578244271223/39062500000000000 -75347245454083/76293945312500
8148316944202683/9765625000000000 -5382598128919199/9765625000000000
-4640056477511953/4882812500000000 190054835658341/610351562500000
-8342896057702433/78125000000000000 2427445551327273/2441406250000000
2389800699479891/2441406250000000 -7989066036899941/39062500000000000
-5843557391236559/19531250000000000 4659148014778457/4882812500000000
354336721515989/390625000000000 2055228789358851/4882812500000000
-1218412000197749/1220703125000000 -478432305376603/7812500000000000
-477712256440647/488281250000000 8083396968284289/39062500000000000
5330090779294103/19531250000000000 1174367946438011/1220703125000000
-8657287432937853/9765625000000000 -2259358644843781/4882812500000000
1204878969435077/1220703125000000 3134644131292263/19531250000000000
495659602596459/1220703125000000 8924349353049549/9765625000000000
-4836979894876589/9765625000000000 8483575728263683/9765625000000000
-7544179249115567/9765625000000000 -6201031454350081/9765625000000000
1770519487781559/7812500000000000 475577022027361/488281250000000
-1186097544136217/1220703125000000 72149469496837/305175781250000
-1220312994441277/1220703125000000 -7900057891880501/312500000000000000
95356820422089/244140625000000 898992516759779/976562500000000
-6659112788008167/19531250000000000 4590247429599289/4882812500000000
-593610726012019/610351562500000 -567877956038797/2441406250000000
713320819116877/1953125000000000 -2272756680580679/2441406250000000
-3312418324360007/4882812500000000 -44843029618953/61035156250000
-2503229892487511/4882812500000000 -2096169006516007/2441406250000000
4707957504137203/4882812500000000 5179952199616441/19531250000000000
1157529293497717/1220703125000000 6201771186067499/19531250000000000
-4408749962775437/9765625000000000 -4356901290090027/4882812500000000
-6461275239728091/9765625000000000 -1464504747921313/1953125000000000
-4734699990795237/19531250000000000 4737169134618161/4882812500000000
-4777570615197297/4882812500000000 -806643188314467/3906250000000000
-7685155630978999/9765625000000000 6025430654173757/9765625000000000
4906605953506441/78125000000000000 2436586536172849/2441406250000000
333678335423793/390625000000000 31733239876073/61035156250000
-7747773189619671/78125000000000000 4858741974685539/4882812500000000
-7126527181329941/9765625000000000 -3338414368169061/4882812500000000
-706255799756093/1220703125000000 -1593039953554479/1953125000000000
1361060991546737/4882812500000000 -937856511145411/976562500000000
492539607609751/976562500000000 8432550333925571/9765625000000000
5679199209531979/19531250000000000 -2335916652585739/2441406250000000
1027159465734181/9765625000000000 2427863966954513/2441406250000000
4839619311054529/4882812500000000 -10125468187289/76293945312500
-4702303961752777/9765625000000000 1711791682324799/1953125000000000
929877280229071/976562500000000 -745832421358997/2441406250000000
8091378795495579/39062500000000000 4776911422793571/4882812500000000
955984692401007/4882812500000000 -598539252812253/610351562500000
1416465209944591/4882812500000000 -292052838080961/305175781250000
-7402645612049337/9765625000000000 3184661268605803/4882812500000000
4777926600141727/4882812500000000 -8052926181464687/39062500000000000
3102040269897697/4882812500000000 7541671982813699/9765625000000000
-8421472622088531/19531250000000000 -8811193526388939/9765625000000000
6136081807596743/9765625000000000 -7597100215944587/9765625000000000
1170695000632929/2441406250000000 -2142413987312473/2441406250000000
52377412061279/152587890625000 -4586133794042379/4882812500000000
-8417818277879763/39062500000000000 -2384044654123299/2441406250000000
-2306453115598617/2441406250000000 1280738290165601/3906250000000000
74736580253591/76293945312500 3926155944049749/19531250000000000
-4876197771711227/4882812500000000 -1626068610437701/31250000000000000
1749314300400337/1953125000000000 -8686752811263133/19531250000000000
1123000993204661/3906250000000000 1169170121339467/1220703125000000
-350102839326723/610351562500000 1999828119580513/2441406250000000
-976555895960563/976562500000000 -1149262120412623/312500000000000000
-395020030729553/488281250000000 5740305024090113/9765625000000000
22797952147499/24414062500000 -3493990855952593/9765625000000000
-2664944831006833/9765625000000000 -4697486048098359/4882812500000000
4877198755378603/4882812500000000 -1872584706799091/39062500000000000
-5661719349677949/9765625000000000 49730667430179/61035156250000
-1328735777357441/3906250000000000 -1147911244071021/1220703125000000
4194944430257161/4882812500000000 2498859567324797/4882812500000000
30261753258317/30517578125000 5047302185140261/39062500000000000
6246096006792819/19531250000000000 4626391758409211/4882812500000000
-4577597875148403/4882812500000000 6797005933312791/19531250000000000
-2351849288223363/2441406250000000 -262074616251883/976562500000000
-117909774659567/244140625000000 -1068900484319293/1220703125000000
-974193134023313/976562500000000 -5438855190179813/78125000000000000
7214010757272673/19531250000000000 -567192041438821/610351562500000
