2500
-606776550808239/610351562500000 8443390000798167/78125000000000000
-8994671299060531/9765625000000000 -7606134330257847/19531250000000000
2426070526441327/2441406250000000 -4371435374973741/39062500000000000
1612175983034093/2441406250000000 3666798645831057/4882812500000000
-6630369483292921/9765625000000000 7169772113229469/9765625000000000
8437932461504337/9765625000000000 2458084997295473/4882812500000000
-1719506798597747/1953125000000000 115784932309941/244140625000000
-2441218227689071/2441406250000000 969574831458537/78125000000000000
-2260625491794949/2441406250000000 -295031819996957/781250000000000
4227556317557441/4882812500000000 4886563410838509/9765625000000000
-3800451320450217/19531250000000000 -957896518841399/976562500000000
2306424737014247/2441406250000000 3202172787412509/9765625000000000
3317679932265153/4882812500000000 7165153948716339/9765625000000000
-156277325587/19531250000000000 976562499968739/976562500000000
3638800598066331/4882812500000000 -6511831729296561/9765625000000000
2437983465706043/2441406250000000 -8270894714988247/156250000000000000
-8753120358080893/9765625000000000 -4330163465456567/9765625000000000
-7282162031823803/9765625000000000 1626682739943641/2441406250000000
-42353590878231/61035156250000 3515873616096089/4882812500000000
-169633560271741/195312500000000 1210076694740333/2441406250000000
-6386634076648193/19531250000000000 -288398998536421/305175781250000
4227510129100223/4882812500000000 2443361622542039/4882812500000000
1788079743022263/2441406250000000 -831149100663127/1220703125000000
-4274835537221401/4882812500000000 -943833802307611/1953125000000000
4505737152304327/4882812500000000 -940769714715129/2441406250000000
-4847383328914467/4882812500000000 187884634620181/1562500000000000
-3065713766258487/4882812500000000 1520171412099541/1953125000000000
1552080146364207/1953125000000000 592820479759063/976562500000000
2567933264517033/4882812500000000 8306040370511847/9765625000000000
8503422082864259/19531250000000000 439574751495093/488281250000000
-2762529956193833/4882812500000000 2013099982072919/2441406250000000
6714184640746993/9765625000000000 -7091343754929821/9765625000000000
3718724854270227/4882812500000000 -1582161762304121/2441406250000000
1348677724127227/1953125000000000 -17658946307697/24414062500000
-144107468750479/3125000000000000 4877617996316847/4882812500000000
70822643261223/78125000000000 8244956134258479/19531250000000000
970735993917679/976562500000000 8521388250807289/78125000000000000
-3722173371449101/4882812500000000 632053266838531/976562500000000
-796538356871737/1220703125000000 37000384115127/48828125000000
191002293143801/781250000000000 -946927338911401/976562500000000
1386505514365459/78125000000000000 1220510870106251/1220703125000000
-4867753787255821/4882812500000000 6130964855884641/78125000000000000
-928597387419727/976562500000000 6045864983060987/19531250000000000
-354543304100493/610351562500000 -7949087198735863/9765625000000000
380427088135789/2441406250000000 301448060103011/305175781250000
-7899167795932321/78125000000000000 1214447410541769/1220703125000000
-6505894330594133/19531250000000000 -4603959338993199/4882812500000000
443286874376547/1220703125000000 -2274742065721067/2441406250000000
-14382862187507/15258789062500 6522214716346369/19531250000000000
774826904980347/9765625000000000 4867419103281111/4882812500000000
-4830572505081093/4882812500000000 -5698713866469577/39062500000000000
-2995513871980929/4882812500000000 -120500075178781/152587890625000
-228149114347381/244140625000000 6952467831391691/19531250000000000
-260667400135053/976562500000000 -188226121769863/195312500000000
5799317496757781/9765625000000000 -7857184496524443/9765625000000000
-8476186213011891/9765625000000000 4849917414036257/9765625000000000
-5607341612749271/19531250000000000 1169313778796321/1220703125000000
-4732011777710997/4882812500000000 -4816509019214073/19531250000000000
-1479625248788937/3906250000000000 2259485058319279/2441406250000000
8043825991041703/9765625000000000 2768767553735189/4882812500000000
-1078427022699099/1953125000000000 -8142009000144493/9765625000000000
3656802727287073/78125000000000000 4877460684592039/4882812500000000
8921940182591293/9765625000000000 3970694526010261/9765625000000000
1162186052853013/1220703125000000 -373416252911813/1220703125000000
4748254683139829/4882812500000000 -4553566293264089/19531250000000000
-934593328950849/1220703125000000 -1570543127539433/2441406250000000
469012674279333/610351562500000 -6249349738185099/9765625000000000
4422297830707529/4882812500000000 -8280231694029563/19531250000000000
-1190577447922681/1220703125000000 2156166374028589/9765625000000000
-1845237128890721/4882812500000000 4520725367495727/4882812500000000
8844379856734051/39062500000000000 4756009112165033/4882812500000000
-4811747227956373/9765625000000000 -8497912699885729/9765625000000000
-1177515711493391/1220703125000000 -1287309557618391/4882812500000000
7412539427598403/19531250000000000 -2258746837977861/2441406250000000
6402411204313053/78125000000000000 4866388530237801/4882812500000000
7530992619308421/9765625000000000 3108519816912347/4882812500000000
4850470987450733/19531250000000000 -472984313800679/488281250000000
3959355854817657/9765625000000000 4463488905988961/4882812500000000
-7943835969284967/19531250000000000 -4460697791935097/4882812500000000
-1497489366934957/2441406250000000 1542567226091529/1953125000000000
-617626479399551/1220703125000000 1684681972184353/1953125000000000
-280701436053419/976562500000000 -233837686788801/244140625000000
1131631681609201/1220703125000000 7323839108019299/19531250000000000
2364354355610569/2441406250000000 973627225445987/3906250000000000
-1115355453257517/1220703125000000 -7937327828810651/19531250000000000
-2433426109067971/2441406250000000 -1577884137604567/19531250000000000
-239774728031647/244140625000000 3677150699323889/19531250000000000
-1218226118446529/2441406250000000 8462992002240121/9765625000000000
-5966078235317423/9765625000000000 -3865661073176771/4882812500000000
-2352862808784573/2441406250000000 260614989769179/976562500000000
8580316321539399/39062500000000000 595445170188869/610351562500000
3290835568111939/9765625000000000 4597222881922149/4882812500000000
745025902123583/2441406250000000 4649903604464937/4882812500000000
1168181859468401/1220703125000000 -5667417332788447/19531250000000000
-1838460054338999/4882812500000000 -4523485662490387/4882812500000000
160369086020543/488281250000000 -922388931743/976562500000
8886482746304167/19531250000000000 8696265735390943/9765625000000000
-763708458931467/1953125000000000 -8988112503998717/9765625000000000
-4362573024896451/4882812500000000 -4386257864103331/9765625000000000
-8712692740012601/9765625000000000 8821885707433921/19531250000000000
-8947547181301341/9765625000000000 7825300270024513/19531250000000000
1437727070512921/7812500000000000 959883595813139/976562500000000
-5980382391060253/9765625000000000 -193006570641587/244140625000000
1117682501818051/1220703125000000 -490817628569419/1220703125000000
-4460649873057321/4882812500000000 496516655067453/1220703125000000
-7110685632632337/39062500000000000 -4801232029522273/4882812500000000
4876044252851879/4882812500000000 -8224084319344639/156250000000000000
-2425565102114009/2441406250000000 -8885312310572839/78125000000000000
3821660940335929/4882812500000000 6078409518045639/9765625000000000
-5884310212144843/9765625000000000 -3896868132483857/4882812500000000
-8938584622664589/19531250000000000 4341453036613751/4882812500000000
8269234519920533/9765625000000000 -2597459917649339/4882812500000000
-414728205914399/488281250000000 1030876088154819/1953125000000000
3871423629277771/4882812500000000 5951113170769307/9765625000000000
1099197243289933/15625000000000000 -974143033686259/976562500000000
288329724360751/2441406250000000 -4848641231350951/4882812500000000
5890595898468791/39062500000000000 4826974638378161/4882812500000000
-4833325394071537/4882812500000000 277365764341449/1953125000000000
4115696594591981/19531250000000000 1193293054075707/1220703125000000
-2451798668264111/4882812500000000 8445245100162477/9765625000000000
-4553475653530161/9765625000000000 8639056147133961/9765625000000000
-2441291717283121/2441406250000000 6053892113083531/625000000000000000
-2431191630052637/2441406250000000 7139065565820887/78125000000000000
8651582121907527/19531250000000000 -875528202501767/976562500000000
3426163391166947/4882812500000000 1739487160572309/2441406250000000
8568204928607591/9765625000000000 4685434445385997/9765625000000000
-2142082019951171/2441406250000000 -93704184660997/195312500000000
-399743177688633/976562500000000 2227498187846687/2441406250000000
-38270243371757/152587890625000 4726742610483157/4882812500000000
4024247915050199/4882812500000000 -5530745565787809/9765625000000000
1543267501844853/1953125000000000 -748180784097789/1220703125000000
8402754829094403/9765625000000000 -497605696538491/976562500000000
-1481884100316757/1953125000000000 63614400469811/97656250000000
7518885397005613/19531250000000000 4506495929136599/4882812500000000
-2296628382089/7629394531250 -2328165690060823/2441406250000000
-5426804726217467/9765625000000000 2029735544722033/2441406250000000
4725901244628479/4882812500000000 -306972651079787/1220703125000000
4783563875189137/78125000000000000 -974730182349517/976562500000000
-2297594599328937/9765625000000000 4745747851965997/4882812500000000
-1098652653756691/19531250000000000 -2437540669240507/2441406250000000
-7192198256824701/9765625000000000 -6606036321059151/9765625000000000
2187232268634317/2441406250000000 1084656388255673/2441406250000000
7132301238934359/9765625000000000 1667665109474179/2441406250000000
4736935328603307/4882812500000000 947688253479551/3906250000000000
4592668201347521/19531250000000000 -4745900371339137/4882812500000000
