2500
-2669943432375611/9765625000000000 4696776386750261/4882812500000000
1160338323025189/1220703125000000 -1516475363486571/4882812500000000
-1059424230487693/1220703125000000 606412746601129/1220703125000000
-2084343410717163/2441406250000000 -5084843397767929/9765625000000000
-2811052396697169/39062500000000000 4870152863798629/4882812500000000
8549946983820899/19531250000000000 -8780206904400829/9765625000000000
-4452519546300453/4882812500000000 -2004227432196421/4882812500000000
-4867776668258443/4882812500000000 3063156208775351/39062500000000000
8805883388331227/19531250000000000 8716738844223971/9765625000000000
8264678850284259/9765625000000000 -2601082233527473/4882812500000000
4082674131817923/4882812500000000 -669590819248079/1220703125000000
-7228866776852593/19531250000000000 226802919570679/244140625000000
-7788894767667691/9765625000000000 -1472679317155127/2441406250000000
-1731109565134549/2441406250000000 -6886188090418367/9765625000000000
-4752316655821493/4882812500000000 358820369609761/1562500000000000
4248137924247827/4882812500000000 -4814636886297289/9765625000000000
-4303918397082111/4882812500000000 92244408753393/195312500000000
-6072258501285663/9765625000000000 764820948550633/976562500000000
-2409373080748543/2441406250000000 394190100463389/2441406250000000
616262584060789/1220703125000000 -2107450162515341/2441406250000000
-4162287025519633/4882812500000000 5105771098412921/9765625000000000
6023989030885243/9765625000000000 7686285695731019/9765625000000000
-8010091998123817/9765625000000000 2793110176050069/4882812500000000
8496634745201293/19531250000000000 -4396567727849889/4882812500000000
1492551287862559/3906250000000000 4512323354506491/4882812500000000
8748799142200271/39062500000000000 -4758770553901363/4882812500000000
-7834090478401103/9765625000000000 5830476654343981/9765625000000000
4548656888027493/4882812500000000 -3550537100302597/9765625000000000
-7028444281648577/39062500000000000 240156189185887/244140625000000
-842962321648589/3906250000000000 4767763427892059/4882812500000000
55628906340761/76293945312500 -6683256034687097/9765625000000000
-4860186090552707/156250000000000000 -610056223434711/610351562500000
7429350549146187/156250000000000000 4877289851878421/4882812500000000
-8629406312402571/9765625000000000 228586845291301/488281250000000
-29042878431531/30517578125000 -239922384670287/781250000000000
4490100291901193/4882812500000000 7674224160213277/19531250000000000
-4788425593758137/4882812500000000 7643405495241633/39062500000000000
3640524549950237/4882812500000000 6507976309534593/9765625000000000
-3752303064957889/9765625000000000 180319331575217/195312500000000
-1170339979270413/1220703125000000 -2776132011916951/9765625000000000
1534336913012507/2441406250000000 -7596077635102277/9765625000000000
1268819626941071/1953125000000000 14848548817693/19531250000000
-2996276180888461/4882812500000000 -7710820178942499/9765625000000000
-2292827458664269/4882812500000000 8622018361138279/9765625000000000
-3101692887367089/4882812500000000 377112173532129/488281250000000
7487188291971903/9765625000000000 -1253944865154507/1953125000000000
-1176656750534981/1220703125000000 -5199261752031499/19531250000000000
2431839271309697/2441406250000000 3454749257193057/39062500000000000
-820652176084351/1953125000000000 70894031021101/78125000000000
-1506167713322319/2441406250000000 61486010246313/78125000000000
1839632844834989/2441406250000000 3210118673035867/4882812500000000
2403729951944299/2441406250000000 -1367215852602941/7812500000000000
1779597585798087/3906250000000000 -8693324125126713/9765625000000000
5371158559413467/78125000000000000 1217814773454387/1220703125000000
4775225608301629/4882812500000000 3261926086189/15625000000000
-1526984300549377/2441406250000000 -1904936593016889/2441406250000000
4837760063616423/4882812500000000 -5294135484684293/39062500000000000
-6650712715269723/9765625000000000 -715090567827423/976562500000000
7088073313975851/39062500000000000 4801754436768567/4882812500000000
-614096566772443/976562500000000 7593152988611177/9765625000000000
5106432835041017/9765625000000000 -4162084073569393/4882812500000000
2439587380595469/2441406250000000 -241209742262697/6250000000000000
-298860895275447/781250000000000 2255708313990149/2441406250000000
1449021774930161/1953125000000000 12788991663987/19073486328125
-3341633125129339/4882812500000000 -1424098084666619/1953125000000000
-1245872047024677/2441406250000000 1049793708304351/1220703125000000
7161281854228277/156250000000000000 48776814082227/48828125000000
1778133566828757/1953125000000000 1616091933204101/3906250000000000
1113470387375677/19531250000000000 2437435608953783/2441406250000000
1106277186780809/1220703125000000 -412808453706543/976562500000000
-2437980578943407/2441406250000000 -827437935205873/15625000000000000
-4716032627849161/9765625000000000 -4275700758170733/4882812500000000
3375707790772997/9765625000000000 -286363290476893/305175781250000
-490108856575789/610351562500000 2910091006710701/4882812500000000
