2500
8007477015406697/9765625000000000 -1117993622313803/1953125000000000
6042392046397289/9765625000000000 -153436540626097/195312500000000
4742475633480601/4882812500000000 72639488012693/305175781250000
5027721569805087/9765625000000000 8371944066770971/9765625000000000
858432496737253/2441406250000000 -182840837908113/195312500000000
-6028549476986983/9765625000000000 7682709342682761/9765625000000000
-5299011640789891/9765625000000000 8202920654949567/9765625000000000
-4692542232850333/4882812500000000 -2699559447815339/9765625000000000
-1189272745041321/1220703125000000 -68805185708749/305175781250000
-1738579897793371/1953125000000000 -1779929441987847/3906250000000000
-4642049568199833/19531250000000000 37053880296769/38146972656250
-1682917725211797/7812500000000000 4768178380721311/4882812500000000
-932986833291109/976562500000000 5769224742083749/19531250000000000
4802276445435151/4882812500000000 -3532701746312539/19531250000000000
-1550160932464557/1953125000000000 -1485186409325871/2441406250000000
4462458770158957/9765625000000000 -8686420054617231/9765625000000000
2283627692576619/19531250000000000 4849321931493343/4882812500000000
502860010233751/1220703125000000 -8898531760212949/9765625000000000
-459240717691607/488281250000000 -6635244359106629/19531250000000000
-8552927543288291/9765625000000000 -294579030142257/610351562500000
-1501280583371967/2441406250000000 -7701034826597671/9765625000000000
-696006617442691/7812500000000000 4863396890230601/4882812500000000
-3996436778334383/4882812500000000 -5610829167576767/9765625000000000
2603372630265583/4882812500000000 1652358743524677/1953125000000000
-4100077429390641/4882812500000000 -1060658134040007/1953125000000000
1362935963816233/2441406250000000 4051108508087819/4882812500000000
-2830151028604129/4882812500000000 -3978957535014321/4882812500000000
4635343358387827/4882812500000000 -767373745316797/2441406250000000
4660289600058633/9765625000000000 8581907275437689/9765625000000000
4784665342450263/4882812500000000 487040930238813/2441406250000000
2431670741727807/2441406250000000 -6969970338296721/78125000000000000
-8276983665935189/9765625000000000 -2591282164994151/4882812500000000
-962914106803109/976562500000000 -1626983076919389/9765625000000000
-190285068813273/976562500000000 957844407507283/976562500000000
-1796500626099979/7812500000000000 -4751962659918399/4882812500000000
-4794911289162941/4882812500000000 -7378601013044307/39062500000000000
-4695916683920649/9765625000000000 -267577015304817/305175781250000
-464093204062643/488281250000000 -1214211238147497/3906250000000000
605515214829347/610351562500000 4907742032060667/39062500000000000
-8537973891136741/9765625000000000 -4740298880333637/9765625000000000
912246748276797/31250000000000000 -610091446407071/610351562500000
-603240079403449/610351562500000 1486402277501973/9765625000000000
4477422860902023/4882812500000000 -3895917060117267/9765625000000000
-362229201139401/488281250000000 163713610417303/244140625000000
-8155455814542791/9765625000000000 -671471938375699/1220703125000000
7540620779899073/9765625000000000 -1241071632008069/1953125000000000
-3796207301441357/9765625000000000 -1124696082317271/1220703125000000
1564081457923631/15625000000000000 971657480065031/976562500000000
6440444905866901/19531250000000000 1152426780444263/1220703125000000
-5641209290803737/78125000000000000 608758320914227/610351562500000
3888023591241393/4882812500000000 118153327259839/195312500000000
-916596932811803/976562500000000 842334476196381/2441406250000000
2389786934158271/2441406250000000 -1997530022264393/9765625000000000
6031687917282337/19531250000000000 -4644139232886773/4882812500000000
-2332564366855443/2441406250000000 5766706939751751/19531250000000000
-7158226088816109/9765625000000000 6642833047880807/9765625000000000
4591467549516539/9765625000000000 8618924375022767/9765625000000000
-4001992686887741/4882812500000000 -5594966467907843/9765625000000000
7931003695639563/9765625000000000 356121753343707/610351562500000
5176702136996693/19531250000000000 4708180922257249/4882812500000000
-8744355373317853/9765625000000000 -4347836329227699/9765625000000000
-19409480484239/19531250000000 8710264192957909/78125000000000000
60468242523289/76293945312500 1190980053083339/1953125000000000
5804902160046363/19531250000000000 -4662167129369593/4882812500000000
-1134792160688707/1220703125000000 -3598780872899899/9765625000000000
5536469335166449/9765625000000000 -64356476692317/78125000000000
-1648588542451309/2441406250000000 1800727712686549/2441406250000000
-1310542032336679/3906250000000000 -2299903924961701/2441406250000000
-1186457375270961/2441406250000000 -853490093599611/976562500000000
1413306274993911/4882812500000000 4673801801875973/4882812500000000
812700470951487/1220703125000000 7286740017977847/9765625000000000
-4747623160727959/4882812500000000 4564089804332453/19531250000000000
-2293537954799409/2441406250000000 3346994179698811/9765625000000000
-8782602061000747/9765625000000000 -8540101329312301/19531250000000000
151700826895519/195312500000000 -6150981989785407/9765625000000000
-4861638690074639/4882812500000000 7267719881458837/78125000000000000
5348104615605501/78125000000000000 -974271635154031/976562500000000
-4963967090124027/9765625000000000 8409902637295547/9765625000000000
-2460227401682567/4882812500000000 4217717278595911/4882812500000000
-167327677241097/390625000000000 -8824303763403209/9765625000000000
-605445388991351/610351562500000 1235725359292099/9765625000000000
-7685354776937177/9765625000000000 602517664415193/976562500000000
-6860458199572301/19531250000000000 571459753489109/610351562500000
-1650201035231427/9765625000000000 -4812594627224127/4882812500000000
1379948098578639/4882812500000000 468375929733643/488281250000000
5377595710538243/9765625000000000 -8151619226547919/9765625000000000
